name,ratings,prices,aminities,location,description,City
City View Hotel,4.0,,",Paid public parking nearby,Free High Speed Internet (WiFi),Free breakfast,Entertainment staff,Airport transportation,Baggage storage,Currency exchange,24-hour front desk,Wifi,Restaurant,Breakfast buffet,Breakfast in the room,Kids' meals,Special diet menus,Car hire,Newspaper,Private check-in / check-out,Dry cleaning,Laundry service,Ironing service,Air conditioning,Private balcony,Room service,Safe,Minibar,Flatscreen TV,Bath / shower,Complimentary toiletries,Telephone,Bottled water,Iron,Wake-up service / alarm clock,Hair dryer,Non-smoking rooms","1 El Bostan St. Downtown, Cairo 11511 Egypt","City View Hotel is located in the heart of the City within walking distance to the marvelous Egyptian Museum and the hotel offers its hospitality to both business and vacation ravelers for our facilities and services have been designed to meet the expectations of our discerning guest. City View Hotel is located in Tahrir Square (Revolution Square) exactly in the shadow of the magnificent Egyptian Museum and it offers you a complete range of services that will help make your stay a pleasant and memorable one. The unique location of City View Hotel is helping you to find easily a variety of restaurants, banks, embassies and metro are all within walking distance.",Cairo
Windsor Hotel Cairo,4.0,,",Free internet,Free breakfast,Airport transportation,Baggage storage,Concierge,24-hour front desk,Dry cleaning,Laundry service,Wifi,Bar / lounge,Restaurant,Breakfast available,Breakfast in the room,Special diet menus,Car hire,Ironing service,Air conditioning,Room service,Safe,VIP room facilities,Non-smoking rooms,Smoking rooms available","19 Alfi Bey Street, Cairo 11511 Egypt","Windsor Hotel Cairo is an excellent choice for travellers visiting Cairo, offering a historic environment alongside many helpful amenities designed to enhance your stay.Guest rooms offer air conditioning, and Windsor Hotel Cairo makes getting online easy as free wifi is available.You can also take advantage of some of the amenities offered by the hotel, including 24 hour front desk, room service, and a concierge. In addition, guests can enjoy breakfast during their visit. As an added convenience, there is free parking available to guests.Given the close proximity of popular landmarks, such as Mosque of Al-Azhar (0.6 mi) and Cairo Tower (1.4 mi), guests of Windsor Hotel Cairo can easily experience some of Cairo's most well known attractions.While visiting Cairo, you may want to try some falafel at one of the nearby restaurants, such as Felfela, Naguib Mahfouz Cafe, or Abou el-Sid.Cairo is also home to Bab Zuweila, a popular castle that is not too far from Windsor Hotel Cairo.Enjoy your stay in Cairo!",Cairo
Le Meridien Heliopolis,3.5,,",Valet parking,Free High Speed Internet (WiFi),Fitness Centre with Gym / Workout Room,Poolside bar,Bicycle rental,Free airport transportation,Business Centre with Internet Access,Conference facilities,Paid public parking on-site,Wifi,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Free shuttle or taxi services,Airport transportation,Shuttle bus service,Taxi service,Banquet room,Meeting rooms,Spa,Baggage storage,Concierge,Currency exchange,Dry cleaning,Laundry service,Air conditioning,Room service,Safe,Flatscreen TV,Suites,Family rooms","51 El Orouba Street Heliopolis, Cairo 11511 Egypt","Occupying the most exclusive site in the heart of Heliopolis, Cairo, Egypt is Le Meridien Heliopolis, a 283 rooms and suites elegantly designed hotel offering a vast spectrum of limitless services, guaranteeing comfort designed with space and charm. The restaurants & bars range from formal to casual offering a unique assortment of dining experiences with an unparallel variety of International cuisine from the five continents.",Cairo
Museum House Hostel,4.5,,",Paid public parking on-site,Free High Speed Internet (WiFi),Hot bath,Free breakfast,Airport transportation,Baggage storage,Concierge,24-hour front desk,Secured parking,Wifi,Currency exchange,Dry cleaning,Laundry service,Ironing service,Air conditioning,Housekeeping,Safe,Non-smoking rooms,Smoking rooms available","2 Champollion Road, Cairo 11556 Egypt","Museum House Hotel offers comfortable accommodation for long or short term stay for work or study. WiFi is provided with no additional charge, and laundry and kitchen facilities are provided. The building is close to metro stations and busies. few steps away from The Egyptian Museum ( 50 Miter away ) Also walking distance to the Nile and Downtown areas. Tahrir Square, Mogamaa (Visa services). Lo",Cairo
Horizon Nile Plaza Hotel,5.0,,,"67 Abdulaziz Al Saud Al Manial, Cairo 11511 Egypt","Horizon Nile Plaza Hotel is maybe not easy to find, because it within a skyscraper, but once you are in the room, we got more than expected. The rooms are very clean and spaces, and the view over Cairo is really nice. Also, the breakfast, which is served on the room, is a nice Egyptian breakfast, which is alright. Near by the hotel you find some nice restaurants, so no need for a long walk or ride. Also, a small supermarket is round the corner. All in all, we a good hotel especially on a value for money ratio, we would definitely come again.  Room service was not existent, so they didn´t clean the rooms during our whole stay (7 nights). Thank god we brought shower gel, as well as a hairdryer. As usual in that city, the rooms a bit noisy. If you have rooms to the east side, there are mosques quite close, the north and west side are better.…",Cairo
Green Garden Inn,5.0,,,"1086 Nile Corniche, Cairo 11511 Egypt","The Green Garden Inn rescued us after a horrible experience where we had arrived in Cairo - at night, in the dark, with children - to discover that our hotel booked through Booking.com was full and couldn't offer us a room.  The Green Garden Inn staff were absolutely fantastic - so friendly, helpful, smiley and kind.  Our kids had a great time watching the football in the Reception.  Breakfast was very good - lots of choice.  The hotel is located in a quiet, safe area - 15 minute walk from Tahir Square where there are lots of restaurants.  Would highly recommend.",Cairo
Cairo Hotel,3.5,,",Free High Speed Internet (WiFi),Free breakfast,Restaurant,Children Activities (Kid / Family Friendly),Airport transportation,Baggage storage,Non-smoking hotel,Laundry service,Air conditioning,Family rooms","5 Sherif El Sagger, Cairo 11511 Egypt",I stayed for three nights. Very simple and cheap hotel. Breakfast was fine. Bed and hot water. Good for backpackers and solo travelers that are looking for central hotel. Walking distance to Museum and Nile river. ,Cairo
King Hotel,3.0,,",Free private parking nearby,Free internet,Free breakfast,Evening entertainment,Airport transportation,Makeup services,Rooftop terrace,BBQ facilities,Secured parking,Public wifi,Bar / lounge,Restaurant,Breakfast buffet,Breakfast in the room,Rooftop bar,Shuttle bus service,Car hire,Manicure,Pedicure,Salon,Baggage storage,Convenience store,Gift shop,Newspaper,Non-smoking hotel,Shared lounge / TV area,Shops,ATM on site,24-hour front desk,Express check-in / check-out,Private check-in / check-out,Laundry service,Ironing service,Air conditioning,Housekeeping,Safe,Family rooms","20 Abdel Rehim Sabri Street Dokki, Cairo Egypt","King Hotel provides you with comfort, convenience and value for money combined with an ideal location, suitable for business and leisure travelers. The unique and cozy 3-star hotel not only offers you a central location in Cairo, it also provides you with friendly and professional service. Make use of our free shuttle service and reach the hotel quickly without any hassle, and begin your holiday here in a pleasant and relaxed manner. Enjoy a hearty breakfast with oriental and continental food or visit Delis for a quick, healthy snack. Take a seat in our roof top bar and lounge, where you can enjoy the splendid city view of Cairo while relaxing with chill-out music and sampling an assortment of local and international cuisine.",Cairo
Horreya Hotel,3.5,,",Wifi,Pool,Bar / lounge,Restaurant,Non-smoking hotel,Dry cleaning,Laundry service,Room service,Kitchenette,Refrigerator,Non-smoking rooms,Family rooms","14 Horreya Street Heliopolis, Cairo 11511 Egypt","If you’re looking for a hotel in Cairo, look no further than Horreya Hotel.Nearby landmarks such as St. Mark's Coptic Orthodox Church (0.7 mi) and Obelisk of Ramses II (0.9 mi) make Horreya Hotel a great place to stay when visiting Cairo.Guest rooms offer amenities such as a kitchenette and a refrigerator, and guests can go online with wifi offered by the hotel.Horreya Hotel features room service, to help make your stay more enjoyable. The property also boasts a pool and an on-site restaurant.If you are looking for a good cafe, you may want to check out Bosco Cafe and Restaurant, Fresco, or Pastari Restaurant while staying at Horreya Hotel.Looking to explore? Then look no further than Saqqara (Sakkara) Pyramids (0.4 mi), Heliopolis (0.7 mi), and Baron Palace (0.4 mi), which are some popular Cairo attractions – all conveniently located within walking distance of the hotel.The staff at Horreya Hotel looks forward to serving you during your upcoming visit.",Cairo
VG Hotel,5.0,,,,"Good location near the Egyptian Museum and Tahrir square quiet and safe place with shops (fine clothes) and restaurants nearby (e.g. Kazaz , comfortable bed, clean room and bathroom, very nice helpful staff, good breakfast, good value for money. ",Cairo
Tohfa Luxury Apartment,5.0,,,"39 Abbas El-Akkad, Cairo 11511 Egypt","The apartment was clean spacious air conditioned and comfortable. The location of the building was very good, the staff was excellent polite and helpful especially Abdulrahman who was friendly caring and supportive. We appreciate highly the transport which he provided for free from the airport to the apartment. I recommend these accommodations and I would happily retain back to Tuhfa appartments when I go back to Cairo. Fakhri Al-Khabass",Cairo
Oxford Hotel & Restaurant,3.5,,,"El Sabah tower, ibrahim Nagib street Garden City, Cairo 11519 Egypt","1 is just too much for this hotel. Dirty, loud and just awful. The rooms was too dirty and the night you could not sleep with such a noise and the breakfast was sad, just sad. It was an omelet and 3 very testy breads and that’s all. The entry of the hotel was very bad also",Cairo
Grand Nile Royal Hotel at Nile Plaza,3.5,,,"1085 Corniche El-Nile - Garden City, Cairo 11511 Egypt","The hotel is close to the center and you are able to walk in 15-20 min to Egyptian museum and some other attractions. The rooms were clea and relaxing. We were close to reception and Internet connection worked well during the time we were in.  The staff was lovely at reception and the breakfast was amazing as well (it looked pretty simple at first sight, but then we discovered the fresh omelet and other things. You get a kettle in the room and a few tea bags, but no bottles water like in other places around the country.  There is a car park on the premises, but is hard to locate it when first arriving, so we ended up in a local car park by the buildings near by.  Depending on the floor your stay, you might have a different view of the Nille. The great part is that you have a close balcony were you can stay and relax watching the craziness of the city.…",Cairo
Cosmopolitan Hotel,2.5,,",Free High Speed Internet (WiFi),Wifi,Restaurant,Business Centre with Internet Access,Non-smoking hotel,Laundry service,Air conditioning,Room service,Non-smoking rooms","1 Talat Harb Downtown, Cairo 11511 Egypt","If you’re looking for a luxury hotel in Cairo, look no further than Cosmopolitan Hotel.Given the close proximity to Khan Al-Khalili (1.9 mi), guests of Cosmopolitan Hotel can easily experience one of Cairo's most popular landmarks.You’ll enjoy relaxing rooms that offer air conditioning, and you can stay connected during your stay as Cosmopolitan Hotel Cairo offers guests free wifi.The hotel features room service. Plus, Cosmopolitan Hotel Cairo offers an on-site restaurant, providing a pleasant respite from your busy day.While in Cairo, you may want to check out some of the restaurants that are a short walk away from Cosmopolitan Hotel Cairo, including O.Liv.O Pizzeria & Bar (1.2 mi), Blackstone Bistro (1.0 mi), and Le Peking Zamalek (0.6 mi).Cairo is also known for some great art museums, including Gayer-Anderson Museum (Bayt al-Kiritliya), Museum of Islamic Arts, and Museum of Islamic Ceramics, which are not too far from Cosmopolitan Hotel Cairo.The staff at Cosmopolitan Hotel looks forward to serving you during your upcoming visit.",Cairo
Fairmont Nile City,4.5,"EGP 6,270",",Valet parking,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Bar / lounge,Casino and Gambling,Aerobics,Kids stay free,Paid private parking on-site,Wifi,Paid wifi,Hot bath,Pool / beach towels,Rooftop pool,Pool with view,Adult pool,Outdoor pool,Shallow end in pool,Yoga classes,Yoga room,Fitness / spa changing rooms,Fitness classes,Personal trainer,Sauna,Coffee shop,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Complimentary Instant Coffee,Complimentary tea,Complimentary welcome drink,Happy hour,Kid-friendly buffet,Kids' meals,Outdoor dining area,Snack bar,Special diet menus,Wine / champagne,Poolside bar,Rooftop bar,Entertainment staff,Evening entertainment,Nightclub / DJ,Babysitting,Children's television networks,Kids pool,Highchairs available,Free airport transportation,Airport transportation,Shuttle bus service,Car hire,Taxi service,Business Centre with Internet Access,Conference facilities,Banquet room,Meeting rooms,Photo copier / fax In business centre,Spa,Body wrap,Couples massage,Facial treatments,Foot bath,Foot massage,Full body massage,Hammam,Hand massage,Head massage,Makeup services,Manicure,Massage,Massage chair,Neck massage,Pedicure,Salon,Steam room,Waxing services,Rooftop terrace,24-hour security,Baggage storage,Concierge,Currency exchange,Executive lounge access,Gift shop,Newspaper,Outdoor furniture,Shared bathroom,Shared lounge / TV area,Shops,Sun deck,Sun loungers / beach chairs,Sun terrace,Sun umbrellas,ATM on site,Butler service,Doorperson,First aid kit,Infirmary,Umbrella,24-hour check-in,24-hour front desk,Express check-in / check-out,Private check-in / check-out,Clothes dryer,Dry cleaning,Laundry service,Ironing service,Shoeshine,Allergy-free room,Blackout curtains,Air conditioning,Additional bathroom,Desk,Coffee / tea maker,Cable / satellite TV,Bidet,Air purifier,Bathrobes,Dining area,Housekeeping,Interconnected rooms available,Private balcony,Room service,Safe,Seating area,Separate dining area,Separate living room,Sofa,Telephone,VIP room facilities,Wardrobe / wardrobe,Bottled water,Iron,Laptop safe,Private bathrooms,Tile / marble floor,Wake-up service / alarm clock,Kitchenette,Minibar,Refrigerator,Electric kettle,Flatscreen TV,On-demand films,Radio,iPod docking station,Walk-in shower,Whirlpool bathtub,Bath / shower,Complimentary toiletries,Hair dryer,City view,Bridal suite,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","Nile City Towers - 2005 B, Corniche El Nil Ramlet Beaulac, Cairo 2466 Egypt","A melting pot of history and diversity, the city of Cairo is ideal for both business and leisure. Like the city itself, Fairmont Nile City offers a delightful series of contrasts, combining advanced technology and modern design with local flavors and flair. With sweeping panoramas of the river Nile and the Pyramids in the distance, Cairo’s beauty and history are always in sight from your luxury accommodation. During your stay, embark on culinary adventures at the city’s finest restaurants, enjoy the fresh air at our rooftop poolside restaurant and pamper yourself at Willow Stream Spa. Part of the prestigious Nile City complex, this luxury hotel is the perfect location for business events. The space consists of 845 square meters (9,100 square feet) plus 450 square meters (4,800 square feet) of outdoor space dedicated to meetings and conventions, comprising of 10 meeting rooms including a ballroom. The space also offers spectacular river Nile views.",Cairo
Cairo Khan Suites Hotel,3.0,,",Paid public parking nearby,Free High Speed Internet (WiFi),Hot bath,Sauna,Restaurant,Shuttle bus service,Hammam,Baggage storage,Wifi,Car hire,Concierge,Currency exchange,Non-smoking hotel,Sun terrace,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Room service,Safe,Non-smoking rooms","12 26 July St. Mohammed Farid, Cairo 11511 Egypt","Welcome to Cairo Khan Suites Hotel, your Cairo “home away from home.” Cairo Khan Suites Hotel aims to make your visit as relaxing and enjoyable as possible, which is why so many guests continue to come back year after year.Nearby landmarks such as Cairo Tower (1.4 mi) and Zamalek (Gezira Island) (1.6 mi) make Cairo Khan Hotel a great place to stay when visiting Cairo.Rooms at Cairo Khan Suites Hotel provide air conditioning, and guests can stay connected with free wifi.In addition, while staying at Cairo Khan Hotel guests have access to 24 hour front desk, room service, and a concierge. You can also enjoy a sauna and an on-site restaurant. Need a place to park? There is paid public parking available nearby.While visiting Cairo, you may want to try some shrimp at one of the nearby restaurants, such as Kadoura Fish Restaurant, Birdcage, or Abou el-Sid.Looking to explore? Then look no further than Alabaster Sphinx (0.1 mi) and Assawi Wheel (0.7 mi), which are some popular Cairo attractions – all conveniently located within walking distance of the hotel.Cairo Khan Suites Hotel puts the best of Cairo at your fingertips, making your stay both relaxing and enjoyable.",Cairo
Pharaoh Egypt Hotel,3.0,,",Wifi,Pool,Fitness Centre with Gym / Workout Room,Free breakfast,Babysitting,Children Activities (Kid / Family Friendly),Airport transportation,Banquet room,Paid wifi,Hot bath,Bar / lounge,Restaurant,Meeting rooms,Salon,Non-smoking hotel,Dry cleaning,Laundry service,Self-serve laundry,Air conditioning,Room service,Iron,Minibar,Hair dryer,Non-smoking rooms,Family rooms","11 Ahmed Orabi Street, Cairo 11511 Egypt","Downtown in the heart of Cairo, Egypt. Located near the train station,and the residential and diplomatic sector of Cairo on Giza, Mohandesseen. The Hotel Pharaoh Egypt is only 17 km from Cairo International Airport, 4km to railway station, 10km to exhibition grounds, 12 km to the famous pyramids at Giza, and 3km to theEgyptian Museum. Whether you come for shopping, sightseeing, or entertainment, the area surrounding the hotel offers it all.",Cairo
Caroline Crillon Hotel,3.0,,",Free High Speed Internet (WiFi),Wifi,Restaurant,Shuttle bus service,Business Centre with Internet Access,Concierge,Non-smoking hotel,Laundry service,Air conditioning,Room service,Minibar,Non-smoking rooms","49 Syria Street Mohandessin, Cairo 11511 Egypt","This is a 2 Star hotel. It’s located in Giza which is suppose to be a nice area of Cairo. While the staff are friendly and helpful the place is very noisey, the beds are hard as rocks and the showers don’t have much water pressure and that’s if you can get hot water at all. I stayed here as a part of a basic tour booking so I suppose I got what I paid for - $46AUD per night. I was here three times throughout the tour and each room had the same issues. It is close to a pharmacy and some local clean restaurants and if you are only staying a night or two it would be ok, any longer and I’d recommend something a bit better. ",Cairo
Bostan Hotel,3.0,,",Paid private parking on-site,Free High Speed Internet (WiFi),Bar / lounge,Airport transportation,Baggage storage,Concierge,24-hour front desk,Dry cleaning,Wifi,Restaurant,Shuttle bus service,Non-smoking hotel,Laundry service,Air conditioning,Housekeeping,Room service,Minibar,Non-smoking rooms,Family rooms","94 Mohamd Farid St., Cairo 11511 Egypt","Bostan hotel is ideally located in the heart of Cairo also it is located within walking distance to the Egyptian museum, subway and the big market (khan el khalily bazaar).",Cairo
Oasis Hotel Heliopolis,3.0,,",Free parking,Wifi,Pool,Free breakfast,Car hire,Spa,Baggage storage,Non-smoking hotel,Outdoor pool,Bar / lounge,Restaurant,Breakfast buffet,Breakfast in the room,24-hour front desk,Laundry service,Ironing service,Air conditioning,Safe","17 Abdel Wahabel Kadi St, Cairo 11511 Egypt","Finding an ideal family-friendly hotel in Cairo does not have to be difficult. Welcome to Oasis Hotel, a nice option for travellers like you.The rooms offer air conditioning, and getting online is possible, as internet access is available, allowing you to rest and refresh with ease.Oasis Hotel features 24 hour front desk, room service, and baggage storage. In addition, as a valued Oasis Hotel guest, you can enjoy a pool and free breakfast that are available on-site. Guests arriving by vehicle have access to free parking.While staying at Oasis Hotel, visitors can check out Keops Pyramid (3.1 mi), which is a popular Cairo attraction.During your visit, be sure to check out popular art galleries like Sami Amin, Picasso Art Gallery Egypt, and Zamalek Art Gallery, which are all a short distance from the hotel.Oasis Hotel puts the best of Cairo at your fingertips, making your stay both relaxing and enjoyable.",Cairo
Regency Hotel,2.0,,",Children Activities (Kid / Family Friendly)","3 Abdel Azim Rashed St., Cairo 11511 Egypt","The Regency Hotel in Cairo is located in the Giza suburb of Dokki a fair walk from downtown Cairo on the west bank of the Nile, aka the crappy side. It is off a busy highway & around the corner from a ladies club. If this doesnt raise your suspicions about this being the wrong Regency Hotel perhaps the hand painted hotel sign will.  Room 506 has seen better days about a decade ago. After enjoying the release of emptying my bowels the toilet wouldnt flush & there wasnt any toilet paper. There was a 28cm tv, mini fridge & aircon. Bedsheets looked sort of gungy & the carpet was fairly dirty. The reception dudes spoke little english but knew how to ask for tips. I played a game of charades with them to try & explain the toilet problem. It was very entertaining, we eventually changed rooms to an equally poor room.  The hotel is housed in the sort of neighbourhood you would go to if you were homeless. Stray dogs & garbage are the main features here if you like to take photos. There are no computers in the hotel, the reception desk used paper & pen! The 80's has come back in fashion here.  The hotel resturant has cobbwebs on the locked door, this is probably not good so avoid even asking for food, just call KFC for takeaway 19019.  The previous review from 2 years ago basically describes our experience word for word, so in 2 years nothing had improved, indeed its pretty shabby. If you stayed here, have a sense of humour & laugh.…",Cairo
Helnen Nile Roda Hotel,,,,"67 Abdulaziz Al Saud, Cairo 11511 Egypt",,Cairo
Nile View,1.0,,,"Corniche Al Maadi In front of El Maadi Star Towers, Cairo 11511 Egypt",لا انصح بالحجوزات لهذا الفندق - حيث انهم لغو الحجز بتاعي بدون سابق انذار و اضطررت لحجز فندق اخر بتكلفة مضاعفة يقومون بترقية الغرف لنزلاء اخرين علي حساب حجزك ووضعك امام الامر الواقع لتقبل بغرف بدون view,Cairo
Omayad Hotel,1.5,,,"22 26 July Th St., Cairo 11511 Egypt","I stayed one night in this hotel. It’s very dirty hotel, you can see the rest in the pictures. It located in a noisy place that you can not sleep. I was charged triple and I do not recommend them at all.",Cairo
Cairo City Center Hotel,2.5,,",Free public parking nearby,Free High Speed Internet (WiFi),Free breakfast,Airport transportation,Salon,Baggage storage,Concierge,24-hour front desk,Parking,Wifi,Coffee shop,Restaurant,Breakfast in the room,Special diet menus,Shuttle bus service,Car hire,Currency exchange,Newspaper,Non-smoking hotel,Shared kitchen,Express check-in / check-out,Dry cleaning,Laundry service,Self-serve laundry,Ironing service,Air conditioning,Housekeeping,Room service,Safe,Minibar,Flatscreen TV,Bath / shower,Non-smoking rooms,Family rooms","14 Champolion St Downtown, Cairo 12421 Egypt","Located in downtown Cairo, perfect location, overlooking the River Nile and Egyptian Museum and Talaat Harb Sq. Cairo City Center Hotel offers guests a great location combined with a free airport pick-up service for guests staying at least for three nights.",Cairo
Jasmin Hotel,,,,,,Cairo
Rose Hotel,2.0,,",Free parking,Free High Speed Internet (WiFi),Free breakfast,Pets Allowed ( Dog / Pet Friendly ),Airport transportation,Concierge,Dry cleaning,Laundry service,Wifi,Restaurant,Shuttle bus service,Air conditioning,Room service,Telephone,Wake-up service / alarm clock,Kitchenette,Minibar,Bath / shower,Complimentary toiletries,Refrigerator,Suites,Family rooms","6 Iran Street Dokki, Cairo 11511 Egypt","We are located at the most magical and authentic spot of Cairo downtown area in El Dokki one of the famous places in Cairo. We have a total number of 45 well furnished and clean rooms, with a private bathroom, television and satellite and air conditioner.",Cairo
Heliopark Hotel,2.0,,",Free public parking nearby,Free High Speed Internet (WiFi),Bar / lounge,Nightclub / DJ,Airport transportation,Business Centre with Internet Access,Baggage storage,Currency exchange,Wifi,Restaurant,Car hire,ATM on site,24-hour front desk,Dry cleaning,Air conditioning,Telephone,Bath / shower","100 El Hegaz Street, Helipolis, Cairo 11511 Egypt","Heliopark Hotel is an excellent choice for travellers visiting Cairo, offering many helpful amenities designed to enhance your stay.Heliopark Hotel is a hotel offering air conditioning in the rooms, and it is easy to stay connected during your stay as free wifi is offered to guests.The hotel features 24 hour front desk, baggage storage, and currency exchange. Plus, guests can enjoy an on-site restaurant, which has made this a popular choice among travellers visiting Cairo. For guests with a vehicle, there is free public parking available nearby.Close to some of Cairo's most popular landmarks, such as St. Mark's Coptic Orthodox Church (0.6 mi) and Saqqara (Sakkara) Pyramids (1.4 mi), Heliopark Hotel is a great destination for tourists.If you like French restaurants, Heliopark Hotel is conveniently located near The Smokery Heliopolis, Fresco, and La Maison Blanche.If you’re looking for things to do, you can check out Heliopolis (0.6 mi) or Baron Palace (0.9 mi), which are popular attractions amongst tourists, and they are all within walking distance.Enjoy your stay in Cairo!",Cairo
Helio Cairo Hotel,2.0,,",Free High Speed Internet (WiFi),Wifi,Restaurant,Children Activities (Kid / Family Friendly),Airport transportation,Laundry service,Air conditioning,Room service,Minibar","95 Abs El Hamid Bedawy St., Cairo 11511 Egypt","Finding an ideal budget friendly hotel in Cairo does not have to be difficult. Welcome to Helio Cairo Hotel, a nice option for travellers like you.For those interested in checking out Khan Al-Khalili (3.0 mi) while visiting Cairo, Helio Cairo Hotel is a short distance away.Helio Cairo Hotel offers guests an array of room amenities including air conditioning and a minibar, and getting online is possible, as free wifi is available.The hotel offers room service, to make your visit even more pleasant. The property also features an on-site restaurant.During your visit, be sure to check out one of the nearby restaurants that are within walking distance of Helio Cairo Hotel, such as Zamalek Rooftop (0.8 mi), Filfila (1.1 mi), or Al Borg (0.3 mi).Looking to explore? Then look no further than Foustat Traditional Crafts Center (0.2 mi), which is a popular Cairo attraction – and it is conveniently located within walking distance of the hotel.Helio Cairo Hotel looks forward to welcoming you on your visit to Cairo.",Cairo
Al-Manar Hotel,2.0,,",Free High Speed Internet (WiFi),Wifi,Free breakfast,Bar / lounge,Airport transportation,Baggage storage,24-hour front desk,Laundry service,Restaurant,Car hire,Air conditioning,Room service,Safe,Suites,Family rooms","19 Abdel Hamid Lotfy St Mohandeseen, Cairo 11511 Egypt","Welcome to Manar Hotel where every guest is guaranteed a warm welcome & a relaxing & very quite stay. Manar Hotel located in heart of Cairo in Mohandeseen area, steps far from river Nile, with easy access to the airport & railway station. Our attention starts from the moment you arrive at the airport with our FREE meet & assist with transfer. Make yourself at home in one of 80 comfortable rooms, from single rooms to the Large suite, all decorated with refinement. All rooms have a bathroom with bathtub and toilet, air conditioning, satellite TV, telephone with direct international dialing, mini bar. Manar Hotel provides Free high speed Wi-Fi. The hotel’s restaurant is open 24-hours and serves a mixture of Egyptian & International cuisine, as well as a open buffet breakfast. And Enjoyable Bar, The hotel can also provide 24-hour room service.",Cairo
Europa Hotel,1.5,,",Pool,Restaurant,Room service","300 Pyramdis Road, Cairo 11511 Egypt","Looking for a place to stay in Cairo? Then look no further than Europa Hotel, a hotel that brings the best of Cairo to your doorstep.You can take advantage of some of the amenities offered by Europa Hotel, including room service. In addition, guests can enjoy a pool and an on-site restaurant during their visit.For those interested in checking out German Evangelical Church (3.0 mi) while visiting Cairo, Europa Hotel is a short distance away.Cairo has plenty of Italian restaurants. So when you’re here, be sure to check out popular spots like Mermaid Restaurant, Strada, and Carpaccio Nile Lounge, which are serving up some great dishes.If you’re looking for something to do, Pyramid of Unas (0.6 mi) is a nice way to spend some time, and it is within walking distance of Europa Hotel.We’re sure you’ll enjoy your stay at Europa Hotel as you experience everything Cairo has to offer.",Cairo
El Gabali,,,,,,Cairo
Maadi Royal Palace,,,,"Maadi, El-Basatin Sharkeya, Cairo 11511 Egypt",,Cairo
Hotel Bel Air,,,,"Mokkatum Hill, Cairo 11511 Egypt",,Cairo
Makram Ebeid Apartment,,,,"Makram Ebeid 40 Al Manteqah as Sadesah, Nasr City, Cairo 16756 Egypt",,Cairo
Pyramids View Hotel,2.5,,",Free parking,Pool,Fitness Centre with Gym / Workout Room,Bar / lounge,Nightclub / DJ,Babysitting,Children Activities (Kid / Family Friendly),Business Centre with Internet Access,Restaurant,Meeting rooms,Non-smoking hotel,Dry cleaning,Laundry service,Air conditioning,Room service,Minibar,Non-smoking rooms","10 El Sadat Street Hadaek El Ahram Zone, Cairo 11511 Egypt","Finding an ideal budget friendly hotel in Cairo does not have to be difficult. Welcome to Pyramids View Hotel, a nice option for travellers like you.The rooms offer air conditioning and a minibar, allowing you to rest and refresh with ease.Pyramids View Hotel features room service. In addition, as a valued Pyramids View Hotel guest, you can enjoy a pool and a lounge that are available on-site. Guests arriving by vehicle have access to free parking.While you’re here, be sure to check out some of the seafood restaurants, including La Konka, Asmak Mecca, and Arous El Bahr Fish, all of which are a short distance from Pyramids View Hotel.During your visit, be sure to check out a popular historic site like Saqqara (Sakkara) Pyramids, which is a short distance from the hotel.Pyramids View Hotel puts the best of Cairo at your fingertips, making your stay both relaxing and enjoyable.",Cairo
