Invitation Hotel,3.5,,,"11 Ramsis Street Abdelmonem Riyad Sq, Cairo 11511 Egypt","See why so many travellers make Invitation Hotel their hotel of choice when visiting Cairo. Providing an ideal mix of value, comfort and convenience, it offers a budget friendly setting with an array of amenities designed for travellers like you.Guest rooms offer amenities such as air conditioning, and guests can go online with free wifi offered by the hotel.Invitation Hotel features a concierge and room service, to help make your stay more enjoyable. The property also boasts an on-site restaurant.Given the close proximity of popular landmarks, such as St. Mark's Coptic Orthodox Church (0.5 mi) and Obelisk of Ramses II (1.6 mi), guests of Invitation Hotel can easily experience some of Cairo's most well known attractions.Cairo has plenty of cafes. So when you’re here, be sure to check out popular spots like Bosco Cafe and Restaurant, Fresco, and Cafe Med, which are serving up some great dishes.Cairo is also known for some great architectural buildings, including Khan Al-Khalili, Citadel (Al-Qalaa), and Hanging Church (El Muallaqa, Sitt Mariam, St Mary), which are not too far from Invitation Hotel.We’re sure you’ll enjoy your stay at Invitation Hotel as you experience all of the things Cairo has to offer."
Grand Palace Hotel,3.5,"EGP 1,393",,"14 Shamplion St. ,Downtown, Cairo 11511 Egypt",This place is dirty AF. 5 star reviews must be paid for. Bed sheets dirty with hair and blood 🩸 stains. Dirty walls. Couldn’t even hook my fire stick up 2 the pathetic tv. Wi-Fi is trash 🗑.  Most ppl staying here look like locals who may not have much money. Didn’t even bother with breakfast since the room was dirty. Staff entered my room to fix some broken lights right when trying to eat dinner. Got bit up by something that left nasty marks. Book airbnb instead for ur stay and tours.
Downtown Inn,5.0,,,"42 Talaat Harb Street, Cairo 11511 Egypt","Unbeatable location, spotless clean room and bath, extremely hospitable hosts - I couldn't ask for more! I checked in late (around 11pm) and it was a smooth process - thanks to Mr. Umar - one of the hosts. Mr. Umar is always happy to share words of wisdom from his decades of experience and I really appreciate all the food and travel tips I got from him! Mr. Ibrahim, the other host is a resourceful and energetic young man. This cool dude gave me loads of tour options (even for other cities like Aswan and Luxor), helped me exchange currency, arranged transportation. Between them and the very helpful Moustafa and Mary there's always someone at front desk, eager to assist.  There's a ton to do around this area. One can walk over to the the Museum, Tahrir Square, Nasr Metro Station, Bo Bus station or the Nile in about 10 minutes. My room was surprisingly quiet considering the busy location! The railway station is about 1km away. Countless shopping and food options in the neighborhood - from touristy to very local stuff!  The general vibe at the hotel is very welcoming, laid back and casual. They serve breakfast and even offered to customize it for me. There's a shared kitchen and plenty of seating in the lobby. The wifi is not the best, though it was being hogged by a few guests streaming videos all day. I found an unused wifi router in the hallway and set it up as a range extender. The hosts were immensely grateful!  Made some great connections with the hosts and fellow travelers as I lounged about the lobby, sipping some of their amazing shaay :) Special mention for Ahmed - the dashing young man who drove me all around Cairo, Giza, dropped me to the train station and even invited me for a home-cooked meal! Mr. Omar and Ibrahim are ambassadors of Egyptian hospitality. They made me feel like a guest and not a customer. It was almost too good to be true! They actually convinced me to return to Egypt! I'll certainly stay again at Mr. Umar and Mr. Ibrahim's place…"
Pyramids Loft Guesthouse,5.0,,,"35 Abouelhoul St.,Nezlet Semman, Cairo 11511 Egypt","Our newly-renovated property, complete with dazzling rooftop patio, is located up the street from the magnificent pyramids. The property features cozy rooms and a breathtaking panoramic view of the pyramids. Come stay with us and experience the last remaining wonder of the ancient world. The Guest House offers communal spaces to socialize with fellow travelers from around the world, as well as private bathrooms on each floor. Enjoy a drink and a bite to eat while you soak up the unparalleled view of the Giza Plateau from our rooftop terrace. The combination of authentic Egyptian culture and international guests makes for a truly unique experience you will remember forever!"
Cheers Hostel Cairo,5.0,,,"34 Talaat Harb, Yacoubian building, downtown, 3rd floor, Cairo 11511 Egypt","Here at Cheers Hostel, we're about celebrating the good times. You'll feel instantly at home here with our laid-back and friendly atmosphere, fun social spaces and great facilities."
"InterContinental Citystars Cairo, an IHG Hotel",4.5,,,"Omar Ibn El Khattab Street Heliopolis, Cairo 11737 Egypt","Explore Cairo's heritage amidst modern luxuries and stay at the five-star InterContinental Citystars Cairo hotel in Cairo's Heliopolis, next to Stars Centre Mall. Relax in grand rooms with beautiful furnishings and views. Indulge at our 10 exquisite restaurants and bars. Need event space? Our private meeting rooms and Egypt's largest ballroom will satisfy your requirements. Our concierge gladly arranges private tours of the nearby Cairo Citadel, the Pyramids, and soon, The Grand Egyptian Museum."
Isis Hotel 2,4.5,,,"10 Mohamed Helmy Ibrahim from Shampollion St Downtown, Cairo 13333 Egypt","Isis Hotel 2 just opened last January, 2013."
New Palace Hotel,4.0,,,"17, Soliman El Halaby Street, Cairo 1000 Egypt","The open air roof garden is only one of the attractive features of this budget hotel. It's a legend among budget travelers and is still one of the cheapest places available in Cairo. The nice roof garden is divided into different parts. Every part resembles different culture of Egyptian life. The restaurant, open 24 hours, has an oriental sitting area, a water fountain and a billiard table free for the guests."
Grand Lyly Hotel,3.5,,,"19 Adly, Al Fawalah, Downtown, Cairo 11511 Egypt","Grand Lyly Hotel is an excellent choice for travellers visiting Cairo, offering many helpful amenities designed to enhance your stay.Close to some of Cairo's most popular landmarks, such as Mosque of Al-Azhar (0.5 mi) and Zamalek (Gezira Island) (1.0 mi), Grand Lyly Hotel is a great destination for tourists.Guest rooms offer amenities such as air conditioning, a minibar, and a sofa.Cairo has plenty of Mediterranean restaurants. So when you’re here, be sure to check out popular spots like Sequoia, Nile Maxim, and Blue Nile, which are serving up some great dishes.Plus, during your trip, don't forget to check out a castle, such as Bab Zuweila.Enjoy your stay in Cairo!"
Castle Hostel,4.5,,,"33 B Ramsis Street Maarouf tower, Cairo 11511 Egypt","The worst communication ever, they have cancelled my reservation without a notice or even a call and when I called to for something by chance they told me your bookings cancelled as I am Egyptian  The worst attitude from the guy answered the call   Never deal with them   Take care not to have the issue I have now for being tired and must look for a place to book"
Nitocrisse Hotel,5.0,,,"171 Mohamed Farid St Downtown, Cairo 11511 Egypt","Nitocrisse Hotel is located down town Cairo. The location places you in the heart of Cairo. All the touristic attractions are in the vicinity or effortlessly within reach from the Hotel. The Egyptian museum is a 10-minute walk, Islamic Cairo is the same distance, and the railway station is two kilometers far. The Tahrir square where you can pick any transportation means to all touristic sites is also a 10-minute Walk.Our small 45-room hotel is located on the 5th and 6th floors with four efficiently operating lifts. The hotel was established in 1955 and since then we have been trying to offer a service typical of a small family business. Our residents normally get quickly familiar with our friendly personnel who are keen on offering the best they could with respect to cleanliness and room service. We also have our homey kitchen and chef trained and experienced in Egyptian, oriental recipes together with well-known French and Italian dishes. Our dishes are competent price-wise compared to many of the nearby classical restaurants. For those who might not be interested in eating in the hotel, there are plenty of varied choices ranging between classical restaurants and more economic coffee-shops and chains, many of which are at a short walking distance-between 3 to 5 minutes . Amenities include restaurant, room service, 24 hour front Desk, lift/elevator, Air conditioned rooms, TV, laundry service...etc."
"Holiday Inn Cairo - Citystars, an IHG Hotel",4.5,,,"Ali Rashed Street Heliopolis, Cairo 11757 Egypt","A modern, family-friendly hotel in Cairo's dynamic Citystars Heliopolis In the heart of Citystars business and leisure complex and just 10 minutes from Cairo International Airport, the Holiday Inn® Cairo Citystars hotel is an ideal base for exploring the modern and historic attractions of Egypt's capital. Next to the hotel, Stars Centre Mall is home to over 640 of shops and high-tech amusements including Snow City and Magic Galaxy, Egypt's largest indoor theme park. Downtown Cairo is less than half an hour away. The hotel's family-friendly atmosphere makes everyone feel at home, from the rooftop garden with its adults' and children's swimming pools, to the Star Corner Café in the lobby. Open 24-hours, Windows Restaurant tempts diners with heaped international buffets and live cooking stations, and Indira Restaurant serves some of the best Indian food in Cairo. Business travelers appreciate the fast, free Wi-Fi, business center and 24-hour room service. Need to hold a meeting?"
Monte Cairo Suites,3.0,"EGP 1,223",,"88 Mokatam Street, Cairo 11511 Egypt","This is a 21 Serviced Apartments - 1, 2 and 3 bedrooms Apartments in a condo called Monte Cairo up in Mokattam Hills, 15 minutes by car from down town Cairo, in front of the famous Citadel of Cairo. It is a family business and is operated by 20 Staff (House Keeping, Reception, Security, Accountant, and PR) It is a very cosy and friendly atmosphere and the staff is trying to really make you feel home."
Capital Hotel Cairo,4.5,"EGP 1,210",,"Behlar Passage Building Number 1, From Kasr Al Nile St., First Floor Downtown, Cairo 99999 Egypt","This has been another good choice for this trip!   A local friend helped me find it.  Staff are GREAT!   EXCELLENT ENGLISH,  friendly quick & thorough responses to requests.   The lobby & rooms are kept neat and clean & comfortable.  My Room was super quiet due to thick walls and being in the center of the building.  Location is also solo perfectly situated.   10 min walk from Cairo Museum,  3 min walk to Jazz restaurant.... Excellent local take away.... It's where the locals eat.    I would stay here again and do highly recommend it.  Brian"
Pearl Hotel,3.0,,,"32 Rd. 7 Intersection Of Rd. 82 Beside Banque Misr, Maadi, Cairo 00966 Egypt","Everyone needs a place to lay their weary head. For travellers visiting Cairo, Pearl Hotel is an excellent choice for rest and rejuvenation. Well-known for its proximity to great restaurants, Pearl Hotel makes it easy to enjoy the best of Cairo.As your “home away from home,” the small hotel rooms offer air conditioning, and getting online is easy, with free wifi available.Guests have access to 24 hour front desk, room service, and a concierge while staying at Pearl Hotel. In addition, Pearl Hotel offers a lounge, which will help make your Cairo trip additionally gratifying. And, as an added convenience, there is free public parking available nearby.If you are looking for some good spots to eat nearby, you may want to check out Desoky and Soda (0.0 mi), Kokio Chicken (0.6 mi), or Napoletano (0.0 mi), all of which are within walking distance of Pearl Hotel.Pearl Hotel is sure to make your visit to Cairo one worth remembering."
Tolip Inn Maadi,2.5,,,"Street 250, Ezbet Fahmy Olympic Centre / Maadi, Cairo 11511 Egypt","Welcome to Tolip Inn Maadi, your Cairo “home away from home.” Tolip Inn Maadi aims to make your visit as relaxing and enjoyable as possible, which is why so many guests continue to come back year after year.Given the close proximity of popular landmarks, such as 360 EgypTours (2.0 mi) and Sun Temples of Abu Ghurab (2.2 mi), guests of Tolip Inn Maadi can easily experience some of Cairo's most well known attractions.Rooms at Tolip Inn Maadi provide air conditioning.In addition, while staying at Tolip Inn Maadi guests have access to 24 hour front desk, room service, and a chapel. You can also enjoy a pool and an on-site restaurant. Need a place to park? Street parking is available at Tolip Inn Maadi.Travellers looking for a place to eat close to Tolip Inn Maadi can head to Dona onesta (1.2 mi), Sizzler (0.8 mi), or Fuego Grill And Sushi Bar (0.8 mi), all of which are within walking distance.Looking to explore? Then look no further than Citadel (Al-Qalaa), Step Pyramid of Djoser, and Hanging Church (El Muallaqa, Sitt Mariam, St Mary), which are some popular Cairo architectural buildings – all conveniently located a short distance from the hotel.Tolip Inn Maadi puts the best of Cairo at your fingertips, making your stay both relaxing and enjoyable."
Miramar Talaat Harb Hotel,2.5,"EGP 1,130",,"8 Talaat Harb Square, Cairo 11511 Egypt","Miramar Talaat is a boutique hotel in heart of cairo downtown completely new, Located within 0.5 km of Tahrir Square and 0.4km of The Egyptian Museum, Miramar Talaat Harb provides rooms and suites and family rooms for up to 5 guests. free WiFi. 1.5 km from Cairo Tower, the property is also 2.7 km away from Khan Al Khalili. The hotel has a terrace and Nice Dining area with a panoramic view over the square and a 24-hour front desk. All guest rooms in the hotel are equipped with a electric tea pot. The rooms include air conditioning, a closet and a flat-screen TV, and most units at Miramar have a balcony. A continental breakfast is served each morning at the property. Al-Azhar Mosque is 3.2 km from the accommodation. The nearest airport is Cairo International Airport, 18.5 km from Miramar Talaat Harb."
"InterContinental Cairo Semiramis, an IHG Hotel",4.5,,,"Corniche El Nil, Cairo 11511 Egypt","On the historic Semiramis hotel site, guests can enjoy modern luxury by the river Nile. Semiramis InterContinental Cairo is 23 KM from Cairo International airport with a premium location in the heart of the city center next to the Egyptian Museum and Khan el Khalili. The Hotel features a 26 sq m2 rooftop pool, fine dining with exquisite cuisine, conference facilities, a state of the art spa, a shopping arcade, and the Nile Terrace offering stunning views of the sunset over the Nile."
The Location Hotel,3.5,,,"Abd El-Khalik Tharwat 34, Cairo 11599 Egypt","La dirección no es exactamente donde menciona en internet, es una cuadra antes, la atención de la chica de recepción es muy buena y amable, y tiene buena ubicación,las habitaciones son cómodas y cumplen con relación calidad y costo, cerca de ahí está un lugar de comida egipcia FELFELA, buenísimo!!! "
Gamaleya Boutique Hotel,5.0,,,"14 Street Amir El Geyoush, Cairo 11511 Egypt","This lovely hotel is a hidden gem just inside the walls of the old part of Cairo. This is where you will immediately feel you are part of Cairo street life with all its amazing colour and energy in a way you never would in one of the smart hotels in the modern part of Cairo. The minute you walk out of the door you will be in the vast ancient souk full of life and colour. The building used to be a soap factory which the owner discovered in ruins and has built into a delightful boutique hotel. It’s a true community enterprise because on the ground floor are artisan craftspeople working in separate little workshops - silversmiths, weavers, woodworkers etc- you can enjoy watching them at work and buy their beautiful creations if you like. The staff are absolutely lovely - nothing us too much trouble for them. This place feels more like a home than a hotel. Highly recommended!…"
Australian Deluxe Hostel,5.0,,,"23 Abd El-Khalik Tharwat, Cairo 11511 Egypt","In a nutshell : a must go! The rooms are big and clean, the beds comfortable.  The breakfast is good and cheap - as like a lot of Amazing egyptian food !! The location of the hostel is very good, within walking distance of a lot of nice buildings and museums. And the staff is INCREDIBLE! They are so nice and understanding and welcoming. We really felt good there."
Heritage Hostel,5.0,,,"13 Meret Basha, Cairo 11511 Egypt","clean and cosy Hostel centrally located in Cairo! the staff is very friendly and helpful! the room (private) was large, bed comfortable with fridge and ac! the breakfast has a lot of food! don’t be fooled by the old building, this Hostel is very good! "
My Hotel Hostel,4.0,,,"13 Merit Basha St 4th Floor, Cairo 11511 Egypt","My Hotel is located in a historical building in Downtown Cairo directly across from the Egyptian Museum and only minutes from the Nile. Most of our bright cheerful rooms have a balcony to enjoy the fresh breezes. The hotel faces away from the street so that you can enjoy the luxury of peace and quiet in the middle of Downtown Cairo. The rooms have wood floors, high ceilings, and wardrobes to make you feel at home."
Fairmont Nile City,4.5,,,"Nile City Towers - 2005 B, Corniche El Nil Ramlet Beaulac, Cairo 2466 Egypt","A melting pot of history and diversity, the city of Cairo is ideal for both business and leisure. Like the city itself, Fairmont Nile City offers a delightful series of contrasts, combining advanced technology and modern design with local flavors and flair. With sweeping panoramas of the river Nile and the Pyramids in the distance, Cairo’s beauty and history are always in sight from your luxury accommodation. During your stay, embark on culinary adventures at the city’s finest restaurants, enjoy the fresh air at our rooftop poolside restaurant and pamper yourself at Willow Stream Spa. Part of the prestigious Nile City complex, this luxury hotel is the perfect location for business events. The space consists of 845 square meters (9,100 square feet) plus 450 square meters (4,800 square feet) of outdoor space dedicated to meetings and conventions, comprising of 10 meeting rooms including a ballroom. The space also offers spectacular river Nile views."
Hostel Vienna,3.5,,,"26 Mahmoud Basiony St. Downtown, Cairo 11511 Egypt","Vienna Hostel is located at a very good area Down Town close to Talaat Harb square , ancient historical buildings surrounded by many good shops and restaurants.   My room was nice and simple has a balcony,  with its private bathroom and AC,  the Free Wi-Fi service was very good value too . I could Recommend it to others"
Pearl Hotel,3.0,,,"32 Rd. 7 Intersection Of Rd. 82 Beside Banque Misr, Maadi, Cairo 00966 Egypt","Everyone needs a place to lay their weary head. For travellers visiting Cairo, Pearl Hotel is an excellent choice for rest and rejuvenation. Well-known for its proximity to great restaurants, Pearl Hotel makes it easy to enjoy the best of Cairo.As your “home away from home,” the small hotel rooms offer air conditioning, and getting online is easy, with free wifi available.Guests have access to 24 hour front desk, room service, and a concierge while staying at Pearl Hotel. In addition, Pearl Hotel offers a lounge, which will help make your Cairo trip additionally gratifying. And, as an added convenience, there is free public parking available nearby.If you are looking for some good spots to eat nearby, you may want to check out Desoky and Soda (0.0 mi), Kokio Chicken (0.6 mi), or Napoletano (0.0 mi), all of which are within walking distance of Pearl Hotel.Pearl Hotel is sure to make your visit to Cairo one worth remembering."
Stay Inn Hotel - Cairo,4.0,"EGP 1,758",,"49 Syria Street Mohandessin, Cairo 11511 Egypt",Had a wonderful stay at the Stay Inn. Marina on the Front Desk and Hussein from breakfast made our stay so enjoyable and showed excellent customer care. We will be back again soon. Excellent location too. You will not be disappointed.
Egyptian Night Hotel,4.0,,,"13 Merit Pasha St. Tahrir Sq., Cairo 11511 Egypt","The Egyptian Night Hotel is located across the street from the Egyptian Museum in the famous area of Downtown, Cairo , the area that was built in the 60'S of the 19th century by one of the most remarkable Kins of Egypt (Khedive Ismail) as he intended to build it to be architecturally similar to the famous Cities in Europe back then and he did it. Here we have all of our rooms Air conditioned with inside bathrooms, 24 hot water, Mini bar, Flat screen TV, Safe & our service contains multi lingual staff speaking (English, Spanish, French, Portugese & Chinese) who will be glad to help you 24 hours. We have also Free airport pick up if you are staying more thank 3 nights and our travel desk are glad to help you set your tours, transportation, restaurant reservations and ready with recommendations based on our experience and guests feed backs. Egyptian night hotel. Where expectations meet reality. Note : all rooms includes breakfast."
Caesar's Palace Hotel,3.0,"EGP 2,980",,"45 Abdel Aziz Fahmy Street Heliopolis, Cairo 11511 Egypt","Finding an ideal family-friendly hotel in Cairo does not have to be difficult. Welcome to Caesar's Palace Hotel, a nice option for travellers like you.Rooms at Caesar's Palace Hotel offer air conditioning, a minibar, and a kitchenette providing exceptional comfort and convenience, and guests can go online with free wifi.Room service is one of the conveniences offered at this hotel. An on-site restaurant will also help to make your stay even more special.While staying at Caesar's Palace Hotel, visitors can check out Obelisk of Ramses II (1.0 mi) and Heliopolis (1.4 mi), some of Cairo's top attractions.If you like cafes, Caesar's Palace Hotel is conveniently located near Bosco Cafe and Restaurant, Fresco, and Pastari Restaurant.During your visit, be sure to check out popular attractions like Khan Al-Khalili (1.2 mi), Baron Palace (1.2 mi), and St. Mark's Coptic Orthodox Church (1.2 mi), which are all within walking distance of the hotel.Caesar's Palace Hotel puts the best of Cairo at your fingertips, making your stay both relaxing and enjoyable."
Sofitel Cairo Nile El Gezirah,4.5,,,"3 El Thawra Council St Zamalek, Cairo Egypt","On the southern tip of Gezirah Island, the hotel is a corner of paradise in central Cairo, minutes from Cairo’s business districts. Discover a haven of peace during a vacation in Egypt, and a comfortable base to rest after a successful day of business. Relax by the pool, pamper yourself in Sofitel SPA, wine and dine in our international restaurants and bars. Surrender to luxury and come for a day, a weekend, a week…or more. A stroll along the hotel’s lush riverside promenade takes you to a host of acclaimed restaurants and bars. You can take your time, enjoying the cool shade of exotic palms and breathing in the scent of hibiscus. You’ll hear the gentle sound of water lapping as you rest on a Nile-side terrace with a cool drink, and dine on international cuisine. It’s especially beautiful at dusk, when the sun sets over Cairo’s skyline and vibrant nightlife. Escape the city for a day at our secluded Cairo hotel, which feels like an exclusive Egyptian resort set in lush gardens. Take advantage of Sofitel SPA and Sofitel FIT, float in an infinity pool overlooking the Nile, unwind in a bubbling whirlpool bath… whatever you desire. Day membership includes discounts to the restaurants and bars which line the Nile-side promenade, promising refreshment and fun for families, couples and friends."
Jewel Maadi Cabins and Club,3.5,,,"Corniche El Nil Road in front of Maadi Star Towers, Cairo 11511 Egypt","Do not expect 4* hotel, room is poor furniture is old with new paint, good view, room is clean but bathroom is wet, swimming pool opening to 4PM and then training started ,staff was helping but not professional."
Kings of the Pyrmids,,,,"3 St. El Sallam, Cairo 11511 Egypt",
Safari Hotel,,,,"4 Souk El-Tawfiqiya St., Cairo 11511 Egypt",
Travelholic Inn Residence,,,,"555 Golden Gates Compound, Cairo 11511 Egypt",
Horizon Nile Tower Hotel,1.0,,,"20 Aesha Al Taymorya, Cairo 11511 Egypt","After amazing stay in Cairo with great people everywhere, we have booked a queen room with a private spa and private balcony to finish our stay with a nice stay on the Nile. The owner asked us to do the check-in in the ground floor, to pay (we trusted him) then to go the 20th floor to see our room. When we arrived to the 20th floor, the construction works were juste beside our room (photos attached). There was no private spa in the room and we need to cross the construction works to reach the ""common"" balcony ... We refused the room, and asked about something else, he told us that was the last room he has ... So we asked to cancel the reservation and to refund us the 140 € that we have just payed. The owner accepted and told us that he will refund us the full amount. Now one month later, the owner didn't refund us anything, he didn't answer my messages, my calls and my emails. We asked Booking. com to intervene, but Booking couldn't do anything as the owner asked us to pay by card in the hotel when we arrived, Booking considered the paiement has been done directly with the hotel. What a shame to have such an hotel in the ""Preferred Partners Properties"" Programmes of Booking.com. It is a real scam, the owner is not honest, what a shame for the nice Egyptian people to have such a scammer.…"
"Staybridge Suites Cairo - Citystars, an IHG Hotel",4.5,,,"Emtedad Makram Obied Street Heliopolis, Cairo 11737 Egypt","Modern serviced apartments for extended stays in dynamic Cairo Citystars. Offering the comfort and convenience of a home away from home, Staybridge Suites® Cairo Citystars has everything you need for independent living in the exciting commercial hub of Heliopolis. With direct access to Stars Centre shopping mall, and just a seven-minute drive from Cairo International Airport and Cairo International Convention and Exhibition Centre, our 140 fully furnished studios and suites place travelers where they need to be. The buzzing streets of downtown Cairo are half an hour away, with the Great Pyramids a little further. Business travelers on extended stays in Cairo can settle into a spacious studio or suite with up to three bedrooms. Full kitchens and living areas let you cook, work and entertain in style, and Wi-Fi is complimentary throughout. A free buffet breakfast sets you up for the day, and an Evening Social invites you to mingle with fellow guests over dinner three nights a week."
Hotel Velvet 1889,,,,"118 Mohamed Farid Street, Cairo 00202 Egypt",
Nile Villa Hotel,2.5,,,"8 8 Abd El-Aal Helmy Basha, Cairo 11511 Egypt","La struttura è un vero e proprio hotel ( non come altri che occupano solo dei piani di alcuni edifici) e ha una bella terrazza per le colazioni proprio sul Nilo. La camera era abbastanza spaziosa con due letti comodi (col piumino imbottito). Non aveva balcone ma 2 finestre vista fiume. La posizione è  abbastanza vicina al centro ma fuori dal traffico quindi, tranne per un pochino di rumore dell'aria condizionata si dorme benissimo.  Il bagno è rifatto da poco, quindi moderno anche se con qualche piccola pecca. Forniscono solo il sapone ma danno le ciabattine. La colazione viene servita in una terrazzina proprio sul fiume, con tanto di ventilatore. E' una colazione egiziana solo salata con dei falafel e le omelette cotte al momento, formaggio, verdure, pane egiziano e the o caffè. Il personale è stato molto gentile, ci hanno accolto a notte fonda e l'autista che è venuto a prenderci all'aeroporto ( per 18 euro) è stato molto cordiale con un'ottima guida. Zona tranquilla. Certamente ci vuole un po' di spirito di adattamento, perchè la pulizia non è proprio agli standard che ci si aspetta e alcuni mobili sono un po' malandati (o coperti di cellophane, non so perchè!) ma in generale per il prezzo che ha ritengo sia una buona scelta di fascia  economica.…"
New Cairo Heart Hotel,2.0,,,"17 Al Bustan Street, Cairo 11511 Egypt","Situated 300 metres from Tahrir Square, Cairo Heart Hotel in Cairo offers rooms with air conditioning and free WiFi. Located around 600 metres from The Egyptian Museum, the hotel is also 1.3 km away from Cairo Tower. The hotel features family rooms. At the hotel, rooms have a wardrobe, a flat-screen TV and a private bathroom. A continental breakfast is available daily at Cairo Heart Hotel."
Grand City,1.0,,,"2 Bostan Ibn Qurysh, Cairo 00202 Egypt","Avoid at all cost! I arrived late in the day only to find out that they did not have my pre-paid room available. Just hours before my arrival I had whatsapped them to make sure that everything is fine and they lied to me saying my room would be waiting for me. When I arrived, they said they have no room and would give me a room in a sister property which looked much worse. I asked them if they can organize a stay in a nicer hotel and they refused. Just to make sure: I had a confirmed reservation, just saying this again! Also, the lobby looks not even close to what they show online. Avoid at all cost."
City Hostel,5.0,,,"Ali Al Kasar Street, Cairo 29022 Egypt","The hotel is very centrally located, near Attaba metro station. It is very clean compared to what you find outside on the streets, so if you want your oasis of cleaness in Cairo, you have found it. The staff is very friendly, always helpful and welcoming. Mr. Robert will always check up with you to see if you are ok or need anything. Breakfast is basic but hearty. They will not be pushy to sell you any tours as other hotels do. They really care about the guests needs and even did the laundry for free without accepting any money for it. The housekeeping is sometimes too loud on the corridor early in the morning."
Kmt Hostel,4.5,,,"8 Gawad Housny 3rd Floor, Cairo 11511 Egypt","I chose KMT Hostel since I needed a cheap place to sleep for one night in Cairo.  It's well located - I walked there from the bus station.  There are restaurants nearby and the metro is close.   My bunk bed was comfortable and roomy, though I suspect the room gets crowded when all the beds are taken.  The bunk has a personal plug, light and a shelf.  Bathroom was clean with good showers.   I left early, so didn't try the breakfast.  The hotel owner was my taxi driver to the airport, very easy.  I wish there was an indoor lounge with no smoking allowed. FYI there is no outdoor space, which would be a pain for a longer visit.  Front desk staff seems hit or miss."
Minerva Grand Boutique,5.0,,,"39 Talat Harb, Cairo 11511 Egypt",Minerva Downtown hotel is western hotel in Cairo downtown we offer a clean and a comfortable rooms for budget travelers. New Minerva hotel a place you call a home! Enjoy the convenience of being 7 minutes away from Egyptian museum and within walking distance to the Metro and bus stations. Our professional and friendly staff aims to make your stay comfortable as possible. Ask them for details about Egypt and living in the city referred to as mother of the world.
Claridge Hotel,5.0,,,"41 Talaat Harb St. Downtown, Cairo 11511 Egypt","Located in Cairo and with Tahrir Square reachable within 1.1 km, Claridge Hotel provides concierge services, allergy-free rooms, a bar, free WiFi throughout the property and a shared lounge. The property is around 1.9 km from Khan Al Khalili, 2.4 km from The Egyptian Museum and 2.4 km from Al-Azhar Mosque. The accommodation offers a 24-hour front desk, a shared kitchen and currency exchange for guests. At the hostel, every room is fitted with a private bathroom with a shower. Cairo Tower is 2.6 km from Claridge Hotel, while Mosque of Ibn Tulun is 3.3 km away. The nearest airport is Cairo International, 19 km from the accommodation, and the property offers a paid airport shuttle service. Your property description is created based on the facilities and amenities you add. It also includes info about nearby landmarks and attractions to make it stand out on search engines like Google. It’s then translated into multiple languages, which can increase bookings by appealing to all potential guests."
Pyramids Youth House,5.0,,,"15 Soliman El-Halaby, Cairo 11511 Egypt",مكان نظيف وموقع استراتيجى وآمن جدا و أشعر كأنني في منزلي للب و ال العمال ودودن بالاخص على حتى جميع النزلاء وتستطيع أن تتعرف على اصدقاء جدد والجميع  يحبون المساعدة پالتاكيد أود أن أعود مرة أخرى فى أقرب وقت
Ambiance Cairo Hotel,2.0,,,"22 Talaat Harb Street Down Town, Cairo 11511 Egypt","Simply the worst hotel I’ve stayed at in 40 years. The only concern they had about me as their customer was the payment. But they couldn’t even handle a credit card machine. Well, one of the very unprofessional staff could but only after three days of my visit and when the machine was finally charged and could accept US Dollars, not Egyptian pounds (which worked everywhere else with my card). That was the start when arrived late first night. The room didn’t look ready at all, no toilet papers, no safety box, the mini bar was totally empty, no balcony as the description lied about. When I woke up it was even worse. Easily the dirtiest hotel ever. The bedclothes were ripped, had dirty stains AND pubic hair all over (in the shower as well). Smashed mosquitos/bugs on the walls, and the windows behind the curtains, jeez, I got almost sick only by looking how dirty they were. See picture. No organization whatsoever when it comes to clean up the room, if you don’t ask them nothing happens. After three days one of the staff asked me to change room since ”I’ve got a friend coming over”. Well, what about NO my friend I answered. The electricity went out about five times during my week, oh, and I left this horrible place in complete darkness since the lights went when I was just about to leave. Fawlty Towers, please come back, everything is forgiven!…"
"InterContinental Citystars Cairo, an IHG Hotel",4.5,,,"Omar Ibn El Khattab Street Heliopolis, Cairo 11737 Egypt","Explore Cairo's heritage amidst modern luxuries and stay at the five-star InterContinental Citystars Cairo hotel in Cairo's Heliopolis, next to Stars Centre Mall. Relax in grand rooms with beautiful furnishings and views. Indulge at our 10 exquisite restaurants and bars. Need event space? Our private meeting rooms and Egypt's largest ballroom will satisfy your requirements. Our concierge gladly arranges private tours of the nearby Cairo Citadel, the Pyramids, and soon, The Grand Egyptian Museum."
Cairo Stars Hotel,2.5,,,"16 Adly Strite, Downtown, Cairo 11511 Egypt","The management is very friendly and helpful to settle my phone charging issue, currency, and some inconvenience I faced. It is safe to stay for a short trip, adding that their location is very strategic where is near to Egystian musuem, street shops and Al Khalili market. You can definately feel a local life in this hotel."
Jamaica Hostel,2.5,,,"34 Abdel Khalik Sarwat St, Downtown, Cairo 22222 Egypt",Guys keep away from this place as it has no lifts  Dirty place with dirty bed linen no air conditioning dirty walls I wouldn’t stay there even if it was free  Guy behind the desk was quite helpful by showing us three different rooms to choose from but there were worse then each other  And the price per night is the same as Australian and Minerva hostels which are palaces compared to this place.
