name,ratings,prices,aminities,location,description
Pharaohs Hotel,4.5,EGP 628,",Free parking,Free High Speed Internet (WiFi),Hot bath,Free breakfast,Bicycle rental,Children Activities (Kid / Family Friendly),Airport transportation,Baggage storage,Wifi,Bar / lounge,Restaurant,Car hire,Currency exchange,Non-smoking hotel,Laundry service,Air conditioning","Habu City West Bank, Luxor Egypt","Finding an ideal family-friendly hotel in Luxor does not have to be difficult. Welcome to Pharaohs Hotel & Restaurant, a nice option for travellers like you.While staying at Pharaohs Hotel & Restaurant, visitors can check out Avenue of Sphinxes (0.4 mi) and Luxor Sound and Light Show (0.9 mi), some of Luxor's top attractions.Guest rooms offer amenities such as air conditioning, and guests can go online with free wifi offered by the hotel.The property also features a lounge to make your visit even more pleasant.Luxor has plenty of cafes. So when you’re here, be sure to check out popular spots like Aboudi Coffee Break, Cafe Latte, and Oasis Cafe, which are serving up some great dishes.Plus, during your trip, don’t forget to check out some of the popular historic sites, such as Temple of Karnak, Valley of the Artisans (Deir el-Medina), and Howard Carter House.Pharaohs Hotel & Restaurant looks forward to welcoming you on your visit to Luxor."
Spring Hotel Luxor,4.5,EGP 906,",Free High Speed Internet (WiFi)","Ramla Street West Bank, Luxor 85111 Egypt",We had the most amazing stay! Ashraf was a fantastic host and hooked us up with some really great activities in the area for good prices. The location is perfect since the West Bank has the majority of the ancient ruins and is more quiet / relaxed than the east bank. The ferry boats are also right outside the door and are very affordable if you do ever want to go to the east bank for a day or night. Make sure to rent a bike from the hotel and cruise to the lesser known temples and tombs of the West Bank. It’s very safe and you can go at your own pace. Enjoy Luxor!
"Jolie Ville Hotel & Spa - Kings Island, Luxor",4.5,"EGP 3,053",",Free parking,Free internet,Pool,Fitness Centre with Gym / Workout Room,Free breakfast,Tennis court,Fishing,Kids club,Wifi,Pool / beach towels,Infinity pool,Adult pool,Outdoor pool,Heated pool,Fitness / spa changing rooms,Sauna,Restaurant,Swimup bar,Breakfast available,Breakfast buffet,Poolside bar,Table tennis,Free shuttle or taxi services,Airport transportation,Car hire,Taxi service,Business Centre with Internet Access,Conference facilities,Banquet room,Meeting rooms,Spa,Head massage,Massage,Salon,24-hour security,Baggage storage,Concierge,Currency exchange,Sun umbrellas,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Air conditioning,Private balcony,Room service,Safe,Minibar,Refrigerator,Flatscreen TV,Non-smoking rooms,Suites,Family rooms","Awameya Road Kings Island, Luxor 85834 Egypt","Nestled upon the private ""Kings Island"" in the Nile that covers 660,000 sqm, the resort truly is an oasis of peace and tranquility. The idyllic, landscaped hotel grounds are expansive and home to the two main buildings, bungalows and three enticing swimming pool areas. The historic sights of Luxor, located only 4 kilometres from the hotel, can be easily reached by complimentary shuttle buses. The island is connected to the mainland only by a bridge and is virtually free of charge. This makes the resort an ideal location for families with children. The resort has been renovated in 2010 and extended by 320 rooms and suites in 10 elegant bungalows, new restaurants, a pool of 2,800 sqm in size and a SPA with fitness centre (from early-sommer 2011)."
Fontana Luxor Hotel,3.5,EGP 295,",Free parking,Free High Speed Internet (WiFi),Free breakfast,Bicycle rental,Horseback riding,Pets Allowed ( Dog / Pet Friendly ),Shuttle bus service,Baggage storage,Secured parking,Wifi,Breakfast in the room,Bicycle tours,Walking tours,Car hire,Convenience store,Currency exchange,Shared kitchen,Shared lounge / TV area,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Room service,Safe","Radwan Street, Luxor Egypt","High standard of service, manager speaks English and French, 25 clean rooms with private bathroom, A/C and hot water 24 hours. Bicycles for rent. Free breakfast and free use of kitchen. Free internet. Shops and grocers close-by. Restaurants close by. Just 10 minutes walk from train station and Luxor Temple. Free pick-up service from train station to hotel."
Villa Sunrise,5.0,EGP 661,",Free High Speed Internet (WiFi),Restaurant,Children Activities (Kid / Family Friendly),Airport transportation,Air conditioning,Room service,Kitchenette","Ramla Street Gezirat Albairat, West Bank, Luxor 85111 Egypt","We were a group of three that came to Egypt for just a few days to see the country. Mohamed checked us in and really helped us out a lot with getting around Luxor. He was super helpful introducing us to the area, taking us along the Nile, and also figuring out taxi rides to get us to the airport to fly out. Really enjoyed getting to know him and his family as well. Highly recommend!"
Gite Hotel Gezira,5.0,"EGP 1,024",",Free parking,Free High Speed Internet (WiFi),Wifi,Pool,Free breakfast,Restaurant,Pets Allowed ( Dog / Pet Friendly ),Airport transportation,Shuttle bus service,Air conditioning,Kitchenette,Refrigerator,Suites,Family rooms,Smoking rooms available","Luxor Westbank, Luxor Egypt","Mohamed, Ragab and Farag offer 6 beautiful independent suites (large apartments) arranged in 2 beautiful villas (KV1 and KV2) contiguous and located on the west bank of the Nile in Luxor (100 m from the Ferry), 50 m from the Nile with view of the Luxor Temple (from the three furnished terraces) Come and discover this warm, small, family-friendly hotel with cook on site and cleaning service included."
Luxor Palace,4.5,EGP 525,",Children Activities (Kid / Family Friendly),Laundry service,Air conditioning,Kitchenette","west bank Gezirat Albairat, Luxor 85111 Egypt","We. called into the Luxor Palace for a drink. The drinks are very expensive, almost £20 for a small beer and a small wine. As a result one would expect great service. The drinks were placed on the table. We were provided with some nuts which had been overrated and tasted rather burnt. The staff could not wait to get rid of us it felt as the minute we put our glass down they removed it. This was not five star service but was five star pricing. We would have stayed longer and eaten lunch if the service had been better but it was very disappointing."
Gold Ibis Hotel,5.0,EGP 539,",Restaurant,Children Activities (Kid / Family Friendly),Executive lounge access,Laundry service,Air conditioning,Clothes rack,Wake-up service / alarm clock,Refrigerator,Bath / shower",Luxor 85951 Egypt,"If you’re looking for a small hotel in Luxor, look no further than Gold Ibis Hotel.Given the close proximity of popular landmarks, such as Avenue of Sphinxes (0.6 mi) and Temple of Karnak (2.0 mi), guests of Gold Ibis Hotel can easily experience some of Luxor's most well known attractions.Guest rooms offer air conditioning and a refrigerator.During your visit, be sure to check out a popular Luxor hotpot restaurant such as The Lantern Room Restaurant, which is a short distance from Gold Ibis Hotel.Best of all, Gold Ibis Hotel makes it easy to experience many great Luxor attractions like Luxor Temple, Temple of Hatshepsut at Deir el Bahari, and Obelisk of Thutmoses I, which are some popular monuments and statues.The staff at Gold Ibis Hotel looks forward to serving you during your upcoming visit."
Aracan Eatabe Luxor Hotel,4.0,"EGP 1,880",",Wifi,Pool,Free breakfast,Billiards,Kids pool,Airport transportation,Business Centre with Internet Access,Conference facilities,Pool / beach towels,Outdoor pool,Poolside bar,Restaurant,Breakfast buffet,Breakfast in the room,Taxi service,Banquet room,Meeting rooms,Baggage storage,Concierge,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service,Air conditioning,Private balcony,Room service,Safe,VIP room facilities,Flatscreen TV,Non-smoking rooms,Family rooms","Cornish El Nil, Luxor 99999 Egypt","Right in the centre of town, overlooking the Nile river, the Mercure Luxor is tucked away amidst shady gardens alongside a crescent moon shaped pool. Our spacious and naturally bright rooms, some of which have facilities for guests with limited mobility, all lookout over the Nile or the gardens. You will be in the perfect place for visiting the fabulous sites of Luxor and Karnak and can be sure of a wonderful holiday with a pleasant combination of leisure and exploration."
Nour El Gourna,4.0,EGP 931,",Wifi,Paid wifi,Restaurant,Airport transportation,Mosquito net,Dry cleaning,Laundry service,Air conditioning,Seating area,Telephone,Bath / shower","West Bank, Old Gourna, Luxor 85952 Egypt","After the chaos of Cairo, nour al gourna is a balm for the spirit. Quiet, excellent location for access to the sites in western Luxor, helpful staff, cute cats, good food, affordable.  Overall wonderful. I wish I didn't have to leave!"
Royal Apartments Luxor,3.5,EGP 544,,"West Bank, Gezirat Albai, Luxor Egypt","The flat and building is FANTASTIC, clean, well equiped, great WiFi (which is not always the case in Egypt), amazing comfort plus one of the best rooftop i've ever seen. Then, the location, in a really authentic neighbourhood, the West Bank have a great atmosphere, friendly people and really close from the touristy hub without the hassle of the big city. Last but not least, the host, Sayed, is an incredibly warm and kind person. We'll definitely come back and I advise everyone going West Bank to do so. Incredible value for what you get, we're never going to big resort but the standing was the same and even better ! Thanks Sayed for hosting us in your little piece of Heaven"
VIP Apartments Luxor,5.0,EGP 570,,"Ramla Street West Bank, Luxor 85111 Egypt","Osamas place is just excellent with beautiful view to the fields, palm trees and the nile. Perfectly located for trips to all sights around Luxor. We enjoyed our time very much and felt very welcomed. The house is modern and clean also possible to sit on big balcony and you can also use the really nice rooftop! Osama and the staff are always available to help if you need any information. We highly recommend this place and will come back!"
El Phardous Hotel,3.5,EGP 628,",Free public parking nearby,Free High Speed Internet (WiFi),Wifi,Outdoor pool,Free breakfast,Rooftop terrace,Gift shop,24-hour front desk,Restaurant,Sun terrace,Blackout curtains,Air conditioning,Housekeeping,Private balcony,Private bathrooms,Bath / shower,Mountain view,City view","Naga Al Qarna El Raogah Area, West Bank, Luxor 85111 Egypt","Everyone needs a place to lay their weary head. For travelers visiting Luxor, El Phardous Hotel is an excellent choice for rest and rejuvenation. Well-known for its proximity to great restaurants and attractions, El Phardous Hotel makes it easy to enjoy the best of Luxor. El Phardous Hotel offers guests an array of room amenities including air conditioning, and getting online is possible, as free wifi is available. The small hotel offers a 24 hour front desk and a sun terrace, to make your visit even more pleasant. The property also features an on-site restaurant and a free access to a near outdoor swimming pool (20 meters ) away. Guests arriving by vehicle have access to free public parking available nearby. While staying at El Phardous Hotel, visitors can check out Avenue of Sphinxes (1.3 mi) and Tomb of Shuroy (1.4 mi), some of Luxor's top attractions. Luxor is also known for some great monuments and statues, including Luxor Temple, Temple of Hatshepsut at Deir el Bahari, and Obelisk of Thutmoses I, which are not too far from El Phardous Hotel. El Phardous Hotel is sure to make your visit to Luxor one worth remembering."
Philippe Hotel,3.0,EGP 879,",Free public parking nearby,Free High Speed Internet (WiFi),Pool,Free breakfast,Hiking,Billiards,Children Activities (Kid / Family Friendly),Airport transportation,Wifi,Rooftop pool,Bar / lounge,Restaurant,Breakfast in the room,Snack bar,Shuttle bus service,Car hire,Business Centre with Internet Access,Meeting rooms,Massage,BBQ facilities,Baggage storage,Concierge,Non-smoking hotel,Shops,Sun terrace,ATM on site,24-hour front desk,Express check-in / check-out,Private check-in / check-out,Dry cleaning,Laundry service,Self-serve laundry,Ironing service,Allergy-free room,Air conditioning,Housekeeping,Room service,Safe,Non-smoking rooms","Dr Labib Habashy Street, Luxor Egypt","Philippe Hotel is an excellent choice for travellers visiting Luxor, offering many helpful amenities designed to enhance your stay.Free wifi is offered to guests, and rooms at Philippe Hotel offer air conditioning.During your stay, take advantage of some of the amenities offered, including 24 hour front desk, a concierge, and room service. Guests of Philippe Hotel are also welcome to enjoy a rooftop pool and free breakfast, located on site. For travellers arriving by car, there is free public parking available nearby.While staying at Philippe Hotel, visitors can check out Luxor Sound and Light Show (0.4 mi) and Avenue of Sphinxes (0.4 mi), some of Luxor's top attractions.If you like French restaurants, Philippe Hotel is conveniently located near 1886 Restaurant, Corniche Restaurant, and La Fleur.Looking to explore? Then look no further than Luxor Temple (0.5 mi) and Luxor Museum (0.1 mi), which are some popular Luxor attractions – all conveniently located within walking distance of the hotel.Enjoy your stay in Luxor!"
Sonesta St. George Hotel Luxor,4.5,"EGP 3,526",",Wifi,Pool,Fitness Centre with Gym / Workout Room,Free breakfast,Evening entertainment,Car hire,Business Centre with Internet Access,Conference facilities,Paid wifi,Pool / beach towels,Outdoor pool,Fitness / spa changing rooms,Bar / lounge,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Swimup bar,Poolside bar,Taxi service,Banquet room,Meeting rooms,Spa,Massage,Salon,Steam room,24-hour security,Baggage storage,Concierge,Currency exchange,Gift shop,Shops,Sun loungers / beach chairs,Sun umbrellas,ATM on site,Doorperson,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Air conditioning,Housekeeping,Private balcony,Room service,Safe,Minibar,Refrigerator,Flatscreen TV,VIP room facilities,Electric kettle,Bridal suite,Non-smoking rooms,Suites,Smoking rooms available","Corniche El Nile Street, Luxor Egypt","Five-star grandeur on the banks of the Nile awaits at the Sonesta St. George Hotel Luxor. In a city of ancient Pharaonic treasures, this 322-room Luxor, Egypt hotel redefines luxury in a contemporary style. Only minutes from the world-renowned historic sites, the hotel is an ideal setting. After touring, guests relax in the hotel's Key of Life Health Club. WE are currently initiating a cosmetic renovation for the hotel GYM & Spa facilities whereas; spa & gym facilities will be out of operation as of now until early June 2022 Dine in one of its restaurants or soak in the pool as they overlook the Nile. Free Wifi in the lobby . Also a happy hour every evening at Nobles Bar with a 15% discount from 7.00 pm to 8.00 pm"
Villa Bahri Luxor,5.0,EGP 984,",Children Activities (Kid / Family Friendly),Laundry service,Room service",Luxor 85111 Egypt,"Zeer Ruime flat , prachtige tuin, vriendelijke host … helpt u met alles . Kortbij bezienswaardigheden… en absolute troef is de rust die deze plaats uitstraalt.  De tuin en het zwembad zijn zalig . Aangename hoekjes overal in de tuin om te relaxen"
Villa Diletta Luxor,5.0,EGP 484,,"Ramla Street, West Bank, Luxor Egypt","This is an ideal location on the West Bank of Luxor. The one bedroom flat has a lovely garden and the flat has everything you might need including a hair dryer, salt, teabags, coffee sugar etc. The kitchen is well equipped for 2 people. Mohamed, the owner can't do enough to help you. I strongly recommend the Villa Dilletta and an added bonus is the Freedom cafe nearby which serves delicious Egyptian food at a reasonable price. Plus a well stocked Hamada supermarket next door to the cafe. A wonderful vacation, wish we could have spent more time there. "
Al Gezera Apartments,5.0,EGP 627,",Free public parking nearby,Free High Speed Internet (WiFi),Pool,Restaurant,Bicycle rental,Hiking,Airport transportation,Massage,Outdoor pool,Breakfast in the room,Horseback riding,Billiards,BBQ facilities,Baggage storage,Concierge,Sun terrace,Laundry service,Ironing service,Air conditioning,Room service,Family rooms","Gezira El Bairat West Bank, Luxor 99999 Egypt","We rented a 3 bedroom unit from Mahmoud and were very pleased with the unit. It had three completely separate bedrooms, two bathrooms, a very serviceable kitchen and a huge dining/sitting area. The views from the huge balcony and rooftop terrace were breath taking, as we looked directly at Hatshepsut Temple and the Valley of the Kings. We found the area very safe, but not over run with tourists, which added to our ""Egypt experience"". During the time we were there (4 days) Mahmoud and his staff left us wanting for nothing and they were of great assistance in helping us access the fantastic historical venues. We would...and will definitely be back again. Thanks again Mahmoud...we met your guests and left as your friends. We look forward to the next time."
Senmut Luxory Rooms,4.0,"EGP 1,061",",Free High Speed Internet (WiFi),Horseback riding,Shared lounge / TV area,Sun terrace,24-hour front desk,Air conditioning,Clothes rack,Wake-up service / alarm clock","Ramla Street West Bank, Luxor 1362243 Egypt","Finding an ideal romantic bed and breakfast in Luxor does not have to be difficult. Welcome to Senmut Luxor B&B, a nice option for travellers like you.Guest rooms offer air conditioning, and Senmut Luxor B&B makes getting online easy as free wifi is available.You can also take advantage of some of the amenities offered by the bed and breakfast, including 24 hour front desk and a sun terrace.While staying at Senmut Luxor B&B, visitors can check out Luxor Temple (1.3 mi) and Avenue of Sphinxes (1.3 mi), some of Luxor's top attractions.If you’re looking for an Asian restaurant, consider a visit to Kam Thai Takeaway or YuShanFang Royal Chinese Restaurant, which are all conveniently located a short distance from Senmut Luxor B&B.If you’re looking for something to do, ACE- Animal Care in Egypt (0.4 mi) is a nice way to spend some time, and it is within walking distance of Senmut Luxor B&B.Senmut Luxor B&B puts the best of Luxor at your fingertips, making your stay both relaxing and enjoyable."
New Windsor Hotel,2.5,EGP 534,",Free public parking nearby,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Bar / lounge,Billiards,Table tennis,Children Activities (Kid / Family Friendly),Street parking,Public wifi,Hot bath,Outdoor pool,Sauna,Restaurant,Meeting rooms,Massage,Baggage storage,Currency exchange,Gift shop,Non-smoking hotel,Shops,24-hour front desk,Ironing service,Air conditioning,Room service,Safe,Minibar,Flatscreen TV,Non-smoking rooms,Family rooms","Nefertiti Street, Luxor Egypt","If you’re looking for a hotel in Luxor, look no further than New Windsor Hotel.For those interested in checking out popular landmarks while visiting Luxor, New Windsor Hotel is located a short distance from Avenue of Sphinxes (0.4 mi) and Luxor Sound and Light Show (0.4 mi).Rooms at New Windsor Hotel offer a flat screen TV, air conditioning, and a minibar providing exceptional comfort and convenience, and guests can go online with free wifi.24 hour front desk, room service, and baggage storage are some of the conveniences offered at this hotel. A pool and a lounge will also help to make your stay even more special. If you are driving to New Windsor Hotel, street parking is available.While you’re here, be sure to check out some of the cafes, including Aboudi Coffee Break, Oasis Cafe, and Cafe Latte, all of which are a short distance from New Windsor Hotel.If you’re looking for things to do, you can check out Luxor Temple (0.5 mi) or Luxor Museum (0.2 mi), which are popular attractions amongst tourists, and they are all within walking distance.The staff at New Windsor Hotel looks forward to serving you during your upcoming visit."
Pyramisa Hotel Luxor,3.5,"EGP 1,033",",Free High Speed Internet (WiFi),Pool,Free breakfast,Banquet room,Meeting rooms,24-hour check-in,24-hour front desk,Dry cleaning,Wifi,Outdoor pool,Bar / lounge,Restaurant,Breakfast buffet,Poolside bar,Express check-in / check-out,Laundry service,Blackout curtains,Air conditioning,Desk,Housekeeping,Private balcony,Electric kettle,Flatscreen TV,Hair dryer,Room service,Safe,Telephone,Bottled water,Pool view,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","Khaled Ibn El Walid St, Luxor Egypt","The biggest 4 star hotel directly on the Nile in the heart of Luxor. Most of the large 350 rooms and 100 family suites enjoy panoramic views of the Nile, gardens and 2 large swimming pools. In addition to a heated swimming-pool, resort facilities include Italian, Chinese and oriental restaurants, bar, lounge, children playground and a gym."
Full Moon House,4.5,EGP 638,",Self-serve laundry,Air conditioning,Refrigerator","El Ramla, Luxor West Bank, Luxor Close To The Ferry, Luxor 85958 Egypt","The property offers a total of five beautiful apartments with views of the Nile and the temple of Luxor or the mountains. All apartments have modern facilities, are air-conditioned and have a balcony or terrace. You are welcome to contact the accommodation if you have any special requests or if you would like to book a breakfast."
Dream Island Hotel,5.0,EGP 858,",Free parking,Free High Speed Internet (WiFi),Pool,Free breakfast,Beach,Children Activities (Kid / Family Friendly),Airport transportation,Business Centre with Internet Access,Wifi,Bar / lounge,Restaurant,Shuttle bus service,Room service,Kitchenette,Suites","El DJORF West Bank of Luxor, Luxor 25000 Egypt","Located in Luxor, 5 km from Colossi of Memnon, DREAM ISLAND provides accommodations with a restaurant, free private parking, a bar and a garden. Featuring family rooms, this property also provides guests with a terrace. The property has a 24-hour front desk, room service and currency exchange for guests. All guest rooms features air conditioning, a flat-screen TV with satellite channels, a frid"
Hotel Amenophis,4.0,EGP 942,",Free parking,Restaurant,Air conditioning,Room service","Medinet Habou West Bank, Luxor 85511 Egypt","Looking for a place to stay in Luxor? Then look no further than Hotel Amenophis, a charming small hotel that brings the best of Luxor to your doorstep.As your “home away from home,” the small hotel rooms offer air conditioning.Guests have access to room service while staying at Hotel Amenophis. In addition, Hotel Amenophis offers an on-site restaurant, which will help make your Luxor trip additionally gratifying. And, as an added convenience, there is free parking available to guests.While staying at Hotel Amenophis, visitors can check out Valley of the Kings (1.5 mi) and Tomb of Ramses VI (1.5 mi), some of Luxor's top attractions.If you’re looking for an Italian restaurant, consider a visit to Pizza Roma-it or SunRise Bar & Restaurant, which are all conveniently located a short distance from Hotel Amenophis.During your visit, be sure to check out popular attractions like Temple of Medinat Habu (0.2 mi), Valley of the Artisans (Deir el-Medina) (0.7 mi), and Ramesseum (Mortuary Temple of Ramses II) (1.0 mi), which are all within walking distance of the small hotel.We’re sure you’ll enjoy your stay at Hotel Amenophis as you experience everything Luxor has to offer."
Nile Sunrise Flats,4.5,EGP 752,,"Luxor West Bank Ramla, Luxor 85952 Egypt","Just got home from a weeks stay at Nile Sunrise Flats, Luxor.  The apartment was absolutely spotless. Bed linen and towels immaculately clean.  The roof terrace offers the most stunning views of Luxor and the Nile.    Staff were professional and helpful and could not do enough for us.  The owner, Elnouby and his Brother Taha, went above and beyond to make our stay an incredible experience. They also were most helpful arranging tours at the most competitive rates; and even advised where to shop at the best price.  We shall definitely be back later this year and will have no hesitation booking this apartment again."
Farida Apartments,5.0,EGP 554,",Free parking,Free High Speed Internet (WiFi),Breakfast available,Pets Allowed ( Dog / Pet Friendly ),Airport transportation,Concierge,Dry cleaning,Laundry service,Wifi,Self-serve laundry,Air conditioning,Kitchenette,Minibar,Refrigerator,Suites,Family rooms","West bank - Gezirat Albairat Beside El Fayrouz hotel, Luxor Egypt","Located in Luxor, Farida apartment features free WiFi and balcony with river and mountain view. This self-catering accommodations is 0.9 mi from Luxor Museum and I mi from Luxor Train Station The apartment is surrounded by lush green gardens. The living room comes with a sofa and a flat-screen TV. Air conditioning is also available. The kitchen is fitted with a microwave, a tea/coffee maker and a refrigerator Activities in the surrounding area include cycling, hiking or a simple relaxing picnic. The property offers free parking Colossi of Memnon is 1.2 mi from Farida apartment and Medinet Habu Temple is 2.I mi away."
Iberotel Luxor,4.0,"EGP 1,860",",Free internet,Outdoor pool,Bar / lounge,Airport transportation,Business Centre with Internet Access,Banquet room,Baggage storage,Concierge,Public wifi,Paid internet,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Swimup bar,Poolside bar,Taxi service,Sun loungers / beach chairs,Sun terrace,Sun umbrellas,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Air conditioning,Housekeeping,Private balcony,Room service,Safe,Telephone,Minibar,Cable / satellite TV,VIP room facilities,Wake-up service / alarm clock,Non-smoking rooms","Khaled Ibn El Walid Street, Luxor Egypt","Iberotel Luxor has an excellent location direclty overlooking the banks of the Nile & is ideal for romantic getaways, honeymoons or those fascinated by the marvels and mysteries of ancient Egypt. Centrally located in Luxor, it's just ten minutes walking from the Temple of Luxor. This four-star property offers spectacular views of the river, the west bank & the distant hills of Thebes from its rooms & from the verdant garden terrace. Near the hotel, the ferry crossing to the west bank will allow you to visit the Valley of the Kings, Valley of the Queens, Hatshepsut Temple and the Memnon Colossus while the Temple of Karnak is just three km away. The hotel is the winner of Tripadvisor Certificate of Excellence for 2012 & 2011, the winner of E-cristal certificate for 2012,Iso -14001 for 2012, Travelife Gold Award winner for 2011 & 2010 & the Cristal Certificate of Excellence 2010."
Nile View Hotel,5.0,"EGP 1,230",",Outdoor pool,Restaurant,Children Activities (Kid / Family Friendly),Laundry service,Room service","West Bank, Al Jarf, Luxor 85111 Egypt","Magnifique résidence, avec des studios spacieux et très propre. Le personnel est très accueillant et au petit soin avec nous. L'emplacement est idéal pour se ressourcer au cœur du vieux village, avec une magnifique vue sur le nil. A promoxité de tout les sites touristiques mais situé dans une petite paisible. La piscine est superbe avec également une magnifique vue sur le nil. Merci à toute l'équipe pour se moment passé à vos côtés."
Villa Dream,4.0,EGP 812,,"Ramla WestBank, Luxor 85952 Egypt","Séjour agréable dans ce logement bien situé sur la rive ouest de Louxor.  Hôte très sympathique et disponible.  Petit déjeuner moyen par contre et quelques petits désagréments sans trop de conséquences. Dans l’ensemble, le tout est correct."
Goubli Apartments Luxor,4.5,EGP 860,",Free public parking nearby,Free High Speed Internet (WiFi),Pool,Restaurant,Bicycle rental,Horseback riding,Airport transportation,BBQ facilities,Outdoor pool,Breakfast in the room,Special diet menus,Vending machine,Fishing,Concierge,Sun terrace,Ironing service,Air conditioning,Family rooms","West Bank, Luxor 99999 Egypt","If you’re looking for a charming guest house in Luxor, look no further than Goubli Apartments Luxor.Given the close proximity of popular landmarks, such as Luxor Temple (1.3 mi) and Avenue of Sphinxes (1.3 mi), guests of Goubli Apartments Luxor can easily experience some of Luxor's most well known attractions.The rooms offer air conditioning, and getting online is possible, as free wifi is available, allowing you to rest and refresh with ease.Goubli Apartments Luxor features a concierge and a sun terrace. In addition, as a valued Goubli Apartments Luxor guest, you can enjoy a pool and an on-site restaurant that are available on-site. Guests arriving by vehicle have access to free public parking available nearby.While in Luxor be sure to experience local falafel favourites at Al-Sahaby Lane Restaurant, Snack Time, or El Zaeem Restaurant.If you are interested in exploring Luxor, check out one of the history museums, such as Luxor Museum and Karnak Open Air Museum.The staff at Goubli Apartments Luxor looks forward to serving you during your upcoming visit."
Nubian Eco-Village Villa,4.0,EGP 954,,"West Bank, Luxor Egypt",Très bel endroit décoré à la façon nubienne avec beaucoup de couleurs. La chambre est spacieuse et très confortable par rapport à ce que nous avons vu en Egypte. Aucun soucis de propreté. Mahmoud est toujours prêt à rendre service et est en train d'aménager un magnifique jardin fleuri pour égayer l'endroit. Prix raisonnable. Un séjour de rêve. Vue du balcon sur la montagne de Thèbes éclairée par le soleil le matin.  Nous recommandons sans réserve.
Karnak Hotel Luxor,,EGP 689,",Hot bath,Bar / lounge,Restaurant,Children Activities (Kid / Family Friendly),Laundry service","Karnak Temple Road, Luxor 0020 Egypt",
Aracan Eatabe Luxor Hotel,4.0,"EGP 1,880",",Wifi,Pool,Free breakfast,Billiards,Kids pool,Airport transportation,Business Centre with Internet Access,Conference facilities,Pool / beach towels,Outdoor pool,Poolside bar,Restaurant,Breakfast buffet,Breakfast in the room,Taxi service,Banquet room,Meeting rooms,Baggage storage,Concierge,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service,Air conditioning,Private balcony,Room service,Safe,VIP room facilities,Flatscreen TV,Non-smoking rooms,Family rooms","Cornish El Nil, Luxor 99999 Egypt","Right in the centre of town, overlooking the Nile river, the Mercure Luxor is tucked away amidst shady gardens alongside a crescent moon shaped pool. Our spacious and naturally bright rooms, some of which have facilities for guests with limited mobility, all lookout over the Nile or the gardens. You will be in the perfect place for visiting the fabulous sites of Luxor and Karnak and can be sure of a wonderful holiday with a pleasant combination of leisure and exploration."
Sunny Luxor,,EGP 366,,"Ramla, West Bank, Luxor 85111 Egypt",
Pharaonic Rose,,EGP 471,,"Medinat Habu, Luxor 85111 Egypt",
Nile Paradise Apartments,1.0,EGP 578,",Air conditioning,Clothes rack","West Bank, Luxor 85111 Egypt",Hi  I beg people avoid this place I booked in after paying 180 Uk pounds. I wasn’t there 3 hours and was robbed of 300 pounds sterling they have no safe I’m pretty sure it was the owner himself or the one worker he had there evil evil man beware next door Nile castle he owns to. Please be aware
Ramsess Hostel,,EGP 635,,"West Bank, Luxor Egypt",
Shahrazad Palace,,EGP 510,,"Luxor - West Bank - Ramla Street, Luxor 85111 Egypt",
Roma Hotel Luxor,,EGP 664,,"Ramla Street West Bank, El Bairat, Luxor 85958 Egypt",
Orient Star Hotel,,EGP 753,,Luxor Egypt,
Luxor Temple View,,EGP 590,,"Ramla Street, Luxor 85111 Egypt",
Luxor Star Apartments,,EGP 628,,"West Bank, Al Ramla Street, Luxor 85111 Egypt",
Luxor Legend Apartments,,EGP 501,,"Ramla Street, Luxor 85111 Egypt",
Luxor Palace,4.5,EGP 525,",Children Activities (Kid / Family Friendly),Laundry service,Air conditioning,Kitchenette","west bank Gezirat Albairat, Luxor 85111 Egypt","We. called into the Luxor Palace for a drink. The drinks are very expensive, almost £20 for a small beer and a small wine. As a result one would expect great service. The drinks were placed on the table. We were provided with some nuts which had been overrated and tasted rather burnt. The staff could not wait to get rid of us it felt as the minute we put our glass down they removed it. This was not five star service but was five star pricing. We would have stayed longer and eaten lunch if the service had been better but it was very disappointing."
New Modern Flats,,EGP 982,,"Alabairat, Ramla Street, Luxor 85111 Egypt",
Dream House Apartments Luxor,,EGP 798,,"Al Gawazat Street off Khaled Ibn El Walid Street Opposite to Isis Hotel, East Bank, Luxor Egypt",
El Nakhil Hotel,,EGP 860,,,
Blue Sky Apartments,,EGP 765,,"Ramla Street, Gezirat Albairat, Luxor 85111 Egypt",
Moon Valley Apartments,,EGP 573,",Children Activities (Kid / Family Friendly),Laundry service","Luxor West Bank Albairat, Luxor 85111 Egypt",
Hermina Guest House,,EGP 706,,"Ramla Street, West Bank, Luxor 85111 Egypt",
Fayrouz Apartmernts,,"EGP 1,007",,"East Bank, Al Fayrouz, Etemad Street, Luxor 85111 Egypt",
New Saint Catherine Hotel,,EGP 458,,,
Blue House,,EGP 917,,"Ramla Street, Luxor 85111 Egypt",
