name,ratings,prices,aminities,location,description,City
Pyramids Gem Plaza,5.0,"EGP 3,012","Non-smoking rooms,City view,Bath / shower,Extra long beds,Flatscreen TV,Microwave,Dishwasher,Coffee / tea maker,Private bathrooms,Air conditioning,24-hour front desk,First aid kit,Non-smoking hotel,24-hour security,Rooftop terrace,Free High Speed Internet (WiFi),","4 Rawadat El Ahram Street, Al Remaya, Giza 19999 Egypt","Situated in Cairo, 2.4 km from Giza Pyramids and 3.4 km from Great Sphinx, Pyramids GEM Plaza features accommodation with free WiFi, air conditioning, a shared lounge and a terrace. All units come with a seating area, a sofa, a flat-screen TV with satellite channels and a fully equipped kitchen with a dining area. A microwave, a fridge and oven are also available, as well as a kettle.",Giza
Royal Pyramids Hotel,3.0,EGP 629,"Family rooms,Non-smoking rooms,Refrigerator,Minibar,Room service,Dry cleaning,Non-smoking hotel,Meeting rooms,Restaurant,Wifi,","85 King Faisal Street, Giza 42111 Egypt","The Hotel has 80 luxurious rooms and an outstanding Terrace with all kinds of Food and Beverages served. We are located near the Pyramids which can take only 5 minutes to reach them. Our main aim is to serve our guest at the highest level of satisfaction, and this is fulfilled by our experienced staff. Then we come to be Unique, in all the Pyramids area, in the way we designed our rooms. The rooms were mainly designed to more suite Families or even just a Couple; for their interior wide space in rooms, bathrooms, and even the reception. We also serve various kind of delicious meals in a unique and professional way to satisfy our guests which will surely make them come again. Middle East Hotel Welcomes any Guest of any Nationality.",Giza
Pyramids Empire Inn,4.5,EGP 315,"Smoking rooms available,Family rooms,Non-smoking rooms,Landmark view,Mountain view,Refrigerator,Minibar,Wake-up service / alarm clock,Tile / marble floor,Private bathrooms,Bottled water,Seating area,Room service,Bath / shower,Extra long beds,Cable / satellite TV,Coffee / tea maker,Housekeeping,Air conditioning,Air purifier,Blackout curtains,Ironing service,Self-serve laundry,Laundry service,Dry cleaning,Express check-in / check-out,24-hour front desk,24-hour check-in,Umbrella,Doorperson,Sun terrace,Sun deck,Shared bathroom,Picnic area,Outdoor furniture,Outdoor fireplace,Currency exchange,Concierge,Chapel / shrine,Baggage storage,BBQ facilities,24-hour security,Rooftop terrace,Meeting rooms,Conference facilities,Taxi service,Car hire,Airport transportation,Pets Allowed ( Dog / Pet Friendly ),Children Activities (Kid / Family Friendly),Indoor play area for children,Snack bar,Outdoor dining area,Kids' meals,Kid-friendly buffet,Complimentary welcome drink,Complimentary tea,Breakfast in the room,Breakfast available,Rooftop bar,Restaurant,Children's television networks,Kids stay free,Walking tours,Horseback riding,Free breakfast,Hot bath,Free High Speed Internet (WiFi),Free parking,","Zawya Abou Muslim, Mansuriya Road Near to Sultan Mosque, Giza 12841 Egypt","I had a triple room with private shower. There was a tv table and a couple of chairs. Bathroom had a hot water heater. But our mini fridge is stocked with water and chocolate bars consumable at a minimum charge. So for me it was complete with everything I needed. You wouldn’t think that this place is just minutes away from the Giza pyramids. Either by horse or car it’s right there practically. Yes it’s so tranquil, away from city noise especially with the horses. They’re so serene and calming. So it’s the perfect place if u want something quiet and secluded almost felt like a retreat house yet very close to the desert and pyramids.   Staff is most attentive starting with Ali who always let me know that I can call him anytime. He’s there 24/7 unless he’s out on an errand. Sharif was very helpful with my sunrise ride in Giza desert and in teaching me some Arabic. Owners are very personable and hospitable. They serve a delicious Turkish coffee at a minimum charge. Ahmed their stable boy has a beautiful smile. I luv what I call the community room. People gathered there to talk or watch tv including the owners. When I stayed there, a couple of other female guests and I would meet  either here or right beside it where they had a couple of outdoor wooden couches by the corral.   Note that internet is weak, towels are smaller and breakfast is very simple but at least they are provided. Some places in Giza charge for towels (eg Draz etc). You have a choice between a room with a private shower and toilet or use the shared facilities. Be sure to turn on the heater before u shower or water will be a tad cold.   Luved the rooftop terrace. It is spacious. There is a beautiful view from there both at day and night. You can eat there, just enjoy the view out pray whatever u want. Waking up with horses onsite was a welcome experience for me. I’d luv to stay here again if I had the opportunity to return to Cairo. Thank u pyramids empire inn!…",Giza
Golden Pyramids Inn,4.0,"EGP 1,116","Bottled water,Safe,Sun terrace,Free High Speed Internet (WiFi),Free private parking nearby,","7 Abu Elhol Syahi St., Giza 12557 Egypt","This is a budget b&b hotel and you should not expect, whistles, bells, etc. There are many stairs and no lift. It is super situated for not only a great view of the pyramids from the roof terrace, access to the Sphynx and pyramids is almost across the road. WiFi - can be iffy. The staff are helpful and friendly. This hotel would have had a higher star rating, based on above, but one feature ruined the stay and star rating! I don't know how many rooms have interconnecting doors, but ours did. Room 101 has a locked inter-connecting door with room 102. You can hear everything in room 102 that goes on, including zipping of suitcases, very loudly and clearly.  Obviously this works both ways. Whilst the hotel cannot in any way be responsible for selfish, unthinking, self opinionated a*****s that book a room; they are responsible for the interconnecting doors. These doors should be replaced with a proper sound insulated wall. Having d****s knocking on doors, talking loudly both in their room and in corridors, laughing, unzipping suitcases, and anything else they do in the early hours can be clearly heard through interconnecting doors. We had a very poor experience in this department and had disturbed sleep every night. This has damaged the star rating.…",Giza
The Lotus Guest House,5.0,EGP 896,,"5 Abd El-Aaty Street, Giza 12155 Egypt","We had a perfect stay here with my wife. Franco, the owner, is a veey easygoing man, very flexible, he has a lot of good offers and tours and he doesnt push you to do anything.  We felt very comfortable here and we will repeat in the future!!  Thank you all!!",Giza
Jana Pyramids View Inn,5.0,EGP 377,,"15 Sharie Abw Fayid Nazalah Alsamaan Amam Kubri Eafifi Mahatah Misheal Alharam, Giza 12557 Egypt","Excellent location, just 5 minutes from the pyramid in a clean room, with delicious breakfast and a roof terrace with views over the Pyramids. The family are lovely and I would highly recommend. We have spent almost 2 months travelling in Egypt and this is by far the best place we've stayed (super comfy mattresses!).",Giza
Holidays Express Hotel,3.0,"EGP 1,282","Smoking rooms available,Suites,Non-smoking rooms,City view,Complimentary toiletries,Flatscreen TV,Electric kettle,Wake-up service / alarm clock,Private bathrooms,Wardrobe / wardrobe,Telephone,Seating area,Safe,Room service,Bath / shower,Cable / satellite TV,Minibar,Interconnected rooms available,Housekeeping,Desk,Air conditioning,Bathrobes,Laundry service,Dry cleaning,Express check-in / check-out,24-hour front desk,24-hour check-in,Shops,Concierge,Baggage storage,Meeting rooms,Banquet room,Car hire,Breakfast buffet,Breakfast available,Paid wifi,Wifi,24-hour security,Spa,Conference facilities,Business Centre with Internet Access,Airport transportation,Restaurant,Fitness Centre with Gym / Workout Room,Free internet,","2 Gamaat El Dowal El Arabia Street Sphinx Square, Mohandessin, Giza 11511 Egypt","Offering comfortable and spacious guest rooms, Holidays Express Hotel is well situated in Cairo’s cosmopolitan district of Mohandessin, within walking distance from excellent restaurants and shops. Choose from a variety of rooms and suites at Holidays Express Hotel to suit your needs. Each one is well-presented and features satellite TV and air conditioning. Enjoy international and Oriental cuisine at Holidays Express Hotel’s restaurant or grab a quick bite to eat at the cosy café. Keep up with your health routine at the well-equipped fitness center and afterwards, enjoy a sauna and a massage. There are plenty of restaurants and shops nearby and Holidays Express Hotel is well-connected to the rest of Cairo with good public transport links. We speak your language!",Giza
Sunshine Pyramids View,4.0,"EGP 1,168","Housekeeping,Children Activities (Kid / Family Friendly),Restaurant,","Nazlet El Semman Gamal Abd El Nasr St Al Haram, Giza 12511 Egypt","Sunshine Pyramids View hotel has the most spectacular view of the pyramids you could ask for! The manager of the hotel, Mohammed El-Komaty, is a super manager and very handsome young man. The hotel is very very clean, well appointed, and very private. You can’t beat the price and it includes breakfast! I would much rather stay here for $20 a night instead of five star hotels which run around $200 plus a night!    I have lived in Egypt for seven years now, but I always come from Luxor where I live, and stay here just to be with my old friends because I used to live here 10 years. The people here are like family. When I came this time, they had fresh fruit and  candy bars because they know I love chocolate, as well as my own private tea and coffee maker for the room. I am a writer so it’s important for me to have a quiet place in which to dream.  Right outside my door is a small patio where I sit, with table and chairs, surrounded by lovely little plants and wonderful little birds who live in the air conditioning unit above me. They sing every morning.  I love them. They are used to me now. I feed them bread and give them water.   Upstairs is a spectacular porch overlooking the three pyramids and great sphinx. This is where you go to have your breakfast or you can have your dinner up there. You can watch the sound and light show and admire the beauty in front of you.  The beautiful thing is, you walk downstairs and out your door and you were right by the Great Sphinx. No need to take a taxi! You can go in from that direction and walk all around the Giza plateau. Also, there is a lovely little market where I buy all my supplies for staying here for up to a month.. Around the corner is a lovely fruit stand where you can buy fresh fruit daily. There is also a pharmacy and numerous gift shops.   This time, I stayed for two weeks and it cost me the same amount as one night at a five star hotel! What is lovely is if you call Mohammed for something he will bring it. I needed a charger. He brought one for me to borrow until I go back home. All of that in five seconds too. If you need a car to the airport or need a car driver he’s on it. He also had a driver waiting for me when I arrived at the airport with a sign from the hotel. That was a wonderful service!  One of the things I love about this little hotel as it is out of the way. It’s very very quiet. The only thing is, you have to climb a few stairs, ( he’s hoping to get an elevator put in soon. )!However, I look at it is a form of exercise! I am 75 years old!  I just take my time going up the stairs!  Also, there are no stupid security checks like at the hotel, where you have to wait to be checked every time you go in. And best of all, you really do get to meet the people of Egypt. You find them to be the warmest and most beautiful people! You make lifelong friends here in the Village.  There are stables downstairs as well as carriages within walking distance. You can rent a horse or a carriage and see the whole place. I saved so much money on hotel and taxis I could afford to rent a private driver for a week!  So, when you visit Sunshine Pyramids Hotel, tell Hotel, tell them that KHADIJA❤️🙏 sent you!…",Giza
Hor Moheb Hotel,3.0,EGP 927,"Suites,Non-smoking rooms,Flatscreen TV,Minibar,Safe,Room service,Air conditioning,Laundry service,24-hour front desk,Shops,Non-smoking hotel,Concierge,Restaurant,Bar / lounge,Sauna,Outdoor pool,Paid internet,Wifi,Baggage storage,Salon,Airport transportation,Free breakfast,Fitness Centre with Gym / Workout Room,Pool,Free High Speed Internet (WiFi),Paid public parking nearby,","429 Pyramids Road, Giza Egypt","our hotel published since 1996 it is near from pyramids and giza square we have 110 room , swimming pool, bar , restaurant , discotic , Night Club ,Wedding Hall and the meetings , health club ( sauna , masseage ) room service and what all you need you will find in our hotel",Giza
Comfort Pyramids Inn,2.5,"EGP 1,526","Bath / shower,Air conditioning,","EMRO Al Kais, Giza 12557 Egypt",Have just had 3 great nights staying at comfort pyramids inn. Staff from reception and kitchen were all very helpful and bent over backwards to help especially Mia and Gooda. They sorted out all our guides and transport and made our trip easy. Many thanks. ,Giza
Tiba Pyramids Hotel,2.5,EGP 960,"Family rooms,Suites,Non-smoking rooms,Landmark view,Hair dryer,Flatscreen TV,Kitchenware,Refrigerator,Clothes rack,Wardrobe / wardrobe,Telephone,Sofa,Seating area,Room service,Bidet,Extra long beds,Cable / satellite TV,Minibar,Housekeeping,Desk,Air conditioning,Blackout curtains,Shoeshine,Ironing service,Laundry service,Dry cleaning,Express check-in / check-out,24-hour front desk,24-hour check-in,ATM on site,Shops,Shared lounge / TV area,Non-smoking hotel,Currency exchange,Concierge,24-hour security,Rooftop terrace,Steam room,Neck massage,Massage,Hot spring bath,Head massage,Hand massage,Hammam,Full body massage,Body wrap,Spa,Meeting rooms,Conference facilities,Business Centre with Internet Access,Taxi service,Car hire,Outdoor dining area,Complimentary welcome drink,Breakfast in the room,Breakfast buffet,Breakfast available,Rooftop bar,Restaurant,Sauna,Personal trainer,Fitness classes,Wifi,Airport transportation,Children's television networks,Walking tours,Evening entertainment,Coffee shop,Fitness / spa changing rooms,Free High Speed Internet (WiFi),Free parking,","33 Pyramids Road, Giza Egypt","Everyone needs a place to lay their weary head. For travellers visiting Cairo, Tiba Pyramids Hotel is an excellent choice for rest and rejuvenation. Well-known for its budget friendly environment and proximity to great restaurants and attractions, Tiba Pyramids Hotel makes it easy to enjoy the best of Cairo.Rooms at Tiba Pyramids Hotel offer a refrigerator, a minibar, and air conditioning providing exceptional comfort and convenience, and guests can go online with free wifi.A concierge and room service are some of the conveniences offered at this hotel. An on-site restaurant will also help to make your stay even more special. If you are driving to Tiba Pyramids Hotel, free parking is available.Pyramid of Unas (1.9 mi), located nearby, makes Tiba Pyramids Hotel a great place to stay for those interested in visiting this popular Cairo landmark.If you're looking for a place to eat, Mermaid Restaurant (1.0 mi) is a popular option that is within walking distance of Tiba Pyramids Hotel.Should time allow, Keops Pyramid is a popular attraction that is within walking distance.Whether you’re travelling for business, pleasure or both, Tiba Pyramids Hotel is sure to make your visit to Cairo one worth remembering.",Giza
Hyatt Regency Cairo West,5.0,"EGP 5,932","Smoking rooms available,Suites,Non-smoking rooms,Pool view,Private bathrooms,Iron,Wardrobe / wardrobe,Telephone,Electric kettle,Safe,Room service,Interconnected rooms available,Housekeeping,Air conditioning,Soundproof rooms,Allergy-free room,Ironing service,Laundry service,Dry cleaning,24-hour front desk,24-hour check-in,Doorperson,ATM on site,Shared lounge / TV area,Currency exchange,Concierge,Baggage storage,24-hour security,Massage,Spa,Meeting rooms,Banquet room,Airport transportation,Kids pool,Kids club,Children Activities (Kid / Family Friendly),Indoor play area for children,Wine / champagne,Outdoor dining area,Complimentary Instant Coffee,Breakfast buffet,Breakfast available,Restaurant,Sauna,Babysitting,Kids stay free,Billiards,Bar / lounge,Fitness Centre with Gym / Workout Room,Pool,Free High Speed Internet (WiFi),Paid private parking on-site,","KM 22 Cairo-Alexandria Desert RD Pyramids Heights Business Park, Giza 8655 Egypt","Perfect hotel, Lovely place, Healthy food. #1 hotel for me  Pool with heated water  Huge room in terms of space Hygiene and very clean Variety on everything food, drink, music  Really from my side, it’s hotel # 1 on Giza region ",Giza
Pyramids Guest House,5.0,EGP 855,"Non-smoking rooms,Housekeeping,Air conditioning,Sun terrace,Rooftop terrace,Airport transportation,Outdoor dining area,Breakfast available,Wifi,Free High Speed Internet (WiFi),Street parking,","Level 6, 7 Al Ikhlas Tower King Faisal Street, Giza 12556 Egypt",PYRAMIDS GUEST HOUSE is located at the valley of the local community while facing to the magnificent view of pyramids. This strategic location provide only 200 metres walking distance to the entrance of the Pyramids compound and at the same time have a local taste of Egyptian hospitality.,Giza
Pyramids Loft,4.5,EGP 734,"Family rooms,Non-smoking rooms,Kitchenette,Air conditioning,Currency exchange,Laundry service,Concierge,Baggage storage,Rooftop terrace,Airport transportation,Children Activities (Kid / Family Friendly),Wifi,Free High Speed Internet (WiFi),","3 Sound&Light Avenue Giza, Giza 12111 Egypt","The Space The Pyramids Loft is a four apartment house with a breathtaking pyramid view; the best in town! We have it fixed with a barbecue and cushions on the shared rooftop. -The rooms for rent are spacious, furnished, clean, and safe. -The price is per room per night in one of the apartments which all have four bedrooms. The apartments all have shared living rooms furnished with a sitting area, a table, and cable TV. -There is wireless internet access in the whole building. Guest Access We have a wonderful terrace with a small garden and a breathtaking view. Enjoy sunbathing on the rooftop or try any of our other activities at your leisure, we do yoga, singing, and the rooftop is even equipped with a BBQ grill. Interaction with Guests Living at the foot of pyramids is a unique experience and we love to share it! We love meeting new people, sharing experiences and ideas. We will help you and make sure everyone is feeling at home. The Neighborhood - The idyllic village of Nezlet Semman, also known as living-right-at-the-foot-of-the-pyramids! - It's a simple area attached to the ultimate tourist attraction in World. - People are super friendly and welcoming, sometimes you don't believe it. - The area is away from downtown, but you will have no difficulty finding everything you need nearby. - There are supermarkets open 24/7, souvenir shops, swimming pools, cafes and restaurants, and even a golf course right at the foot of the pyramids. Getting Around - If you want to go downtown, the transportation is efficient and very cheap, costing no more than 50 cents for public transportation, or for your peace of mind you can ride a taxi for 5 USD! A few extras can be arranged: - Pick up from/to airport 25 USD - From Giza train station 10 USD - A coach for day tour 40 USD - A tour guide 40 USD Other Things to Note Feel free to enquire about any excursions, we will be available for assistance and advice.",Giza
Mena Inn Pyramids,4.0,"EGP 1,817","Smoking rooms available,Family rooms,Non-smoking rooms,Refrigerator,Private balcony,Air conditioning,Rooftop terrace,Children Activities (Kid / Family Friendly),Wifi,Free High Speed Internet (WiFi),","Abou al Hool al Seiahi Pyramids, Giza 12557 Egypt","Welcome to Mena Inn Pyramids, your Giza “home away from home.” Mena Inn Pyramids aims to make your visit as relaxing and enjoyable as possible, which is why so many guests continue to come back year after year.Given the close proximity to Meidum Pyramid (0.5 mi), guests of Mena Inn Pyramids can easily experience one of Giza's most popular landmarks.The rooms offer air conditioning and a refrigerator, and getting online is possible, as free wifi is available, allowing you to rest and refresh with ease.Mena Inn Pyramids features a rooftop terrace and room service.When you're feeling hungry, you can check out 139 Lounge Bar & Terrace (0.8 mi), Felfela (1.1 mi), or Restaurant El Dar Darak (0.2 mi), which are all within walking distance of Mena Inn Pyramids.Looking to explore? Then look no further than Pyramids of Giza (0.5 mi), Great Pyramid of Cheops (Khufu) (0.5 mi), and Great Sphinx (0.2 mi), which are some popular Giza attractions – all conveniently located within walking distance of the small hotel.Mena Inn Pyramids puts the best of Giza at your fingertips, making your stay both relaxing and enjoyable.",Giza
The Museum Boutique,5.0,"EGP 2,087","Family rooms,Non-smoking rooms,City view,Hair dryer,Bath / shower,Flatscreen TV,Stovetop,Wake-up service / alarm clock,Tile / marble floor,Private bathrooms,Bottled water,Wardrobe / wardrobe,Telephone,Seating area,Safe,Walk-in shower,Cable / satellite TV,Oven,Microwave,Housekeeping,Dining area,Desk,Air conditioning,Ironing service,Laundry service,Sun umbrellas,Sun deck,Shops,Shared kitchen,Outdoor furniture,Outdoor fireplace,Non-smoking hotel,Mosquito net,Concierge,Baggage storage,Taxi service,Car hire,Rooftop bar,Outdoor dining area,Breakfast in the room,Breakfast available,Restaurant,Coffee shop,Bar / lounge,Paid public parking nearby,24-hour front desk,24-hour check-in,24-hour security,Rooftop terrace,Airport transportation,Free breakfast,Free High Speed Internet (WiFi),Free public parking nearby,","59 Al-Sheikh Mostafa Ismail St. Al-Remaya Square, Giza 12572 Egypt","Boutique hotel located in Pyramids area well furniture, quite, clean several room type that meet your estimation perfect location with double face view ""Pyramids and the Grand Egyptian Museum "" unique sitting area on rooftop well training staff for providing the hospitality",Giza
Queen Pyramids View Inn,4.5,"EGP 1,894","Bath / shower,","Sayed Gaber Nazlet Elsman, Giza 12557 Egypt",Very good Clean breakfast great excellent service They organize trips the owner is the best in our trip to Egypt 🌹❤️ They have a great roof to watch the sound and light show and the pyramids and the Sphinx are wonderful,Giza
Makadi Pyramids View,4.0,,"Family rooms,Complimentary toiletries,Bath / shower,Bottled water,Safe,Room service,Air conditioning,Ironing service,Laundry service,24-hour front desk,Non-smoking hotel,Currency exchange,Baggage storage,BBQ facilities,Car hire,Shuttle bus service,Wine / champagne,Restaurant,Coffee shop,Street parking,Airport transportation,Pets Allowed ( Dog / Pet Friendly ),Children Activities (Kid / Family Friendly),Horseback riding,Golf course,Bar / lounge,Free High Speed Internet (WiFi),Free parking,","28 Gamal Abdelnasser, Giza 12557 Egypt","If you’re looking for a family-friendly inn in Cairo, look no further than Three Giza Pyramids Inn.Pyramid of Unas (2.5 mi), located nearby, makes Three Giza Pyramids Inn a great place to stay for those interested in visiting this popular Cairo landmark.Guest rooms offer air conditioning, and Three Giza Pyramids Inn makes getting online easy as free wifi is available.You can also take advantage of some of the amenities offered by the inn, including 24 hour front desk, room service, and baggage storage. In addition, guests can enjoy a lounge during their visit. As an added convenience, there is free parking available to guests.During your visit, be sure to check out one of the nearby restaurants that are within walking distance of Three Giza Pyramids Inn, such as Mermaid Restaurant (0.6 mi).Should time allow, Keops Pyramid is a popular attraction that is within walking distance.The staff at Three Giza Pyramids Inn looks forward to serving you during your upcoming visit.",Giza
Sphinx Golden Gate Inn,3.5,"EGP 1,052","Kitchenette,Room service,Airport transportation,Children Activities (Kid / Family Friendly),Restaurant,Bar / lounge,Free breakfast,Wifi,Free High Speed Internet (WiFi),Free parking,","Building No 9 Sphinx Street, Giza Egypt","Everyone needs a place to lay their weary head. For travellers visiting Giza, Sphinx Golden Gate Inn is an excellent choice for rest and rejuvenation. Well-known for its budget friendly environment and proximity to great restaurants and attractions, Sphinx Golden Gate Inn makes it easy to enjoy the best of Giza.As your “home away from home,” the hotel rooms offer a kitchenette, and getting online is easy, with free wifi available.Guests have access to room service while staying at Sphinx Golden Gate Inn. In addition, Sphinx Golden Gate Inn offers free breakfast, which will help make your Giza trip additionally gratifying. And, as an added convenience, there is free parking available to guests.Close to Meidum Pyramid (0.5 mi), a popular Giza landmark, Sphinx Golden Gate Inn is a great destination for tourists.If you’re looking for a seafood restaurant, consider a visit to Alexandria Fish, King Fish, or Mermaid, which are all conveniently located a short distance from Sphinx Golden Gate Inn.Giza is also known for some great history museums, including The Grand Egyptian Museum, Egypt Travel Gate Day Tours, and Taha Hussein Museum, which are not too far from Sphinx Golden Gate Inn.Whether you’re travelling for business, pleasure or both, Sphinx Golden Gate Inn is sure to make your visit to Giza one worth remembering.",Giza
Pyramids Village Inn,4.5,EGP 760,"Air conditioning,Airport transportation,Children Activities (Kid / Family Friendly),Free High Speed Internet (WiFi),","3 DR. Eglal Mohamed St In Front of the Exit Gate of Pyramids, Giza 11256 Egypt","The pictures of rooms and decor on booking websites does not match the reality.  Incredibly dirty hotel. Smell of cat in the common areas, and is generally really dirty. Located on top of a horse stable, down a small alley. (The same alley use the horses use to going to the stable)  Totally useless roof terrace, without chairs and tables. Breakfast was 1 pancake, 1 small triangular cheese and 1 cup of tea. Dirty cups and plates too..  The handle for the toilet was broken in the 4 days we stayed there, and was not repaired. The toilet seat was also damaged the whole stay.  We booked a luxury room with double beds, and dining section ... We got a small tiny room with 1 bed, and 1 chair.  Pointed out all of this at check out, and got told we just could make a review of the place...so here you go.…",Giza
Pyramids Overlook Inn,5.0,,"Family rooms,Non-smoking rooms,Landmark view,City view,Mountain view,Hair dryer,Complimentary toiletries,Sofa bed,Electric kettle,Refrigerator,Minibar,Microwave,Wake-up service / alarm clock,Tile / marble floor,Bath / shower,Extra long beds,Kitchenette,Private bathrooms,Room service,Housekeeping,Air conditioning,Blackout curtains,Ironing service,Laundry service,Dry cleaning,Express check-in / check-out,24-hour front desk,24-hour check-in,Sun terrace,Sun deck,Outdoor furniture,Concierge,Waxing services,Manicure,Makeup services,Head massage,Hand massage,Foot massage,Taxi service,Walking tours,Evening entertainment,Breakfast available,Restaurant,Wifi,Street parking,Business Centre with Internet Access,Airport transportation,Children Activities (Kid / Family Friendly),Horseback riding,Bicycle rental,Free breakfast,Free High Speed Internet (WiFi),Free parking,","5 Sphinx Square Nazlet El-Semman, Al Haram, Giza 12256 Egypt","Pyramids Overlook Hotel offers the perfect resting spot for tourists interested in exploring the magic of Cairo. Located just steps away from the Pyramids and Great Sphinx on the Giza Plateau, we are an ideal starting point for a tour of Egypt's fascinating history and culture. ​ Each of our three rooms boasts stunning views of the Sphinx and Pyramids complex.",Giza
Sphinx Apartment Hotel,5.0,,"Smoking rooms available,Family rooms,City view,Flatscreen TV,Electric kettle,Bath / shower,Extra long beds,Cable / satellite TV,Refrigerator,Telephone,Sofa,Room service,Air conditioning,24-hour front desk,ATM on site,Shops,Shared lounge / TV area,Shared kitchen,Shared bathroom,Breakfast available,Wifi,24-hour check-in,Gift shop,24-hour security,Airport transportation,Kids stay free,Free breakfast,Free High Speed Internet (WiFi),Free parking,","62 Abo El Houl Street 1, Giza 12962 Egypt",Sphinx.Apartment@greatpyramidtravel.com ,Giza
Magic Golden Pyramids Inn,5.0,,"Room service,Airport transportation,Restaurant,Free breakfast,Wifi,Free High Speed Internet (WiFi),Free parking,","El-Salam Street, Nazlet Al Seman, Al Haram, Giza 12521 Egypt","Magic Golden Pyramids Inn is just a few meters away from the Great Pyramids of Giza. We have our rooms that has all what our clients needs , We have our magic terrace for all the guests to enjoy it all time and specially to see the sound and light show. We offer all what our guests needs and wants , We are always ready to make our guests happy and enjoy our peaceful place to relax .",Giza
Pyramids Family Inn,5.0,EGP 581,"Suites,Kitchenette,Airport transportation,Pets Allowed ( Dog / Pet Friendly ),Free breakfast,Wifi,Free High Speed Internet (WiFi),Free parking,","El Salam Street 2, Giza 12256 Egypt","Set in the Giza district of Cairo, Pyramids Family Inn offers accommodation with a terrace and free WiFi. Featuring a shared lounge, the property is located within 600 metres of Great Sphinx. Giza Pyramids is 1.1 km from the property. All units at the hostel are fitted with a seating area. Rooms are equipped with a private bathroom and free toiletries.",Giza
Sakkara Country Club,3.5,"EGP 1,402","Non-smoking rooms,Room service,Air conditioning,Poolside bar,Shuttle bus service,Children Activities (Kid / Family Friendly),Swimup bar,Restaurant,Bar / lounge,Free breakfast,Pool,Free parking,","Sakkara Touristic Road, Al Haram, Giza 12511 Egypt","The Sakkara Country Club has created amenities and facilities to suit the most discerning taste. Luxurious accommodations for members and their quests, traditional Arabic food prepared by Professional chefs served at several venues. In Egypt, it is unique being a true country club with stable facilities for more than ninety horses and sand filled paddocks. The leisure and recreational opportunities and activities for every level of ambition from the strenuous to the totally relaxing are the hallmarks of the new Sakkara Country Club, as is the exhilarating experience of riding across the vast expanse of adjacent desert. The Club strives to offer not only the best in physical facilities but to build a complete, outstanding leisure experience for its members. The total number of members is limited to avoid over-crowding and prospective members are screened for suitability.",Giza
Nefertiti Pyramids View,5.0,EGP 864,,"Gamal Abd El-Nasir, Giza 12412 Egypt",Our property is located in the shadow of Giza pyramids with roof top overlooking 3 pyramids which gives a magnificent site day and night. Our rooms decorations are inspired by Ancient Egyptian art and each room has a complimentry coffee ( nescafe ) and tea during your stay We offer traditional Egyptian food exclusive to our guests. Upon request. Also located in a strategic area which is accessible to many archeological sites by car . You can enjoy walking distance many local services such restaurants & cafes besides learning about local culture. We offer video games corner for children up to 12 years old. Upon request. The surrounding area has many cultural aspects to offer . You will feel home away from home,Giza
Pyramids Top Inn,3.5,"EGP 1,592","Airport transportation,Bar / lounge,Free breakfast,Fitness Centre with Gym / Workout Room,Wifi,Free High Speed Internet (WiFi),Free parking,","Abu Elhol Street Pyramids, Area 15, Giza 11112 Egypt","Pyramids Top Inn is located on the third floor, 100 meters away from the Pyramids of Giza. In the morning we will serve you breakfast on our roof where you can take in the beautiful pyramids. At night, enjoy the desert sunset, and the Sound and Light show of the Pyramids and the Sphinx, also from our roof. You can hear the beautiful chanting of the mosque close by. We have many close restaurants.",Giza
Pyramids Sun Capital,3.5,"EGP 1,522",,"9 Abo El Hol El Syahy St In Front Of The Sound And Light Show, Giza 12557 Egypt","Horrible experience !!!  it's a fraud !!!  fake profile, the hotel does not exist ... they will take you to other poor establishments ... no one will return your money ... the vacation ruined by a fake profile and dangerous people who take advantage of the fact that you cannot phone and arrive late night",Giza
Santana Hotel,3.0,"EGP 1,374","Family rooms,Hair dryer,Wake-up service / alarm clock,Bottled water,Complimentary toiletries,Bath / shower,Refrigerator,Minibar,Telephone,Safe,Room service,Air conditioning,Ironing service,Laundry service,Dry cleaning,Shops,Non-smoking hotel,Gift shop,Currency exchange,Car hire,Special diet menus,Kids' meals,Breakfast in the room,Restaurant,Paid wifi,Express check-in / check-out,24-hour front desk,Concierge,Baggage storage,Airport transportation,Coffee shop,Sauna,Wifi,","7 Ahmed El Melhy St., Giza 11511 Egypt","Santana Hotel is an excellent choice for travellers visiting Cairo, offering a budget friendly environment alongside many helpful amenities designed to enhance your stay.Rooms at Santana Hotel Cairo provide a refrigerator, a minibar, and air conditioning, and guests can stay connected with paid wifi.In addition, while staying at Santana Hotel guests have access to 24 hour front desk, room service, and a concierge. You can also enjoy a sauna and free breakfast.For those interested in checking out popular landmarks while visiting Cairo, Santana Hotel is located a short distance from Cairo Tower (1.3 mi) and Old City (Coptic Cairo) (1.4 mi).While visiting Cairo, you may want to try some falafel at one of the nearby restaurants, such as Felfela, Naguib Mahfouz Cafe, or Abou el-Sid.Looking to explore? Then look no further than Zamalek (Gezira Island) (1.2 mi) and Manial Palace Museum (0.3 mi), which are some popular Cairo attractions – all conveniently located within walking distance of the hotel.Enjoy your stay in Cairo!",Giza
Royal Pyramids Inn,4.5,EGP 688,,"6 Abou Al Hool Street, Giza 12557‎ Egypt","I loved staying here. It was a comfortable stay, but most importantly the service and treatment that we received from the staff was incredible. Everyone is extremely nice and so helpful! Would definitely come back here again. Hussein and his team were amazing!",Giza
