Hotel Names,Ratings,Number of Reviews,Prices,links,location,Description
51. Four Seasons Hotel Cairo at Nile Plaza,4.5 of 5 bubbles,"1,727 reviews","EGP 17,878",https://www.tripadvisor.in/Hotel_Review-g294201-d308077-Reviews-Four_Seasons_Hotel_Cairo_at_Nile_Plaza-Cairo_Cairo_Governorate.html,"1089 Corniche El Nil Maglis El Shaab, Garden City, Cairo 11511 Egypt","In the heart of Cairo on the banks of the River Nile, Four Seasons Hotel Cairo at Nile Plaza opens the door to discovering Egypt’s 5,000-year-old ancient mysteries, minutes away from the majestic pyramids, Egyptian museum and the 1,000-year-old market. Being the heartbeat of the Nile, Four Seasons provides a sense of discovery and excitement with views of vibrant Cairo, nine stellar dining experiences, and the most authentic spa in the city. Opulent bright rooms offer the perfect blend of comfort, space and style with triple-glazed windows to ensure quietness, deep soaking tubs, Wi-Fi, and views of the Nile or the 12th-century citadel."
52. Grand Agor,4.5 of 5 bubbles,38 reviews,,https://www.tripadvisor.in/Hotel_Review-g294201-d12239092-Reviews-Grand_Agor-Cairo_Cairo_Governorate.html,"15 Shareef St In front of the National Bank of Egypt, Cairo 11511 Egypt","See why so many travellers make Grand Agor their small hotel of choice when visiting Cairo. Providing an ideal mix of value, comfort and convenience, it offers a family-friendly setting with an array of amenities designed for travellers like you.You’ll enjoy relaxing rooms that offer air conditioning, and you can stay connected during your stay as Grand Agor offers guests free wifi.The small hotel features 24 hour front desk, a concierge, and baggage storage. Plus, Grand Agor offers an on-site restaurant, providing a pleasant respite from your busy day. For guests with a vehicle, street parking is available.While in Cairo, you may want to check out some of the restaurants that are a short walk away from Grand Agor, including The Tap Maadi (0.4 mi) and Rosto (0.5 mi).Plus, during your trip, don’t forget to check out some of the popular architectural buildings, such as Khan Al-Khalili, Citadel (Al-Qalaa), and Chaar-Hachamaim Synagogue.We’re sure you’ll enjoy your stay at Grand Agor as you experience all of the things Cairo has to offer."
53. Tolip El Galaa Hotel Cairo,3.5 of 5 bubbles,84 reviews,,https://www.tripadvisor.in/Hotel_Review-g294201-d7744714-Reviews-Tolip_El_Galaa_Hotel_Cairo-Cairo_Cairo_Governorate.html,"40 El Orouba Street Heliopolis, Cairo 11511 Egypt","Everyone needs a place to lay their weary head. For travellers visiting Cairo, Tolip El Galaa Hotel Cairo is an excellent choice for rest and rejuvenation. Well-known for its family-friendly environment and proximity to great restaurants and attractions, Tolip El Galaa Hotel Cairo makes it easy to enjoy the best of Cairo.Guest rooms offer air conditioning, and Tolip El Galaa Hotel Cairo makes getting online easy as free wifi is available.You can also take advantage of some of the amenities offered by the hotel, including 24 hour front desk, room service, and a concierge. In addition, guests can enjoy a pool and an on-site restaurant during their visit. As an added convenience, there is free parking available to guests.Given the close proximity of popular landmarks, such as St. Mark's Coptic Orthodox Church (1.3 mi) and Saqqara (Sakkara) Pyramids (1.3 mi), guests of Tolip El Galaa Hotel Cairo can easily experience some of Cairo's most well known attractions.If you like barbeque restaurants, Tolip El Galaa Hotel Cairo is conveniently located near Abou Shakra, Studio Masr, and Qasr Abou Atallah For BBQ.Best of all, Tolip El Galaa Hotel Cairo makes it easy to experience many great Cairo attractions like Manial Palace Museum, Museum of Islamic Arts, and Abdeen Palace Museum, which are some popular history museums.Whether you’re travelling for business, pleasure or both, Tolip El Galaa Hotel Cairo is sure to make your visit to Cairo one worth remembering."
54. Villa Belle Epoque,4 of 5 bubbles,102 reviews,,https://www.tripadvisor.in/Hotel_Review-g294201-d1722944-Reviews-Villa_Belle_Epoque-Cairo_Cairo_Governorate.html,"63 Street 13, Villa Maadi, Cairo 11511 Egypt","Situated in the heart of Maadi, Villa Belle Époque allows visitors to relive the comfort and elegance of a bygone era while enjoying every modern amenity."
55. Arabella Residence,4.5 of 5 bubbles,36 reviews,,https://www.tripadvisor.in/Hotel_Review-g294201-d17445007-Reviews-Arabella_Residence-Cairo_Cairo_Governorate.html,"201 Gamal Abdel Nasser, Cairo 11511 Egypt","Set 500m from Arabella Plaza, 10 minutes from Cairo Festival City Mall, this Aparthotel and Suites offers free WiFi. The property is located 1.3 km (2 min) from German University in Cairo, 9 km (10 min)from American University in Cairo. At the hotel every room comes with a seating area, a dining area and a bathroom with a hot tub in some rooms . Every room includes air conditioning and heating system"
56. Bella Casa Hostel,5 of 5 bubbles,14 reviews,,https://www.tripadvisor.in/Hotel_Review-g294201-d19650680-Reviews-Bella_Casa_Hostel-Cairo_Cairo_Governorate.html,"2 Al Bostan Al Seidi Street Huda Shaarawy, Talaat Harb, Cairo 11511 Egypt","Wonderful hostel in a very unique location in the heart of downtown Cairo where everything is nearby we provide clean rooms with supreme service and good budget we also organise tour,pickups and tickets services"
57. President Hotel,3 of 5 bubbles,181 reviews,,https://www.tripadvisor.in/Hotel_Review-g294201-d302715-Reviews-President_Hotel-Cairo_Cairo_Governorate.html,"22 Taha Hussein Str Zamalek District, Cairo Egypt",Central Hotel occupying the first & top 4 floors of an apartment building in residential area near embassies.
58. Swiss Inn Hotel,4 of 5 bubbles,118 reviews,,https://www.tripadvisor.in/Hotel_Review-g294201-d1635921-Reviews-Swiss_Inn_Hotel-Cairo_Cairo_Governorate.html,"7 El Hegaz Street Gezeera Met Okba, El Agouza, Mısır, Cairo Egypt","3 star hotel in the heart of Cairo Egypt, 30 min to the pyramids. 47 air conditioned rooms with power shower in private bathroom. Restaurant, bar, laundry, free wireless internet and conference room. Free airport pick up. also we have 3 private restaurants Deals-Rouge-Almaz"
59. Havana Hotel Cairo,4 of 5 bubbles,182 reviews,,https://www.tripadvisor.in/Hotel_Review-g294201-d605882-Reviews-Havana_Hotel_Cairo-Cairo_Cairo_Governorate.html,"26 Syria St Mohandseen, Cairo 11511 Egypt","3 star hotel in the heart of Cairo Egypt, 30 min to the pyramids. 25 air conditioned rooms with power shower in private bathroom. Restaurant, bar, coffee are available 24 hours, laundry, free wireless internet and conference room. Free airport pick up."
60. Lotus Hotel,3.5 of 5 bubbles,118 reviews,,https://www.tripadvisor.in/Hotel_Review-g294201-d497919-Reviews-Lotus_Hotel-Cairo_Cairo_Governorate.html,"12 Talat Harb down town City Centre, Cairo 11511 Egypt","HOTEL located at down town City Centre. Walking distance to Egyptian Museum, Metro Station, Nile River, Shopping & all kinds of entertainments."
"Holiday Inn Cairo - Citystars, an IHG Hotel",4.5 of 5 bubbles,"1,087 reviews","EGP 3,727",https://www.tripadvisor.in/Hotel_Review-g294201-d817571-Reviews-Holiday_Inn_Cairo_Citystars_an_IHG_Hotel-Cairo_Cairo_Governorate.html,"Ali Rashed Street Heliopolis, Cairo 11757 Egypt","A modern, family-friendly hotel in Cairo's dynamic Citystars Heliopolis In the heart of Citystars business and leisure complex and just 10 minutes from Cairo International Airport, the Holiday Inn® Cairo Citystars hotel is an ideal base for exploring the modern and historic attractions of Egypt's capital. Next to the hotel, Stars Centre Mall is home to over 640 of shops and high-tech amusements including Snow City and Magic Galaxy, Egypt's largest indoor theme park. Downtown Cairo is less than half an hour away. The hotel's family-friendly atmosphere makes everyone feel at home, from the rooftop garden with its adults' and children's swimming pools, to the Star Corner Café in the lobby. Open 24-hours, Windows Restaurant tempts diners with heaped international buffets and live cooking stations, and Indira Restaurant serves some of the best Indian food in Cairo. Business travelers appreciate the fast, free Wi-Fi, business center and 24-hour room service. Need to hold a meeting?"
"InterContinental Cairo Semiramis, an IHG Hotel",4.5 of 5 bubbles,"2,840 reviews","EGP 5,893",https://www.tripadvisor.in/Hotel_Review-g294201-d299113-Reviews-InterContinental_Cairo_Semiramis_an_IHG_Hotel-Cairo_Cairo_Governorate.html,"Corniche El Nil, Cairo 11511 Egypt","On the historic Semiramis hotel site, guests can enjoy modern luxury by the river Nile. Semiramis InterContinental Cairo is 23 KM from Cairo International airport with a premium location in the heart of the city center next to the Egyptian Museum and Khan el Khalili. The Hotel features a 26 sq m2 rooftop pool, fine dining with exquisite cuisine, conference facilities, a state of the art spa, a shopping arcade, and the Nile Terrace offering stunning views of the sunset over the Nile."
61. Freedom Hostel,4.5 of 5 bubbles,370 reviews,EGP 518,https://www.tripadvisor.in/Hotel_Review-g294201-d2412303-Reviews-Freedom_Hostel-Cairo_Cairo_Governorate.html,"6 Bank Misr St.,off Sherif St infront of the centeral bank of Egypt, 3rd floor, Cairo 11511 Egypt","About Freedom Hostel *Enjoy accommodation in style. Your travelling experience comes complete with a contemporary in-house lounge, laundry facilities and small guest kitchen. You can book travel & tours at our travel desk and keep in touch with friends & family with our internet corner, Wi-Fi and international telephone access. With our free luggage storage facilities, 24 hour reception and host of friendly staff will make your stay in Cairo a breeze. * If you've never been to Cairo before it can be quite an overwhelming and intimidating place, so why not let us make it easy for you? Less stress = more fun! No one understands the importance of having a great time while on Holiday like our staff here at Freedom Hostel. We provide the best tours and entertainment packages you'll find in this city. Forget a big, boring hotel or hostel with nothing going on - come stay with us and get a taste of Egypt that few visitors get to experience! Location Information *Our Location is one of the most easy to be reached at just 200 meters from the famous Talaat Harb Square, in front off the central bank of Egypt. *The Egyptian Museum is about 5/10 Minutes' walk. *Several Egyptian and International restaurants, cinemas and shopping malls are located nearby. Tea, coffee and shisha cafes located just few meters away. Accommodation Information *Our accommodation options include deluxe twin or double en-suited rooms, single or triple private rooms and dormitory rooms. All come with fresh white linen, a balcony, air-conditioning and a modern security system."
62. Arabesque Hotel,4 of 5 bubbles,69 reviews,EGP 784,https://www.tripadvisor.in/Hotel_Review-g294201-d631875-Reviews-Arabesque_Hotel-Cairo_Cairo_Governorate.html,"11 Ramsis Street, Cairo 11511 Egypt","Arabesque Hotel provide excellent big airy sunny rooms with bathroom inside TV / AC. The hotel itself located in the most magical spot of Cairo Egypt meters away from the museum, River and the main bus Station... Arabesque Hotel pride itself for cleanness, value, safety and staff eager to happily help our guest see you soon in Arabesque Hotel Cairo."
63. Prime Residence New Cairo,5 of 5 bubbles,22 reviews,"EGP 2,375EGP 2,119",https://www.tripadvisor.in/Hotel_Review-g294201-d15726552-Reviews-Prime_Residence_New_Cairo-Cairo_Cairo_Governorate.html,"176 Al Sharq Insurance Buildings, Fifth Settlement, Cairo 11511 Egypt","At Prime Residences, we want to anticipate everything you need and require to make your stay an absolute pleasure. Our residences are built for movers and shakers, established in the prime business districts. We want you to be in the heart of the action, close to the pulse of what matters most supported by our discreet, personal services and elegant lifestyle offerings around the Nation. Our properties are designed to make our guests’ stay extra convenient, providing concierge and security services in addition to housekeeping and laundry. Offering apartment types ranging from studios to spectacular 2 bedroom apartments. We offer superb locations, facilities and services; guests choose to stay at Prime for leisure, corporate, and business stays. Prime promise to guests is that they are guaranteed to feel at home. We are a hospitality brand that guarantees a premium stay experience through a combination of high-touch services, mobile technology, and state-of-the-art facilities. Our stylish modern serviced Studios (50 sqm) in New Cairo City are perfect for leisure or business guests looking for excellent value apartments. Only few minutes away from a number of luxurious shopping malls, our guests are in excellent location to enjoy myriad of restaurants, cafés and cinemas. Studios are fully furnished including an open space with a queen bed and soft linens, modern fully equipped kitchenette featuring fridge, stovetop and microwave, and bathroom includes towels and amenities. Prime Residence offers Studios, 1 bedroom and 2 bedrooms apartments for short and long stays. We offer 24/7 front office and concierge services; to take care of any needs you may have during your stay. Housekeeping, laundry and maintenance services are also available ensuring your home is kept in perfect condition so that you are able to enjoy your stay. Wanting to keep in touch? You can use the the free Wi-Fi connection available in your new home. Our residence offers guests car parking and a free gym for residents only"
64. Valencia Hotel,4 of 5 bubbles,148 reviews,"EGP 2,630",https://www.tripadvisor.in/Hotel_Review-g294201-d13121471-Reviews-Valencia_Hotel-Cairo_Cairo_Governorate.html,"Talaat Harb St 1 Sekt Elfadl, Cairo 11511 Egypt","I can't tell you anything about the hotel because they did not have a room when we had a reservation.  They wanted to move us to another hotel for the first night, saying there was an ""emergency"".  We moved to another hotel based on not wanting to move luggage more than necessary.  The people were indifferent about the inconvenience and the next people attempting to check  in were told they would not get a room, even with a reservation, just like us.    I read the reviews about people not getting rooms and figured that was a fluke but it's not.  It could happen to you too!"
65. Golden Hotel,4 of 5 bubbles,101 reviews,EGP 985,https://www.tripadvisor.in/Hotel_Review-g294201-d2238473-Reviews-Golden_Hotel-Cairo_Cairo_Governorate.html,"13, Talaat Harb Street, Cairo 00000 Egypt","The Golden Hotel has a new egyptian - french - swiss management since August 2011. It's located just a fiew minutes walk from the Egyptian Museum, the Nile and the Saddat Metro Station, in down town Cairo. The hotel is fully equiped with air conditioning, offers free wifi access, fresh renovated, high ceiling rooms with flat screen TV, fridges and en suite bathrooms. Towels are provided and changed daily. Guests can enjoy a continental breakfast, and we provid room service. At the tour desk we organize for you any tour in Cairo or trips around Egypt."
Fairmont Nile City,4.5 of 5 bubbles,"5,392 reviews","EGP 4,838",https://www.tripadvisor.in/Hotel_Review-g294201-d580690-Reviews-Fairmont_Nile_City-Cairo_Cairo_Governorate.html,"Nile City Towers - 2005 B, Corniche El Nil Ramlet Beaulac, Cairo 2466 Egypt","A melting pot of history and diversity, the city of Cairo is ideal for both business and leisure. Like the city itself, Fairmont Nile City offers a delightful series of contrasts, combining advanced technology and modern design with local flavors and flair. With sweeping panoramas of the river Nile and the Pyramids in the distance, Cairo’s beauty and history are always in sight from your luxury accommodation. During your stay, embark on culinary adventures at the city’s finest restaurants, enjoy the fresh air at our rooftop poolside restaurant and pamper yourself at Willow Stream Spa. Part of the prestigious Nile City complex, this luxury hotel is the perfect location for business events. The space consists of 845 square meters (9,100 square feet) plus 450 square meters (4,800 square feet) of outdoor space dedicated to meetings and conventions, comprising of 10 meeting rooms including a ballroom. The space also offers spectacular river Nile views."
66. The Guard Hotel,4 of 5 bubbles,28 reviews,"EGP 2,291",https://www.tripadvisor.in/Hotel_Review-g294201-d12269862-Reviews-The_Guard_Hotel-Cairo_Cairo_Governorate.html,"El Suez Road K 4.5, Cairo 12345 Egypt","RUDE Security Officers.. this hotel has the worst security officials and officers . They Harass you so much when you enter the hotel . They check you and your bags . They make you walk through a metal detector . And then tell that you cannot go in, as this is for hotel people and hen you try to explain that you are staying at the hotel they won’t listen. After arguing and showing door card and wrist band .. they huff and puff .. say some Arabic words.   Then you get to hotel lob and again you get harassed and again walk through metal detectors.  Put your bags through X-ray machine .  This happens everyday and all the time . We have complainers at hotel reception and they apologised and said this will now happen again but it does and it makes you feel so uncomfortable.   The hotel is heavily surrounded by army officers too.   Not a place to take your family   You cannot bring any food or drinks from outiside as it is hotel policy .   This place is horrible and i will it be coming back .  AVOID please…"
"67. Staybridge Suites Cairo - Citystars, an IHG Hotel",4.5 of 5 bubbles,234 reviews,"EGP 4,825",https://www.tripadvisor.in/Hotel_Review-g294201-d1150283-Reviews-Staybridge_Suites_Cairo_Citystars_an_IHG_Hotel-Cairo_Cairo_Governorate.html,"Emtedad Makram Obied Street Heliopolis, Cairo 11737 Egypt","Modern serviced apartments for extended stays in dynamic Cairo Citystars.Offering the comfort and convenience of a home away from home, Staybridge Suites® Cairo Citystars has everything you need for independent living in the exciting commercial hub of Heliopolis. With direct access to Stars Centre shopping mall, and just a seven-minute drive from Cairo International Airport and Cairo International Convention and Exhibition Centre, our 140 fully furnished studios and suites place travelers where they need to be. The buzzing streets of downtown Cairo are half an hour away, with the Great Pyramids a little further.Business travelers on extended stays in Cairo can settle into a spacious studio or suite with up to three bedrooms. Full kitchens and living areas let you cook, work and entertain in style, and Wi-Fi is complimentary throughout. A free buffet breakfast sets you up for the day, and an Evening Social invites you to mingle with fellow guests over dinner three nights a week."
68. New Star Zamalek Hotel,4 of 5 bubbles,5 reviews,"EGP 1,055",https://www.tripadvisor.in/Hotel_Review-g294201-d3849797-Reviews-New_Star_Zamalek_Hotel-Cairo_Cairo_Governorate.html,"34 B Yehia Ibrahim St. Zamalek, Cairo Egypt","The only good think in this hotel is location and room size.. the hotel and building is very old, bed is not comfortable, sheets and pillows were dirty, floor was broken. Toilets were broken. Noise always coming from the air condition.. price is overrated to the hotel condition.. not recommended.."
69. Al Masah Hotel And Spa,5 of 5 bubbles,3 reviews,"EGP 1,731",https://www.tripadvisor.in/Hotel_Review-g294201-d23613637-Reviews-Al_Masah_Hotel_And_Spa-Cairo_Cairo_Governorate.html,"Abdel Aziz El Shennawy Street Nasr City, Cairo 11371 Egypt","Magnifique hôtel au Caire, accessible, propre, personnels hyper agréable et à l'écoute. Le personnel à la réception été génial et ont tous fait pour rendre notre séjour encore plus agréable. Je remercie particulièrement madame Noha Ahmed pour sa gentillesse et son aide malgré toute mes demandes :)"
70. Victory Of Downtown Hotel,4 of 5 bubbles,21 reviews,"EGP 1,260",https://www.tripadvisor.in/Hotel_Review-g294201-d21503251-Reviews-Victory_Of_Downtown_Hotel-Cairo_Cairo_Governorate.html,"56 Kasr Al Nile, Cairo 11511 Egypt","We had a decent stay at Victory. The location was excellent, very walkable to all the sites. The service was amazing. We were caught in a rain storm and the man at reception carried our luggage out and tried for a very very long time to get a taxi when nothing was available. He helped get us towels and allowed us space to change when we had checked out of our room earlier. A good discounted hotel option with excellent service. "
"Staybridge Suites Cairo - Citystars, an IHG Hotel",4.5 of 5 bubbles,234 reviews,"EGP 4,825",https://www.tripadvisor.in/Hotel_Review-g294201-d1150283-Reviews-Staybridge_Suites_Cairo_Citystars_an_IHG_Hotel-Cairo_Cairo_Governorate.html,"Emtedad Makram Obied Street Heliopolis, Cairo 11737 Egypt","Modern serviced apartments for extended stays in dynamic Cairo Citystars.Offering the comfort and convenience of a home away from home, Staybridge Suites® Cairo Citystars has everything you need for independent living in the exciting commercial hub of Heliopolis. With direct access to Stars Centre shopping mall, and just a seven-minute drive from Cairo International Airport and Cairo International Convention and Exhibition Centre, our 140 fully furnished studios and suites place travelers where they need to be. The buzzing streets of downtown Cairo are half an hour away, with the Great Pyramids a little further.Business travelers on extended stays in Cairo can settle into a spacious studio or suite with up to three bedrooms. Full kitchens and living areas let you cook, work and entertain in style, and Wi-Fi is complimentary throughout. A free buffet breakfast sets you up for the day, and an Evening Social invites you to mingle with fellow guests over dinner three nights a week."
71. African House Hotel,3.5 of 5 bubbles,46 reviews,EGP 376,https://www.tripadvisor.in/Hotel_Review-g294201-d1202039-Reviews-African_House_Hotel-Cairo_Cairo_Governorate.html,"15 Emad Eldin street, Cairo 11511 Egypt","Finding an ideal budget friendly hotel in Cairo does not have to be difficult. Welcome to African House Hotel, a nice option for travellers like you.Nearby landmarks such as 360 EgypTours (0.9 mi) and Sun Temples of Abu Ghurab (1.3 mi) make African House Hotel a great place to stay when visiting Cairo.The hotel features room service, and you can stay connected during your stay as African House Hotel offers guests free wifi.If you are looking for a good steakhouse, you may want to check out Sizzler, BARBACOA Mexican Grill, or steakout while staying at African House Hotel.Cairo is also known for some great art museums, including Gayer-Anderson Museum (Bayt al-Kiritliya), The Coptic Museum, and Museum of Islamic Arts, which are not too far from African House Hotel.African House Hotel looks forward to welcoming you on your visit to Cairo."
72. Golden Carven Hotel,3.5 of 5 bubbles,129 reviews,"EGP 1,274EGP 1,180",https://www.tripadvisor.in/Hotel_Review-g294201-d13347525-Reviews-Golden_Carven_Hotel-Cairo_Cairo_Governorate.html,"11 Mohamed Ebeid St El-Sabaa Emarat Square, Heliopolis, Cairo 99999 Egypt","See why so many travellers make Golden Carven Hotel their small hotel of choice when visiting Cairo. Providing an ideal mix of value, comfort and convenience, it offers a budget friendly setting with an array of amenities designed for travellers like you.While staying at Golden Carven Hotel, visitors can check out St. Mark's Coptic Orthodox Church (2.9 mi) and Obelisk of Ramses II (3.0 mi), some of Cairo's top attractions.The rooms offer air conditioning, and getting online is possible, as free wifi is available, allowing you to rest and refresh with ease.Golden Carven Hotel features 24 hour front desk, shops, and baggage storage. Guests arriving by vehicle have access to secured parking.While in Cairo be sure to experience nearby Italian restaurants such as Pepenero, O.Liv.O Pizzeria & Bar, or The Pasta Bar.Best of all, Golden Carven Hotel makes it easy to experience many great Cairo attractions like Saqqara (Sakkara) Pyramids, Mohamed Ali Mosque, and Citadel (Al-Qalaa), which are some popular historic sites.At Golden Carven Hotel, your comfort and satisfaction come first, and they look forward to welcoming you to Cairo."
73. Wake UP! Cairo Hostel,4.5 of 5 bubbles,218 reviews,EGP 486,https://www.tripadvisor.in/Hotel_Review-g294201-d1202343-Reviews-Wake_UP_Cairo_Hostel-Cairo_Cairo_Governorate.html,"33 A Ramses Street, Cairo 11511 Egypt","Wonderful staff, comfortable beds, hot shower, clean, affordable price, rooftop view and good location. The staff helped us with public transportation to the pyramids, covid exams, printing documents and airport questions. Grateful for their kindness. The staff felt like good friends, they made us feel at home. We met a couple other backpackers during breakfast. It’s a nicer vibe compared to the big hostels where everything is spaced out and people/workers don’t talk to people as much. Thank you so much for everything! It was lovely chatting with you guys."
74. Ismailia House Hotel,3.5 of 5 bubbles,22 reviews,EGP 536EGP 467,https://www.tripadvisor.in/Hotel_Review-g294201-d1126089-Reviews-Ismailia_House_Hotel-Cairo_Cairo_Governorate.html,"1 El Tahrir Sq. Downtown, Cairo 11511 Egypt","I love this little hotel. I often stayed there as a single woman in Cairo, and they always took good care of me! I have spent hundreds of days there over the last 30 years. I spent a lot of 2020 here, as my apartment was being renovated. The staff made me feel it was my second home.  The hotel is thoroughly cleaned every day. It was redecorated in the last couple years. The building is 1920s style, with high ceilings, balconies with great views of the city, ceiling fans, and lots of charm. The old, original elevator works well--it might take some getting used to, but it is regularly maintained, so you can count on it. If it ever does not work once, the owner gets it checked right away, because he won't be able to stay in business without it. If you find the stairways dirty or the airshaft dirty--these things are typical in Egypt and not something the hotel can do anything about, since they own the eighth floor, but not the building.  The owner, Ashraf, is very kind and accommodating to your needs, as well as an excellent source of information about any where you need to go, how to renew your visa, how to open a bank account, and whatever else you need. The staff are respectful and very honest.   Breakfast is bread, cheese and jam, plus an egg! Most budget places in Egypt don't include an egg. Cold drinks, water, tea and coffee are available at cheap prices. If you want to order a full Egyptian breakfast, it is excellent and not very expensive. Plus with the app ""Talabat,"" you can order from hundreds of area restaurants, if you don't feel like going out. Reception staff can help you order.  There are two suites with AC and a bathroom inside. The other rooms can some with a bathroo or you share the bathrooms, but many are available and cleaned multiple times a day. The bathtubs are clean, but old. It's time to redo the porcelain on them. But they work well and are clean.  You can hang out in the reception area to meet other travelers. They are mostly students, budget travelers an occasional businessman from Saudi. If you want any tour, Ashraf can arrange it, as well as transportation wherever you want, including the airport. He is very honest, which is sometimes not easy to find in Egypt.  The location is the best! Busses and a Metro stop are right in front of you, while taxis are plentiful and not expensive. There are new Uber busses or Svwl busses or cars you can book on apps for fair prices.  The balcony views of Tahrir Square, the Egyptian Museum or the old American University of Cairo campus are fantastic.  Bring earplugs, because Cairo never sleeps, so everywhere is noisy all night.…"
75. Al Nabila Cairo Hotel,3 of 5 bubbles,37 reviews,"EGP 2,087",https://www.tripadvisor.in/Hotel_Review-g294201-d562498-Reviews-Al_Nabila_Cairo_Hotel-Cairo_Cairo_Governorate.html,"4 Gameat el-Dowal el-Arabiya Street, Cairo 11511 Egypt","If you’re looking for a hotel in Cairo, look no further than Al Nabila Cairo Hotel.For those interested in checking out popular landmarks while visiting Cairo, Al Nabila Cairo Hotel is located a short distance from Citadel (Al-Qalaa) (1.4 mi) and Zamalek (Gezira Island) (1.7 mi).Rooms at Al Nabila Cairo offer air conditioning and a minibar providing exceptional comfort and convenience.Room service and a concierge are some of the conveniences offered at this hotel. A pool and a lounge will also help to make your stay even more special.While visiting Cairo, you may want to try some falafel at one of the nearby restaurants, such as Felfela, Naguib Mahfouz Cafe, or Abou el-Sid.Looking to explore? Then look no further than Mosque of Al-Azhar (1.0 mi) and Sharia Al Mu'izz Li-Din Allah (0.9 mi), which are some popular Cairo attractions – all conveniently located within walking distance of the hotel.The staff at Al Nabila Cairo Hotel looks forward to serving you during your upcoming visit."
Sofitel Cairo Nile El Gezirah,4.5 of 5 bubbles,"3,918 reviews","EGP 5,379",https://www.tripadvisor.in/Hotel_Review-g294201-d304481-Reviews-Sofitel_Cairo_Nile_El_Gezirah-Cairo_Cairo_Governorate.html,"3 El Thawra Council St Zamalek, Cairo Egypt","On the southern tip of Gezirah Island, the hotel is a corner of paradise in central Cairo, minutes from Cairo’s business districts. Discover a haven of peace during a vacation in Egypt, and a comfortable base to rest after a successful day of business. Relax by the pool, pamper yourself in Sofitel SPA, wine and dine in our international restaurants and bars. Surrender to luxury and come for a day, a weekend, a week…or more. A stroll along the hotel’s lush riverside promenade takes you to a host of acclaimed restaurants and bars. You can take your time, enjoying the cool shade of exotic palms and breathing in the scent of hibiscus. You’ll hear the gentle sound of water lapping as you rest on a Nile-side terrace with a cool drink, and dine on international cuisine. It’s especially beautiful at dusk, when the sun sets over Cairo’s skyline and vibrant nightlife. Escape the city for a day at our secluded Cairo hotel, which feels like an exclusive Egyptian resort set in lush gardens. Take advantage of Sofitel SPA and Sofitel FIT, float in an infinity pool overlooking the Nile, unwind in a bubbling whirlpool bath… whatever you desire. Day membership includes discounts to the restaurants and bars which line the Nile-side promenade, promising refreshment and fun for families, couples and friends."
76. Helnan Landmark Hotel,3 of 5 bubbles,92 reviews,"EGP 3,409",https://www.tripadvisor.in/Hotel_Review-g294201-d2708288-Reviews-Helnan_Landmark_Hotel-Cairo_Cairo_Governorate.html,"Plot 86, 90th Street, 5th Settlement, Cairo 10240 Egypt","If you’re looking for a family-friendly small hotel in Cairo, look no further than Helnan Landmark Hotel.Rooms at Helnan Landmark Hotel provide air conditioning and a refrigerator, and guests can stay connected with free wifi.In addition, while staying at Helnan Landmark Hotel guests have access to room service. You can also enjoy a pool and free breakfast.If you’re looking for a seafood restaurant, consider a visit to The Smokery, which is not far from Helnan Landmark Hotel.Looking for something to do in Cairo? Picasso East art gallery (1.0 mi) is a popular attraction that is within walking distance of Helnan Landmark Hotel.The staff at Helnan Landmark Hotel looks forward to serving you during your upcoming visit."
77. Salma Hotel,2.5 of 5 bubbles,20 reviews,"EGP 2,106",https://www.tripadvisor.in/Hotel_Review-g294201-d302717-Reviews-Salma_Hotel-Cairo_Cairo_Governorate.html,"12 Mohamed Kamel Morsy St. off Al Battel Ahmed Abdel Aziz St. Gamet Al Dwal Alarbia St. Mohandssin, Cairo 11511 Egypt","Salma Hotel is your smart choice with Three stars hotel located in Mohandssin,Giza,Egypt , 54 Air condition rooms Free WiFi all over the hotel including rooms, Free Breakfast, Free 24 room service, Free parking, Restaurant, Cafe, Laundry,LED Screens, Airport shuttle service,Concierge service."
78. Maadi Hotel,4.5 of 5 bubbles,359 reviews,,https://www.tripadvisor.in/Hotel_Review-g294201-d302696-Reviews-Maadi_Hotel-Cairo_Cairo_Governorate.html,"19 Misr. Helwan Road Maadi Entrance, Cairo Egypt","Maadi Hotel is a contemporary hotel housed in one of the tallest towers in Maadi business district located about 19 miles from Cairo International Airport. Hotel offers 143 well-appointed selections of rooms and suites for business and leisure stay equally. Hotel is located in heart of the city just off Cornish El Nile – Maadi , in the hub of the business and shopping districts of Maadi. Hotel is within easy access to the Great Pyramids Of Giza & the Egyptian Museum of Cairo. Hotel features a designer outdoor pool with high-tech lounge chairs, and free Wi-Fi throughout the property. MAADI HOTEL’s guests can train at the well-equipped fitness center, or enjoy a sauna or a Steam. After a dip in the heated pool, the hot-tub is the perfect spot to relax. MAADI HOTEL offers contemporary meeting & banquet rooms which can host from 10 – 300 guests all under one roof. La Pablion restaurant offers an elegant atmosphere and international cuisine with theme nights hosted on selected days. Providing light meals and a range of pastries, the lounge cafe is open throughout the day and located at lobby level. A 24-hour room service, on site a gift shop add to the amenities offered to valued guests Cairo is also known for some great art museums, including Gayer-Anderson Museum (Bayt al-Kiritliya), The Coptic Museum, and Museum of Islamic Arts, which are not too far from Maadi Hotel. Maadi Hotel puts the best of Cairo at your fingertips, making your stay both relaxing and enjoyable."
