Hotel Names,Ratings,Number of Reviews,Prices,links,location,Description
89. Salma Hotel,2.5 of 5 bubbles,20 reviews,EGP 782,https://www.tripadvisor.in/Hotel_Review-g294201-d302717-Reviews-Salma_Hotel-Cairo_Cairo_Governorate.html,"12 Mohamed Kamel Morsy St. off Al Battel Ahmed Abdel Aziz St. Gamet Al Dwal Alarbia St. Mohandssin, Cairo 11511 Egypt","Salma Hotel is your smart choice with Three stars hotel located in Mohandssin,Giza,Egypt , 54 Air condition rooms Free WiFi all over the hotel including rooms, Free Breakfast, Free 24 room service, Free parking, Restaurant, Cafe, Laundry,LED Screens, Airport shuttle service,Concierge service."
90. Prime Residence New Cairo,5 of 5 bubbles,22 reviews,,https://www.tripadvisor.in/Hotel_Review-g294201-d15726552-Reviews-Prime_Residence_New_Cairo-Cairo_Cairo_Governorate.html,"176 Al Sharq Insurance Buildings, Fifth Settlement, Cairo 11511 Egypt","At Prime Residences, we want to anticipate everything you need and require to make your stay an absolute pleasure. Our residences are built for movers and shakers, established in the prime business districts. We want you to be in the heart of the action, close to the pulse of what matters most supported by our discreet, personal services and elegant lifestyle offerings around the Nation. Our properties are designed to make our guests’ stay extra convenient, providing concierge and security services in addition to housekeeping and laundry. Offering apartment types ranging from studios to spectacular 2 bedroom apartments. We offer superb locations, facilities and services; guests choose to stay at Prime for leisure, corporate, and business stays. Prime promise to guests is that they are guaranteed to feel at home. We are a hospitality brand that guarantees a premium stay experience through a combination of high-touch services, mobile technology, and state-of-the-art facilities. Our stylish modern serviced Studios (50 sqm) in New Cairo City are perfect for leisure or business guests looking for excellent value apartments. Only few minutes away from a number of luxurious shopping malls, our guests are in excellent location to enjoy myriad of restaurants, cafés and cinemas. Studios are fully furnished including an open space with a queen bed and soft linens, modern fully equipped kitchenette featuring fridge, stovetop and microwave, and bathroom includes towels and amenities. Prime Residence offers Studios, 1 bedroom and 2 bedrooms apartments for short and long stays. We offer 24/7 front office and concierge services; to take care of any needs you may have during your stay. Housekeeping, laundry and maintenance services are also available ensuring your home is kept in perfect condition so that you are able to enjoy your stay. Wanting to keep in touch? You can use the the free Wi-Fi connection available in your new home. Our residence offers guests car parking and a free gym for residents only"
"InterContinental Cairo Semiramis, an IHG Hotel",4.5 of 5 bubbles,"2,840 reviews","EGP 5,987",https://www.tripadvisor.in/Hotel_Review-g294201-d299113-Reviews-InterContinental_Cairo_Semiramis_an_IHG_Hotel-Cairo_Cairo_Governorate.html,"Corniche El Nil, Cairo 11511 Egypt","On the historic Semiramis hotel site, guests can enjoy modern luxury by the river Nile. Semiramis InterContinental Cairo is 23 KM from Cairo International airport with a premium location in the heart of the city center next to the Egyptian Museum and Khan el Khalili. The Hotel features a 26 sq m2 rooftop pool, fine dining with exquisite cuisine, conference facilities, a state of the art spa, a shopping arcade, and the Nile Terrace offering stunning views of the sunset over the Nile."
91. The Australian Hostel,4.5 of 5 bubbles,291 reviews,EGP 989EGP 878,https://www.tripadvisor.in/Hotel_Review-g294201-d1065915-Reviews-The_Australian_Hostel-Cairo_Cairo_Governorate.html,"23 Abd El Khalek Tharwat St Downtown, 3rd floor, Cairo 11511 Egypt","Located in the heart of Cairo city centre, this budget hostel is a 10-minute walk from the Egyptian Museum. It has a 24-hour front desk, communal room and free Wi-Fi. Rooms at The Australian Hostel have air conditioning, a tea/coffee maker and a private or shared bathroom. Some rooms have a balcony. Guests can enjoy an Egyptian or continental breakfast in the mornings. The Australian's communal kitchen allows guests to cook their own meals. The oriental-style communal room equipped with comfortable couches and a coffee table is a nice place to meet other travelers. The Australian Hostel's staff can help arrange tours of Cairo city centre, local museums and the Pyramids. They also provide maps and sightseeing brochures. The Australian is a 15-minute walk from the Railway Station."
92. Holy Sheet Hostel,5 of 5 bubbles,60 reviews,"EGP 1,129",https://www.tripadvisor.in/Hotel_Review-g294201-d15696833-Reviews-Holy_Sheet_Hostel-Cairo_Cairo_Governorate.html,"2 Al Qadi Al Fadel 2nd Floor, Cairo 11511 Egypt","Greetings from Holy Sheet Hostel! Downtown Cairo is your destination if you want to be in the heart of action watching Cairo’s street life and accessing easily to everything and everywhere; So, we have chosen, prepared and well-designed this cozy place to stay – Holy Sheet Hostel – for you in an ideal central location, in the heart of the city. Just minutes from Talat Harb square, Tahrir square and The Egyptian Museum; Just minutes to restaurants, lively coffee shops, markets, spirits stores, bank & exchange shops, etc. Just minutes to bus, subway and train stations. Holy Sheet Hostel offers safe, clean, quiet, quality accommodation for single travelers, couples and groups (small & large ones). We offer large range of rooms from Mixed & Female Bunk-Bed (with privacy curtains, power sockets and lights) dorms, to private rooms with access to shared bathrooms and private rooms with en-suite bathrooms. Holy Sheet Hostel offers cozy hangout area for socializing and sharing experiences with other travelers; provided with Netflix access and PlayStation4. We offer a fully communal equipped kitchen ready to be used around the clock. HOLY SHEET hostel: *No curfew *24/7 Reception *Air-Conditioned rooms *Laundy & Drying Service *Luggage storage is available *Hairdryers available for free use *Bed linen and towels are provided *Free WiFi covering throughout the hostel *Breakfast is included; is served from 8AM to 12PM *Payment upon arrival by cash (EGP, USD, Euro or GBP), Credit, Debit Cards *We provide 24/7 airport transfers in private cars; At extra charge; To request: send an e-mail. *Our team is ready to make your stay easier by providing you with all information you need, helping you to plan your wish trips throughout Egypt."
93. Cairo Hub Hostel,5 of 5 bubbles,62 reviews,"EGP 1,138EGP 1,016",https://www.tripadvisor.in/Hotel_Review-g294201-d21080139-Reviews-Cairo_Hub_Hostel-Cairo_Cairo_Governorate.html,"11 Tahrir Square 4th Floor, Cairo 11511 Egypt","It's really an oasis in the middle of the desert name Cairo, beautiful view and the staff has a really nice team who will give you really good advice and want you to enjoy every minute of your travel ! I recommend the place for every canadian ! The others you got to find out yourself but speaking for myself, I will be back if I got the occasion !"
94. Horus House Hotel,4 of 5 bubbles,60 reviews,"EGP 2,057EGP 1,905",https://www.tripadvisor.in/Hotel_Review-g294201-d940276-Reviews-Horus_House_Hotel-Cairo_Cairo_Governorate.html,"21 Ismail Muhammad, Cairo Egypt","Horus House Hotel, a 3 stars hotel offers air-conditioned rooms with LCD TV and free Wi-Fi. Buffet breakfast, an outdoor terrace and ticket service are available.Horus House Hotel’s rooms each have satellite TV and a work desk. A minibar is also provided, and guests can order in-room breakfast and room service.The staff at Horus House’s 24-hour front desk are available to assist with currency exchange or airport shuttle arrangements. Express check-in/check-out is also offered.Hot buffet breakfast is available each day, and guests can enjoy a drink on hotel Horus House’s outdoor terrace.Located in Cairo’s quiet Zamalek district, Horus House Hotel is 1 mile from both Ramses Train Station and Gezira subway station."
95. Carlton Hotel,3.5 of 5 bubbles,36 reviews,"EGP 1,680",https://www.tripadvisor.in/Hotel_Review-g294201-d562833-Reviews-Carlton_Hotel-Cairo_Cairo_Governorate.html,"21-26 July Street Oraby, Downtown, Cairo 11511 Egypt","Finding an ideal budget friendly hotel in Cairo does not have to be difficult. Welcome to Carlton Hotel, a nice option for travellers like you.Guest rooms offer amenities such as air conditioning, a minibar, and a desk, and guests can go online with free wifi offered by the hotel.Carlton Hotel features 24 hour front desk, room service, and a concierge, to help make your stay more enjoyable. The property also boasts a lounge. If you are driving to Carlton Hotel, parking is available.Nearby landmarks such as Mosque of Al-Azhar (0.7 mi) and Islamic Cairo (1.7 mi) make Carlton Hotel a great place to stay when visiting Cairo.While visiting Cairo, you may want to try some falafel at one of the nearby restaurants, such as Felfela, Naguib Mahfouz Cafe, or Abou el-Sid.Looking to explore? Then look no further than Cairo Tower (1.1 mi) and Zamalek (Gezira Island) (0.9 mi), which are some popular Cairo attractions – all conveniently located within walking distance of the hotel.Carlton Hotel puts the best of Cairo at your fingertips, making your stay both relaxing and enjoyable."
Fairmont Nile City,4.5 of 5 bubbles,"5,393 reviews","EGP 4,838",https://www.tripadvisor.in/Hotel_Review-g294201-d580690-Reviews-Fairmont_Nile_City-Cairo_Cairo_Governorate.html,"Nile City Towers - 2005 B, Corniche El Nil Ramlet Beaulac, Cairo 2466 Egypt","A melting pot of history and diversity, the city of Cairo is ideal for both business and leisure. Like the city itself, Fairmont Nile City offers a delightful series of contrasts, combining advanced technology and modern design with local flavors and flair. With sweeping panoramas of the river Nile and the Pyramids in the distance, Cairo’s beauty and history are always in sight from your luxury accommodation. During your stay, embark on culinary adventures at the city’s finest restaurants, enjoy the fresh air at our rooftop poolside restaurant and pamper yourself at Willow Stream Spa. Part of the prestigious Nile City complex, this luxury hotel is the perfect location for business events. The space consists of 845 square meters (9,100 square feet) plus 450 square meters (4,800 square feet) of outdoor space dedicated to meetings and conventions, comprising of 10 meeting rooms including a ballroom. The space also offers spectacular river Nile views."
96. Atlas International Hotels,3.5 of 5 bubbles,6 reviews,"EGP 1,320",https://www.tripadvisor.in/Hotel_Review-g294201-d17467692-Reviews-Atlas_International_Hotels-Cairo_Cairo_Governorate.html,"2 Mohamed Roushdi Street Abdeen, Cairo 11511 Egypt","Featuring a bar called The Hybrid lounge, Atlas International Hotels is located in Cairo in the Cairo Governorate region, 0.9 mi from Khan Al Khalili and 1.1 mi from Tahrir Square. Among the facilities of this property are a restaurant, a 24-hour front desk and a concierge service, along with free WiFi throughout the property. The hotel features family rooms. At the hotel, every room is fitted with a wardrobe. Complete with a private bathroom equipped with a bath, all units at Atlas International Hotels have a flat-screen TV and air conditioning, and some rooms will provide you with a seating area. A buffet breakfast is available daily at the accommodations. Atlas International Hotels offers a terrace. Al-Azhar Mosque is 1.1 mi from the hotel, while El Hussien Mosque is 1.7 mi away. The nearest airport is Cairo International, 11 mi from Atlas International Hotels, and the property offers a paid airport shuttle service."
97. Arabian Nights,4 of 5 bubbles,122 reviews,EGP 576,https://www.tripadvisor.in/Hotel_Review-g294201-d1201661-Reviews-Arabian_Nights-Cairo_Cairo_Governorate.html,"10 Al Aded St off of Mansouria Street Darassa, Islamic Cairo, Cairo 11511 Egypt","We are proud to have won the TripAdvisor 2012 Award of Excellence. Come let our friendly, energetic staff help you discover the true charm of Cairo. Enjoy our clean, comfortable rooms, free breakfast, free wifi and complimentary hot drinks anytime on our gorgeous rooftop. We have thirty air-con rooms available with private bath and satellite TV. We also offer shared facilities. Members of our highly trained staff are fluent in both English and French. They are ready to facilitate your every need."
98. Capital Hotel,4 of 5 bubbles,45 reviews,"EGP 1,315",https://www.tripadvisor.in/Hotel_Review-g294201-d13356465-Reviews-Capital_Hotel-Cairo_Cairo_Governorate.html,"Kasr Al Nile St Behlar Passage Building Number 1, Cairo 99999 Egypt","See why so many travellers make Capital Hotel their small hotel of choice when visiting Cairo. Providing an ideal mix of value, comfort and convenience, it offers a family-friendly setting with an array of amenities designed for travellers like you.Given the close proximity of popular landmarks, such as Mosque of Al-Azhar (0.4 mi) and Mosque and Madrasa of Sultan Hassan (1.3 mi), guests of Capital Hotel can easily experience some of Cairo's most well known attractions.Rooms at Capital Hotel offer air conditioning, a minibar, and extra long beds providing exceptional comfort and convenience, and guests can go online with free wifi.24 hour front desk and room service are some of the conveniences offered at this small hotel.Cairo has plenty of Italian restaurants. So when you’re here, be sure to check out popular spots like Vivo Restaurant, Pane Vino Restaurant, and L'Uliveto Restaurant, which are serving up some great dishes.During your visit, be sure to check out popular attractions like Al-Azhar Park (1.1 mi) and Citadel (Al-Qalaa) (0.8 mi), which are all within walking distance of the small hotel.At Capital Hotel, your comfort and satisfaction come first, and they look forward to welcoming you to Cairo."
99. Kings Palace Hotel,3.5 of 5 bubbles,36 reviews,EGP 209,https://www.tripadvisor.in/Hotel_Review-g294201-d1081651-Reviews-Kings_Palace_Hotel-Cairo_Cairo_Governorate.html,"3 Ibrahim El Qabbani St Of Sabri Abu Alam St. Sapry Abo Alam-Talaat Harb Sq, Cairo 11511 Egypt",Single room with a private bathroom and A/C.
100. Cairo Moon Hotel,4.5 of 5 bubbles,97 reviews,EGP 819EGP 642,https://www.tripadvisor.in/Hotel_Review-g294201-d1841930-Reviews-Cairo_Moon_Hotel-Cairo_Cairo_Governorate.html,"28 Adly Street, Cairo 11511 Egypt","Our hotel offers all of the comforts of home in the center of downtown Cairo. Our colorfully designed, immaculately clean rooms are equipped with A/C or fan, and some offer a spacious balcony. We invite you to enjoy breakfast on our shaded terrace overlooking the city. We offer free hot drinks throughout the day and night, so you can relax and enjoy the view."
Sofitel Cairo Nile El Gezirah,4.5 of 5 bubbles,"3,918 reviews","EGP 5,122",https://www.tripadvisor.in/Hotel_Review-g294201-d304481-Reviews-Sofitel_Cairo_Nile_El_Gezirah-Cairo_Cairo_Governorate.html,"3 El Thawra Council St Zamalek, Cairo Egypt","On the southern tip of Gezirah Island, the hotel is a corner of paradise in central Cairo, minutes from Cairo’s business districts. Discover a haven of peace during a vacation in Egypt, and a comfortable base to rest after a successful day of business. Relax by the pool, pamper yourself in Sofitel SPA, wine and dine in our international restaurants and bars. Surrender to luxury and come for a day, a weekend, a week…or more. A stroll along the hotel’s lush riverside promenade takes you to a host of acclaimed restaurants and bars. You can take your time, enjoying the cool shade of exotic palms and breathing in the scent of hibiscus. You’ll hear the gentle sound of water lapping as you rest on a Nile-side terrace with a cool drink, and dine on international cuisine. It’s especially beautiful at dusk, when the sun sets over Cairo’s skyline and vibrant nightlife. Escape the city for a day at our secluded Cairo hotel, which feels like an exclusive Egyptian resort set in lush gardens. Take advantage of Sofitel SPA and Sofitel FIT, float in an infinity pool overlooking the Nile, unwind in a bubbling whirlpool bath… whatever you desire. Day membership includes discounts to the restaurants and bars which line the Nile-side promenade, promising refreshment and fun for families, couples and friends."
101. New City Hotel,4 of 5 bubbles,4 reviews,EGP 853,https://www.tripadvisor.in/Hotel_Review-g294201-d17464528-Reviews-New_City_Hotel-Cairo_Cairo_Governorate.html,"5 Talaat Harb Street, Tahrir Sq., Cairo 11511 Egypt","A 2-minute walk from Tahrir Square, New City Hotel is situated in Cairo and provides air-conditioned rooms. Featuring a bar, the hostel is close to several noted attractions, around a 6-minute walk from The Egyptian Museum and around 1.2 km from Cairo Tower. Khan Al Khalili is 2 km from the hostel. The units in the hostel are equipped with a kettle. Guest rooms will provide guests with a toaster. Guests at New City Hotel can enjoy a continental breakfast. Mosque of Ibn Tulun is 2.2 km from the accommodation. The nearest airport is Cairo International Airport, 17 km from New City."
102. Lyly Hotel,5 of 5 bubbles,6 reviews,EGP 728,https://www.tripadvisor.in/Hotel_Review-g294201-d7362933-Reviews-Lyly_Hotel-Cairo_Cairo_Governorate.html,"43 Sherief Street 6th Floor, Down Town, Cairo 11511 Egypt",Bonjour a toutes ... J'ai été bien content de passer mon séjour l'abat... L'hôtel est bien situé et niveau hygiène la chambre était bien propre.. n'oublions pas la dame qui tient la réception madame hanaa elle est adorable je la remercie beaucoup pour sa gentillesse
103. Tolip El Narges,4 of 5 bubbles,38 reviews,"EGP 2,431",https://www.tripadvisor.in/Hotel_Review-g294201-d10215186-Reviews-Tolip_El_Narges-Cairo_Cairo_Governorate.html,"90 Street Fifth Settlement, Cairo 11511 Egypt","Welcome to Tolip EL Narges, your Cairo “home away from home.” Tolip EL Narges aims to make your visit as relaxing and enjoyable as possible, which is why so many guests continue to come back year after year.Free wifi is offered to guests, and rooms at Tolip EL Narges offer air conditioning.Guests of Tolip EL Narges are also welcome to enjoy a pool and an on-site restaurant. For travellers arriving by car, free parking is available.When you’re feeling hungry, be sure to check out Pomme de Pain, Teatro Cairo, and Chez Edy, which are some French restaurants that are popular with locals and out-of-towners alike.There is no shortage of things to do in the area: explore popular monuments and statues such as Obelisk of Ramses II.Tolip EL Narges puts the best of Cairo at your fingertips, making your stay both relaxing and enjoyable."
104. Veltvet 1915,4 of 5 bubbles,7 reviews,"EGP 1,965EGP 936",https://www.tripadvisor.in/Hotel_Review-g294201-d15681186-Reviews-Veltvet_1915-Cairo_Cairo_Governorate.html,"2 Marouf Street, Cross Talaat Harb, Cairo 11511 Egypt","This small but beautiful room was the place i could call Home for me and my husband during 3 weeks.  We highly recommend it for so many reasons: - the best location (area with lots of restaurants, shops, bus, metro, the centre of the city).  - the room has anything you need (modern furniture, TV, AC, bathtube, confortable bed and pillows, balcony with city view).  - the staff was so kind, answering to all our requests. - the price is very good related to the area. - great food for breakfast.   I have nothing to complain. Thank you so much for everything! Our appreciation! 🙏"
105. Green Garden Inn,5 of 5 bubbles,1 review,"EGP 2,520",https://www.tripadvisor.in/Hotel_Review-g294201-d23708423-Reviews-Green_Garden_Inn-Cairo_Cairo_Governorate.html,"1086 Nile Corniche, Cairo 11511 Egypt","The Green Garden Inn rescued us after a horrible experience where we had arrived in Cairo - at night, in the dark, with children - to discover that our hotel booked through Booking.com was full and couldn't offer us a room.  The Green Garden Inn staff were absolutely fantastic - so friendly, helpful, smiley and kind.  Our kids had a great time watching the football in the Reception.  Breakfast was very good - lots of choice.  The hotel is located in a quiet, safe area - 15 minute walk from Tahir Square where there are lots of restaurants.  Would highly recommend."
"Staybridge Suites Cairo - Citystars, an IHG Hotel",4.5 of 5 bubbles,234 reviews,"EGP 4,825",https://www.tripadvisor.in/Hotel_Review-g294201-d1150283-Reviews-Staybridge_Suites_Cairo_Citystars_an_IHG_Hotel-Cairo_Cairo_Governorate.html,"Emtedad Makram Obied Street Heliopolis, Cairo 11737 Egypt","Modern serviced apartments for extended stays in dynamic Cairo Citystars. Offering the comfort and convenience of a home away from home, Staybridge Suites® Cairo Citystars has everything you need for independent living in the exciting commercial hub of Heliopolis. With direct access to Stars Centre shopping mall, and just a seven-minute drive from Cairo International Airport and Cairo International Convention and Exhibition Centre, our 140 fully furnished studios and suites place travelers where they need to be. The buzzing streets of downtown Cairo are half an hour away, with the Great Pyramids a little further. Business travelers on extended stays in Cairo can settle into a spacious studio or suite with up to three bedrooms. Full kitchens and living areas let you cook, work and entertain in style, and Wi-Fi is complimentary throughout. A free buffet breakfast sets you up for the day, and an Evening Social invites you to mingle with fellow guests over dinner three nights a week."
106. Midtown Hostel,4 of 5 bubbles,48 reviews,"EGP 1,050",https://www.tripadvisor.in/Hotel_Review-g294201-d13497661-Reviews-Midtown_Hostel-Cairo_Cairo_Governorate.html,"8 Gawad Housny Al Fawalah, Abdeen, Altaabiq Alkhamis Shaqah, Cairo 11511 Egypt","Midtown Hostel is an excellent choice for travellers visiting Cairo, offering a family-friendly environment alongside many helpful amenities designed to enhance your stay.Midtown Hostel is a family-friendly hotel offering a refrigerator, a minibar, and air conditioning in the rooms, and it is easy to stay connected during your stay as free wifi is offered to guests.The hotel features a concierge and room service. Plus, guests can enjoy free breakfast, which has made this a popular choice among travellers visiting Cairo.Given the close proximity of popular landmarks, such as Mosque of Al-Azhar (0.2 mi) and Zamalek (Gezira Island) (1.0 mi), guests of Midtown Hostel can easily experience some of Cairo's most well known attractions.While in Cairo be sure to experience local dumplings  favourites at 8 Chinese Restaurant or L'Asiatique - Le Pacha 1901.If you’re looking for something to do, Cairo Tower (1.1 mi) and Citadel (Al-Qalaa) (0.8 mi) are a nice way to spend some time, and they are all within walking distance of Midtown Hostel.Enjoy your stay in Cairo!"
107. Maran Residence,5 of 5 bubbles,3 reviews,"EGP 3,025EGP 2,828",https://www.tripadvisor.in/Hotel_Review-g294201-d23711320-Reviews-Maran_Residence-Cairo_Cairo_Governorate.html,"Villa 255, 90th Street North Choueifat - 5th Settlement, Cairo 11511 Egypt","Maran Residence is a boutique residential offering suites that feel like home with 5-star hospitality services in the heart of New Cairo. We have a total of 11 serviced suites, all equipped with in-suite kitchenettes, chinaware, and cutlery for your convenience. You can also enjoy all our on-site facilities: restaurant, pool, Gym, 24/7 front desk."
108. Golden Park Hotel,3 of 5 bubbles,63 reviews,"EGP 1,595EGP 1,477",https://www.tripadvisor.in/Hotel_Review-g294201-d5498745-Reviews-Golden_Park_Hotel-Cairo_Cairo_Governorate.html,"221 El Hegaz Street Heliopolis, Cairo 00202 Egypt","See why so many travellers make Golden Park Hotel their hotel of choice when visiting Cairo. Providing an ideal mix of value, comfort and convenience, it offers a family-friendly setting with an array of amenities designed for travellers like you.For those interested in checking out popular landmarks while visiting Cairo, Golden Park Hotel is located a short distance from Baron Palace (2.0 mi) and Khan Al-Khalili (2.0 mi).Guest rooms offer a refrigerator, a minibar, and air conditioning, and Golden Park Hotel makes getting online easy as free wifi is available.You can also take advantage of some of the amenities offered by the hotel, including 24 hour front desk, 24 hour check-in, and room service. In addition, guests can enjoy a lounge during their visit.If you’re looking for an Italian restaurant, consider a visit to Maestro Italian Restaurant, Pepenero, or Andiamo Pizza Garden and Bar, which are all conveniently located a short distance from Golden Park Hotel.If you’re looking for something to do, Egyptian Air Force Museum (1.1 mi) and Obelisk of Ramses II (1.2 mi) are a nice way to spend some time, and they are all within walking distance of Golden Park Hotel.At Golden Park Hotel, your comfort and satisfaction come first, and they look forward to welcoming you to Cairo."
109. Sufi House,4.5 of 5 bubbles,9 reviews,EGP 845,https://www.tripadvisor.in/Hotel_Review-g294201-d12405214-Reviews-Sufi_House-Cairo_Cairo_Governorate.html,"43 Sherif Basha, Cairo 11511 Egypt","An old sheikh once said ""Service without love is like a beautiful corpse. The outer form is lovely, but it is lifeless"" We believe that service is a form of worship and also a powerful method of self-transformation.. By service the Sufis mean service for Gods sake"" without any thoughts of rewards but out of love and graduate.. This is the kind of service we offer and provide and that is the way we follow at Sufi house hostel. A little bit about Sufi House Hostel: Our 24-hour welcome and information desk is always there to help with any questions. In addition, guests can get information on what to visit in the city and how to get there safely and securely. Or if this is your first time visiting Cairo, our daily guided tours and activities provide a friendly and accessible introduction to everything Cairo has to offer, from local concerts in Cairo to the great pyramids of Egypt. For your comfort, coffee/tea in a common area, laundry facilities are available at this property."
110. Museum Plaza,3.5 of 5 bubbles,3 reviews,"EGP 1,461",https://www.tripadvisor.in/Hotel_Review-g294201-d23448637-Reviews-Museum_Plaza-Cairo_Cairo_Governorate.html,"2 Champollion Road Second Floor, Cairo 11556 Egypt","Just across the road from the Egyptian Museum of ancient antiquities in Tahrir, Cairo. All of our rooms are Air conditioned, have a private bathrooms, Flat screen TV, Mini bar & Electric kettle. Wifi is available in all rooms and public areas as well."
"InterContinental Citystars Cairo, an IHG Hotel",4.5 of 5 bubbles,"2,549 reviews","EGP 6,470",https://www.tripadvisor.in/Hotel_Review-g294201-d536381-Reviews-InterContinental_Citystars_Cairo_an_IHG_Hotel-Cairo_Cairo_Governorate.html,"Omar Ibn El Khattab Street Heliopolis, Cairo 11737 Egypt","Explore Cairo's heritage amidst modern luxuries and stay at the five-star InterContinental Citystars Cairo hotel in Cairo's Heliopolis, next to Stars Centre Mall. Relax in grand rooms with beautiful furnishings and views. Indulge at our 10 exquisite restaurants and bars. Need event space? Our private meeting rooms and Egypt's largest ballroom will satisfy your requirements. Our concierge gladly arranges private tours of the nearby Cairo Citadel, the Pyramids, and soon, The Grand Egyptian Museum."
111. Om Kolthoom Hotel & Tower,3 of 5 bubbles,86 reviews,"EGP 3,168EGP 2,227",https://www.tripadvisor.in/Hotel_Review-g294201-d302714-Reviews-Om_Kolthoom_Hotel_Tower-Cairo_Cairo_Governorate.html,"5 Abu El Feda Street El Zamalek, Cairo 11511 Egypt","Everyone needs a place to lay their weary head. For travellers visiting Cairo, Om Kolthoom Hotel & Tower is an excellent choice for rest and rejuvenation. Well-known for its proximity to great restaurants and attractions, Om Kolthoom Hotel & Tower makes it easy to enjoy the best of Cairo.Guest rooms offer air conditioning and a minibar, and Om Kolthoom Hotel & Tower makes getting online easy as free internet access is available.You can also take advantage of some of the amenities offered by the hotel, including 24 hour front desk, room service, and a concierge. In addition, guests can enjoy a sauna and free breakfast during their visit.Given the close proximity of popular landmarks, such as Zamalek (Gezira Island) (1.1 mi) and Mosque of Al-Azhar (1.4 mi), guests of Om Kolthoom Hotel can easily experience some of Cairo's most well known attractions.While visiting Cairo, you may want to try some crab at one of the nearby restaurants, such as Saigon Restaurant & Lounge.Cairo is also known for some great architectural buildings, including Khan Al-Khalili, Citadel (Al-Qalaa), and Hanging Church (El Muallaqa, Sitt Mariam, St Mary), which are not too far from Om Kolthoom Hotel.Whether you’re travelling for business, pleasure or both, Om Kolthoom Hotel & Tower is sure to make your visit to Cairo one worth remembering."
112. Turquoise Pyramids View Hotel,3.5 of 5 bubbles,4 reviews,"EGP 1,264",https://www.tripadvisor.in/Hotel_Review-g294201-d24155554-Reviews-Turquoise_Pyramids_View_Hotel-Cairo_Cairo_Governorate.html,"107 Haram St. In front of pyramids gates, Cairo 11511 Egypt",Add amenities to stand out to travelers looking for the property that fits them perfectly.
113. Amin Hotel,4 of 5 bubbles,46 reviews,"EGP 1,502EGP 1,238",https://www.tripadvisor.in/Hotel_Review-g294201-d3840552-Reviews-Amin_Hotel-Cairo_Cairo_Governorate.html,"38 El Falaky Sq. Bab El Louk, Cairo 11511 Egypt",+ clean with air conditioning and elevator. TV. very friendly employees. Good bed. Good breakfast made to order on a beautiful terrace on the 11th floor. Democratic prices. Free puck-up aéroport. - we had directly booked 2 communication rooms for 13 days. Our first day on arrival taken to sister hotel and with 3 people in 1 too small room with additional bed. Crawl into bed in the back!! No sorry but would get suite upgrade in amin hotel day after. It consisted of a large entrance hall with wardrobe and loose unusable save in it. A fridge. 1 room with 2 single beds. 1 room with a double bed placed almost against the wall and difficult to access. 2 chairs with mini coffee table. The bathroom with shower and toilet placed incorrectly so that you had to put your feet in the shower tray. - fly window door to balcony with large holes through which the flies entered. - very bad internet - very noisy. Cleaning not daily. Well on demand. Appointment for paid (25$) ride to Aéroport with large hotel shuttle not fulfilled. A taxi had been ordered ... 6 luggage had to be put on the roof. We disagree and came 2nd taxi. A lot of disagreement with the driver and still 3 suitcases on the roof. Lpg tank in trunk Having to stop on the way after signals from other cars. The 3rd suitcase was sliding.!! Very sad! …
114. New Hotel,3.5 of 5 bubbles,8 reviews,EGP 887,https://www.tripadvisor.in/Hotel_Review-g294201-d1831336-Reviews-New_Hotel-Cairo_Cairo_Governorate.html,"21 Adly Street Downtown, Cairo 11511 Egypt","Welcome to New Hotel, your Cairo “home away from home.” New Hotel aims to make your visit as relaxing and enjoyable as possible, which is why so many guests continue to come back year after year.Nearby landmarks such as Mosque of Al-Azhar (0.5 mi) and Zamalek (Gezira Island) (0.9 mi) make New Hotel a great place to stay when visiting Cairo.As your “home away from home,” the small hotel rooms offer air conditioning.Guests have access to room service while staying at New Hotel. In addition, New Hotel offers an on-site restaurant, which will help make your Cairo trip additionally gratifying.Travellers looking to enjoy some shrimp can head to Kadoura Fish Restaurant, Birdcage, or Abou el-Sid. Otherwise, you may want to check out a French restaurant such as The Revolving Restaurant, Le Deck, or The Grill Restaurant & Lounge.Plus, during your trip, don’t forget to check out some of the popular monuments and statues, such as Alabaster Sphinx, 360 EgypTours, and Obelisk of Ramses II.New Hotel puts the best of Cairo at your fingertips, making your stay both relaxing and enjoyable."
115. Miramar Downtown Hotel,3 of 5 bubbles,24 reviews,"EGP 1,500EGP 1,016",https://www.tripadvisor.in/Hotel_Review-g294201-d15398587-Reviews-Miramar_Downtown_Hotel-Cairo_Cairo_Governorate.html,"164 El Tahrir, Cairo 11511 Egypt","Miramar downtown is a boutique hotel in heart of cairo downtown completely new, Located within 0.2 km of Tahrir Square and 0.9 km of The Egyptian Museum, Miramar Downtown provides rooms with free WiFi. 2.1 km from Cairo Tower, the property is also 2.7 km away from Khan Al Khalili. The hotel has a terrace and a 24-hour front desk. All guest rooms in the hotel are equipped with a electric tea pot. The rooms include air conditioning, a closet and a flat-screen TV, and certain units at Miramar Downtown have a balcony. A continental breakfast is served each morning at the property. Al-Azhar Mosque is 3.2 km from the accommodation. The nearest airport is Cairo International Airport, 20.9 km from Miramar Downtown."
