,Unnamed: 0,Name,City,phone_no,location,Full Address,Latitude,Longitude,cuisines,rate,number of reviews
189,244,Peking,Cairo,+20 16078,"115 Othman Ibn Affan St. off Triumph Square, Cairo 11511 Egypt","Peking Cairo 115 Othman Ibn Affan St. off Triumph Square, Cairo 11511 Egypt ",30.0444196,31.2357116,"Chinese, Asian",4.0,65.0
190,245,Maharani Restaurant,Cairo,+20 122 391 1229,"Saray El Gezirah St. - Zamalek, Cairo 11511 Egypt","Maharani Restaurant Cairo Saray El Gezirah St. - Zamalek, Cairo 11511 Egypt ",30.0609422,31.219709,Indian,4.5,21.0
191,247,Crab House,Cairo,+20 2 26072632,"No. 315 Commercial Market, Shop Al-Rehab, Cairo 11511 Egypt","Crab House Cairo No. 315 Commercial Market, Shop Al-Rehab, Cairo 11511 Egypt ",30.0660258,31.4856066,"Seafood, Egyptian, Soups",4.5,24.0
192,248,Bistro,Cairo,+20 2 22756698,"Abo Dawod El-Zahery Street - Nasr City, Cairo 11511 Egypt","Bistro Cairo Abo Dawod El-Zahery Street - Nasr City, Cairo 11511 Egypt ",30.051085,31.3655989,"Italian, Pizza",4.0,70.0
193,249,Asian Corner,Cairo,+20 2 23809742,"18 11 Road, Cairo 11511 Egypt","Asian Corner Cairo 18 11 Road, Cairo 11511 Egypt ",30.0444196,31.2357116,"Asian, Sushi",4.0,31.0
194,250,Zooba,Cairo,+20 16082,"9 80 Road Maadi, Cairo 11511 Egypt","Zooba Cairo 9 80 Road Maadi, Cairo 11511 Egypt ",29.9580322,31.2597439,"Fast Food, Middle Eastern",4.5,22.0
195,251,Gaya Restaurant,Cairo,+20 2 25197769,"218 32 Rd 253 And 41 Rd, Cairo 11511 Egypt","Gaya Restaurant Cairo 218 32 Rd 253 And 41 Rd, Cairo 11511 Egypt ",30.0444196,31.2357116,"Asian, Korean",4.0,58.0
196,252,El-Kababgy,Cairo,1033311126,"North 90th Street, Next to Jumia Egypt Building and Bloom Bank, Cairo 11511 Egypt","El-Kababgy Cairo North 90th Street, Next to Jumia Egypt Building and Bloom Bank, Cairo 11511 Egypt ",30.0444196,31.2357116,"Middle Eastern, Barbecue",4.5,11.0
197,253,Tagen W Bram,Cairo,+20 112 999 9049,"52 Ibrahim Salem, Al Golf, Nasr City Heliopolis, Cairo 11341 Egypt","Tagen W Bram Cairo 52 Ibrahim Salem, Al Golf, Nasr City Heliopolis, Cairo 11341 Egypt ",30.0812457,31.3246657,"Middle Eastern, Egyptian, Arabic, Mediterranean",5.0,10.0
198,254,Napa Grill Restaurant,Cairo,+20 2 24619494,"Fairmont Nile City Hotel Nile City Towers - 2005 B, Corniche El Nil, Ramlet Beaulac, Cairo 02466 Egypt","Napa Grill Restaurant Cairo Fairmont Nile City Hotel Nile City Towers - 2005 B, Corniche El Nil, Ramlet Beaulac, Cairo 02466 Egypt ",30.071755,31.22794,"Mediterranean, International, Mexican, Seafood, Spanish",4.5,28.0
199,255,The Greek,Cairo,+20 112 866 9444,"231 19 Road Maadi, Cairo 11511 Egypt","The Greek Cairo 231 19 Road Maadi, Cairo 11511 Egypt ",29.9596171,31.2770908,"Mediterranean, Greek",4.0,38.0
200,258,Rais Ibn Hamido,Cairo,+20 106 604 5266,"3 Eimarat Milsa - Khalf Siti Starz - Misr Aljadida, Cairo 11511 Egypt","Rais Ibn Hamido Cairo 3 Eimarat Milsa - Khalf Siti Starz - Misr Aljadida, Cairo 11511 Egypt ",30.0444196,31.2357116,"Seafood, Egyptian",4.5,21.0
201,259,Eish w Gebna,Cairo,+20 100 800 0291,"G-Out Mall, 90 Street, Cairo 11511 Egypt","Eish w Gebna Cairo G-Out Mall, 90 Street, Cairo 11511 Egypt ",30.0140623,31.4175819,"Egyptian, Mediterranean",4.5,17.0
202,263,Testa Rosa Café,Cairo,+20 2 22931156,"65 Abd El-Hameed Badawi Hotel Concorde El Salam Cairo By Royal Tulip, Cairo 11511 Egypt","Testa Rosa Café Cairo 65 Abd El-Hameed Badawi Hotel Concorde El Salam Cairo By Royal Tulip, Cairo 11511 Egypt ",30.1186741,31.3497379,Cafe,4.0,36.0
203,265,Sabai Sabai Thailand Restaurant,Cairo,+201246026060,"El Gezira El Wosta, Cairo 11511 Egypt","Sabai Sabai Thailand Restaurant Cairo El Gezira El Wosta, Cairo 11511 Egypt ",30.0655496,31.2162941,"Asian, Thai",4.0,37.0
204,266,Baladina,Cairo,+20 112 220 8887,"Entrance 2 Arkan Mall, Cairo Egypt","Baladina Cairo Entrance 2 Arkan Mall, Cairo Egypt ",30.0709576,31.2193625,"Middle Eastern, Egyptian, Mediterranean",4.5,27.0
205,267,Abou Shakra,Cairo,+20 2 25316111,"69 Kasr El Ainy St., Cairo 11562 Egypt","Abou Shakra Cairo 69 Kasr El Ainy St., Cairo 11562 Egypt ",30.0444196,31.2357116,"Middle Eastern, Egyptian",3.5,111.0
206,268,Kazdoura Lebanese Cuisine,Cairo,+(20)012256051,"Inside the Spot, In Front of the Auc Gate 4, Zizinia, Cairo 16150 Egypt","Kazdoura Lebanese Cuisine Cairo Inside the Spot, In Front of the Auc Gate 4, Zizinia, Cairo 16150 Egypt ",30.0106187,31.4936479,"Lebanese, Cafe, Mediterranean, Middle Eastern",4.5,21.0
207,269,BARBACOA Mexican Grill,Cairo,+20 2 27515333,"Road 10, Maadi, Mostafa Kamel Intersection, Cairo, Egypt, Cairo 11511 Egypt","BARBACOA Mexican Grill Cairo Road 10, Maadi, Mostafa Kamel Intersection, Cairo, Egypt, Cairo 11511 Egypt ",29.9588096,31.2598953,"Mexican, American, Steakhouse, Latin, Spanish, South American",4.0,45.0
208,270,Al Manzil Lebanese Garden,Cairo,+20 100 045 6324,"3 Mamnon St Heliopolis, Cairo 11511 Egypt","Al Manzil Lebanese Garden Cairo 3 Mamnon St Heliopolis, Cairo 11511 Egypt ",30.090194,31.323857,"Lebanese, Mediterranean, Middle Eastern, Arabic",4.5,23.0
209,272,Kazouza,Cairo,+20 120 898 5555,"14 Road 9, Thakanat El Maadi, Maadi Next to Mercedes, Cairo 11511 Egypt","Kazouza Cairo 14 Road 9, Thakanat El Maadi, Maadi Next to Mercedes, Cairo 11511 Egypt ",29.9507891,31.2667489,"Middle Eastern, Egyptian, Mediterranean",4.0,26.0
210,273,Swiss Cottage,Cairo,+20 111 150 2179,"21 Road 254, Degla, Maadi Near Cairo American School and Samia Allouba Gym, Cairo 11511 Egypt","Swiss Cottage Cairo 21 Road 254, Degla, Maadi Near Cairo American School and Samia Allouba Gym, Cairo 11511 Egypt ",30.0444196,31.2357116,"Swiss, Grill, European, Central European",4.5,22.0
211,274,Stash Bar,Cairo,+20 100 311 9505,"9 Rostom Street., Cairo 11511 Egypt","Stash Bar Cairo 9 Rostom Street., Cairo 11511 Egypt ",30.0709478,31.2395895,"Bar, International, Pub",5.0,10.0
212,275,Chicken Fil-A,Cairo,+20 19803,"Emerald Twin Plaza Mall New Cairo, Cairo 11511 Egypt","Chicken Fil-A Cairo Emerald Twin Plaza Mall New Cairo, Cairo 11511 Egypt ",30.053583,31.4309782,"American, Fast Food",4.0,25.0
213,276,Al Wazzan Restaurants,Cairo,+20 122 122 1211,"238 El-Nasr Rd, El-Nozha, Cairo 11511 Egypt","Al Wazzan Restaurants Cairo 238 El-Nasr Rd, El-Nozha, Cairo 11511 Egypt ",30.0903225,31.3693876,"Lebanese, Mediterranean, Middle Eastern",4.5,7.0
214,277,Akala Blended Cuisine,Cairo,+20 102 669 0001,"El Nasr Road Heliopolis, Cairo 11511 Egypt","Akala Blended Cuisine Cairo El Nasr Road Heliopolis, Cairo 11511 Egypt ",30.0911526,31.3842273,"Lebanese, Middle Eastern, Italian, American, International, Mediterranean",4.5,30.0
215,280,Mince,Cairo,+20 16885,"13 Ahmed Heshmat Zamalek, Cairo 11511 Egypt","Mince Cairo 13 Ahmed Heshmat Zamalek, Cairo 11511 Egypt ",30.065729,31.2215898,"American, Fast Food, Diner",3.5,146.0
216,281,Zeeyara Restaurant,Cairo,+20 100 777 7536,"114 El-moez Street, El-gamaleya, Cairo 11511 Egypt","Zeeyara Restaurant Cairo 114 El-moez Street, El-gamaleya, Cairo 11511 Egypt ",30.0522256,31.2617879,Arabic,4.5,7.0
217,282,Stereo Restaurant & Cafe,Cairo,+20103 241 2000,"20 Street 66, 5th Settlement New Cairo, Cairo 11511 Egypt","Stereo Restaurant & Cafe Cairo 20 Street 66, 5th Settlement New Cairo, Cairo 11511 Egypt ",30.0150633,31.4391653,International,4.0,16.0
218,284,Ted's,Cairo,+20 122 300 0599,"Citystars, Cairo 11511 Egypt","Ted's Cairo Citystars, Cairo 11511 Egypt ",30.0728734,31.3458082,International,4.0,58.0
219,285,Dona onesta,Cairo,+20 127 736 6630,"82 Pearl Hotel, 32 Rd. 7 Intersection of Rd. Next to Banque Misr) Maadi, Cairo 11511 Egypt","Dona onesta Cairo 82 Pearl Hotel, 32 Rd. 7 Intersection of Rd. Next to Banque Misr) Maadi, Cairo 11511 Egypt ",29.956588,31.25983,"Italian, Mediterranean, European",5.0,15.0
220,286,El Dahan,Cairo,+20 16194,"no. 163 164 Commercial Market, Shop, Cairo 11511 Egypt","El Dahan Cairo no. 163 164 Commercial Market, Shop, Cairo 11511 Egypt ",30.0444196,31.2357116,"Middle Eastern, Egyptian, Barbecue",4.0,45.0
221,288,Tamara lebanese Bistro,Cairo,20316885,"Alexandria, Egypt, Cairo Egypt","Tamara lebanese Bistro Cairo Alexandria, Egypt, Cairo Egypt ",30.0444196,31.2357116,"Lebanese, Middle Eastern, Mediterranean",4.0,24.0
222,289,Fuddruckers,Cairo,+20 2 25200291,"263 10, Street New Maadi, Cairo 11511 Egypt","Fuddruckers Cairo 263 10, Street New Maadi, Cairo 11511 Egypt ",29.9700738,31.2769218,American,4.0,67.0
223,290,LOFT21,Cairo,+20 2 27929445,"9 Rostom Street, Cairo 11511 Egypt","LOFT21 Cairo 9 Rostom Street, Cairo 11511 Egypt ",30.0709478,31.2395895,"American, European",4.5,23.0
224,291,Mori Sushi,Cairo,+20 2 24182772,"9 76 Rd. In front Of Costa Coffee, Cairo 11511 Egypt","Mori Sushi Cairo 9 76 Rd. In front Of Costa Coffee, Cairo 11511 Egypt ",30.0444196,31.2357116,"Japanese, Sushi, Asian",4.5,18.0
225,292,Tataa Sons,Cairo,+20 120 500 0932,"Mogamma El Bonouq St., 5th Settlement, Cairo 11511 Egypt","Tataa Sons Cairo Mogamma El Bonouq St., 5th Settlement, Cairo 11511 Egypt ",30.0084868,31.4284756,"Seafood, Middle Eastern",4.5,16.0
226,293,Koshary Alex Top,Cairo,+20 2 27357601,"2 Dr. Taha Hussein St. Zamalek, Cairo Egypt","Koshary Alex Top Cairo 2 Dr. Taha Hussein St. Zamalek, Cairo Egypt ",30.0642026,31.2202685,Fast Food,4.5,18.0
227,294,Hookah,Cairo,+20 115 730 5172,"116 Merghani street, Cairo 11511 Egypt","Hookah Cairo 116 Merghani street, Cairo 11511 Egypt ",30.0877952,31.3354534,"Cafe, International",4.0,19.0
228,296,Grapes Restaurant & Lounge,Cairo,+20 127 034 5667,"Villa 82 Street 9 Maadi, Cairo 11511 Egypt","Grapes Restaurant & Lounge Cairo Villa 82 Street 9 Maadi, Cairo 11511 Egypt ",30.0125371,31.2911031,"International, European",4.0,33.0
229,297,Abou Aouf restaurant,Cairo,+20 2 22931156,"65 Abdel Hamid Badawey Street Heliopolis, Cairo 11511 Egypt","Abou Aouf restaurant Cairo 65 Abdel Hamid Badawey Street Heliopolis, Cairo 11511 Egypt ",30.1186741,31.3497379,"Lebanese, Middle Eastern, Mediterranean, Egyptian",4.5,16.0
230,298,Kokio Chicken,Cairo,+20 2 25212123,"23 Road 232, Maadi, Cairo 11511 Egypt","Kokio Chicken Cairo 23 Road 232, Maadi, Cairo 11511 Egypt ",29.9610192,31.2775726,"Asian, Korean",4.5,15.0
231,299,Willy's Kitchen,Cairo,+20 2 23546646,"9 Hafez Ramadan Street, Cairo 11511 Egypt","Willy's Kitchen Cairo 9 Hafez Ramadan Street, Cairo 11511 Egypt ",30.0686447,31.3499638,Fast Food,4.5,17.0
232,300,Blackstone Bistro,Cairo,25281661,"4 Ali El Kordy Street Behind Sofitel Maadi Towers, Maadi, Cairo 11511 Egypt","Blackstone Bistro Cairo 4 Ali El Kordy Street Behind Sofitel Maadi Towers, Maadi, Cairo 11511 Egypt ",29.9966807,31.2583195,"American, Steakhouse",4.0,39.0
233,301,Raoucha & Kandahar,Cairo,+201003400402,"3 Gamet El Dowal St Sphinx Square, Cairo 11511 Egypt","Raoucha & Kandahar Cairo 3 Gamet El Dowal St Sphinx Square, Cairo 11511 Egypt ",30.059689,31.2078637,"Indian, Mediterranean, Asian, Egyptian, Arabic",4.0,47.0
234,302,Spaghi - Spaghetteria,Cairo,+20 121 010 0111,"Al Guezira Plaza, Sheikh Zayed City, Cairo Egypt","Spaghi - Spaghetteria Cairo Al Guezira Plaza, Sheikh Zayed City, Cairo Egypt ",30.0203031,31.0029462,"Italian, Pizza, European",4.5,14.0
235,303,Jayda Nile Terrace,Cairo,+20 2 25808000,"1191 Corniche El Nil Conrad Cairo, Cairo 11511 Egypt","Jayda Nile Terrace Cairo 1191 Corniche El Nil Conrad Cairo, Cairo 11511 Egypt ",30.0647791,31.2277908,"Bar, Pub",4.0,17.0
236,305,Tak3eeba,Cairo,+201557005005,"G61 - Eastern Market Rehab city, Cairo 11511 Egypt","Tak3eeba Cairo G61 - Eastern Market Rehab city, Cairo 11511 Egypt ",30.0660258,31.4856066,"Cafe, Mediterranean, Diner, Middle Eastern, Egyptian",5.0,7.0
237,307,Solana Restaurant,Cairo,+(20)25808000,"1191 Corniche El Nil, Cairo 11221 Egypt","Solana Restaurant Cairo 1191 Corniche El Nil, Cairo 11221 Egypt ",30.0444196,31.2357116,"International, Mediterranean, Sushi",4.5,12.0
238,308,Lord of the Wings,Cairo,+20 16195,"New Extension, City Stars Mall, Heliopolis, Cairo 12311 Egypt","Lord of the Wings Cairo New Extension, City Stars Mall, Heliopolis, Cairo 12311 Egypt ",30.0728734,31.3458082,American,4.0,40.0
239,309,Vittorio's Restaurant,Cairo,+20 100 331 3335,"231 19 Road Degla, Maadi, Cairo 11511 Egypt","Vittorio's Restaurant Cairo 231 19 Road Degla, Maadi, Cairo 11511 Egypt ",29.9596171,31.2770908,"Italian, Pizza, European",4.0,22.0
240,311,Mori Sushi,Cairo,+20 16885,"19 El Gabalaya St. In Front Of Aquarium Garden, Cairo 11511 Egypt","Mori Sushi Cairo 19 El Gabalaya St. In Front Of Aquarium Garden, Cairo 11511 Egypt ",30.0468635,31.2198981,"Japanese, Sushi, Asian",4.0,30.0
241,312,L'incontro,Cairo,+20 2 24196809,"11 Seezostrees Str Off Baghdad Str, El Korba, Cairo 11511 Egypt","L'incontro Cairo 11 Seezostrees Str Off Baghdad Str, El Korba, Cairo 11511 Egypt ",30.0444196,31.2357116,"Italian, Seafood",4.0,18.0
242,313,McDonald's,Cairo,+20 2 27952868,"6 El Amir Qadadar St., Downtown, Cairo 11511 Egypt","McDonald's Cairo 6 El Amir Qadadar St., Downtown, Cairo 11511 Egypt ",30.0464075,31.2671409,Fast Food,3.5,33.0
243,314,El Shabrawy,Cairo,+20 2 23901373,"2 Morgan St. El Ataba Sq. Ataba, Cairo 11511 Egypt","El Shabrawy Cairo 2 Morgan St. El Ataba Sq. Ataba, Cairo 11511 Egypt ",30.0786318,31.242005,Fast Food,4.0,28.0
244,317,Mo Bistro,Cairo,+20 122 722 3366,"14 Aswan Square Mohandeseen, Cairo 12588 Egypt","Mo Bistro Cairo 14 Aswan Square Mohandeseen, Cairo 12588 Egypt ",30.0565726,31.2086616,"International, Italian, Steakhouse, European",4.0,25.0
245,318,The Courtyard Maadi,Cairo,+20 121 020 1040,"Palestine Road El-Basatin Sharkeya, New Maadi, Cairo Egypt","The Courtyard Maadi Cairo Palestine Road El-Basatin Sharkeya, New Maadi, Cairo Egypt ",29.9774744,31.2849121,"Japanese, Steakhouse, Cafe, Seafood, Mediterranean",4.5,11.0
246,319,Chili's,Cairo,+20 2 38508928,"Extension Of 26th of July Avenue Avenue 6th Of October, Cairo 11511 Egypt","Chili's Cairo Extension Of 26th of July Avenue Avenue 6th Of October, Cairo 11511 Egypt ",30.023755,31.0152265,"Mexican, American, Native American",4.0,21.0
247,320,Butcher's Burger,Cairo,+20 121 111 3300,"Ring Road, Cairo 11511 Egypt","Butcher's Burger Cairo Ring Road, Cairo 11511 Egypt ",30.0911375,31.1970426,Grill,4.0,23.0
248,322,Blue Nile Boat,Cairo,+20 16166,"9 A Saray Algazeera St, Cairo 11511 Egypt","Blue Nile Boat Cairo 9 A Saray Algazeera St, Cairo 11511 Egypt ",30.0444196,31.2357116,"Mediterranean, Middle Eastern, Egyptian, International",3.5,139.0
249,323,Dubai House Egypt,Cairo,+20 120 665 5529,"4 El Thawra Street, Cairo 11511 Egypt","Dubai House Egypt Cairo 4 El Thawra Street, Cairo 11511 Egypt ",30.0807618,31.3546302,"Cafe, Arabic, Middle Eastern, Barbecue, Healthy",4.0,18.0
250,324,Paloma Restaurant,Cairo,+20 2 23228000,"Westin Cairo Golf Resort & Spa, Katameya Dunes Road 90, Cairo 11511 Egypt","Paloma Restaurant Cairo Westin Cairo Golf Resort & Spa, Katameya Dunes Road 90, Cairo 11511 Egypt ",30.003339,31.5217992,"International, Mediterranean, Barbecue, Middle Eastern, Egyptian",4.0,15.0
251,325,La Konka,Cairo,+20 100 008 1400,"Cairo Complex Mall, Ankara Street, Sheraton Heliopolis Area Ankara Street, Sheraton Heliopolis Area, Cairo 11511 Egypt","La Konka Cairo Cairo Complex Mall, Ankara Street, Sheraton Heliopolis Area Ankara Street, Sheraton Heliopolis Area, Cairo 11511 Egypt ",30.1091119,31.3817139,"Italian, Seafood, International, Asian",4.5,15.0
252,329,Carve -zamalek,Cairo,2227363870,"Taha hussien, Cairo 11511 Egypt","Carve -zamalek Cairo Taha hussien, Cairo 11511 Egypt ",30.0660306,31.2200291,International,4.5,19.0
253,330,Il Loft,Cairo,+20 100 280 4776,"Arkan Plaza, Sheikh Zayed City, Cairo 11511 Egypt","Il Loft Cairo Arkan Plaza, Sheikh Zayed City, Cairo 11511 Egypt ",30.0204377,31.0035286,"Italian, European",4.0,25.0
254,331,The Place Boat,Cairo,+20 114 526 7042,"7 Montazah El-Gezira St beside Sofitel El Gezirah Cairo Hotel Zamale, Cairo 11511 Egypt","The Place Boat Cairo 7 Montazah El-Gezira St beside Sofitel El Gezirah Cairo Hotel Zamale, Cairo 11511 Egypt ",30.0609422,31.219709,"Mediterranean, Egyptian",4.0,28.0
255,332,Le Bistro,Cairo,+20 2 23927694,"8 Sharia Hoda Shaarawi, Cairo 11511 Egypt","Le Bistro Cairo 8 Sharia Hoda Shaarawi, Cairo 11511 Egypt ",30.0444196,31.2357116,"European, French, Bar, Pub",4.5,12.0
256,333,Happy Dolphin,Cairo,+20 2 23621180,"70 Abdel Aziz Al Saud St. Beside Nile Lily Boat, Cairo 11511 Egypt","Happy Dolphin Cairo 70 Abdel Aziz Al Saud St. Beside Nile Lily Boat, Cairo 11511 Egypt ",30.0444196,31.2357116,"Middle Eastern, Mediterranean, Egyptian",4.0,25.0
257,335,Hana,Cairo,+20 2 27367873,"Hassan Assem, Cairo 11511 Egypt","Hana Cairo Hassan Assem, Cairo 11511 Egypt ",30.0621105,31.2210635,"Asian, Korean",4.0,34.0
258,336,Geno,Cairo,+20 100 009 3226,"Cornish, Maadi, Cairo Governorate, Cairo 11511 Egypt","Geno Cairo Cornish, Maadi, Cairo Governorate, Cairo 11511 Egypt ",29.9729996,31.2353694,"Italian, Pizza, Seafood, International, Mediterranean, Egyptian",5.0,6.0
259,337,Casper & Gambini,Cairo,+20 122 777 7764,"2 Gate Mall of Arabia, Cairo 11511 Egypt","Casper & Gambini Cairo 2 Gate Mall of Arabia, Cairo 11511 Egypt ",30.0065859,30.9753955,European,4.0,27.0
260,338,Mori Sushi,Cairo,+20 16885,"Aruba St., Cairo 11511 Egypt","Mori Sushi Cairo Aruba St., Cairo 11511 Egypt ",30.0444196,31.2357116,Sushi,4.5,18.0
261,339,Cascada,Cairo,+20 111 572 3778,"5th Settlement, S. Teseen Street Concord Plaza Mall, Cairo 11511 Egypt","Cascada Cairo 5th Settlement, S. Teseen Street Concord Plaza Mall, Cairo 11511 Egypt ",30.0249908,31.4826611,"Latin, International, Middle Eastern, Spanish",5.0,8.0
262,340,Studio Misr,Cairo,+20 2 27353122,"9 Sh Alnahru Nile City, Cairo 11511 Egypt","Studio Misr Cairo 9 Sh Alnahru Nile City, Cairo 11511 Egypt ",30.0444196,31.2357116,"Middle Eastern, Egyptian, Barbecue",3.5,54.0
263,341,Desoky and Soda,Cairo,+20 19128,"9 14 Road, Cairo 11511 Egypt","Desoky and Soda Cairo 9 14 Road, Cairo 11511 Egypt ",30.0444196,31.2357116,"Italian, Egyptian, Middle Eastern",3.5,44.0
264,343,Il Divino,Cairo,+20 101 222 8818,"5 Abou el Feda Street Zamalek, Cairo 11511 Egypt","Il Divino Cairo 5 Abou el Feda Street Zamalek, Cairo 11511 Egypt ",30.0644891,31.2160129,"Pizza, Italian",4.0,14.0
265,344,Tavolino,Cairo,+20 2 27370380,"Om Kalthoum Tower 5 Ibn El Nabih, Om Kalthoum tower , Zamalek, Cairo 11511 Egypt","Tavolino Cairo Om Kalthoum Tower 5 Ibn El Nabih, Om Kalthoum tower , Zamalek, Cairo 11511 Egypt ",30.0609422,31.219709,"Italian, Mediterranean, European",4.0,18.0
266,345,Abou Shakra,Cairo,+20 2 24188891,"82 El-Sayid El-Merghany, Cairo Egypt","Abou Shakra Cairo 82 El-Sayid El-Merghany, Cairo Egypt ",30.084537,31.3279269,"Middle Eastern, Egyptian, Barbecue",3.5,123.0
267,348,Rosto,Cairo,+20 106 830 0005,"9 Street Mokattam, Cairo 11511 Egypt","Rosto Cairo 9 Street Mokattam, Cairo 11511 Egypt ",30.0216667,31.3033333,Middle Eastern,4.5,12.0
268,349,Orangette Cafe & Dining,Cairo,+20 2 27370504,"2 Hassan Sabry St. In Front Of El Gezirah Sporting Club, Cairo 11511 Egypt","Orangette Cafe & Dining Cairo 2 Hassan Sabry St. In Front Of El Gezirah Sporting Club, Cairo 11511 Egypt ",30.0531971,31.2186388,Cafe,4.0,14.0
269,350,Ikea Restaurant,Cairo,+20 16576,"Cairo Festival City, Cairo 11511 Egypt","Ikea Restaurant Cairo Cairo Festival City, Cairo 11511 Egypt ",30.0328642,31.4100122,"Swedish, Egyptian, Scandinavian, Mediterranean, European",4.0,17.0
270,351,Padrino,Cairo,+20 122 776 7722,"Ankara Street, Sheraton Cairo Complex Mall, Cairo 11511 Egypt","Padrino Cairo Ankara Street, Sheraton Cairo Complex Mall, Cairo 11511 Egypt ",30.1091119,31.3817139,Italian,4.5,6.0
271,352,Spectra,Cairo,+20 19491,"Road 18, Maadi, Cairo 11511 Egypt","Spectra Cairo Road 18, Maadi, Cairo 11511 Egypt ",29.9494005,31.2637297,European,3.5,87.0
272,354,Paprika,Cairo,+20 2 25789447,"1129 Kornich El Nile Maspiro, Cairo 11221 Egypt","Paprika Cairo 1129 Kornich El Nile Maspiro, Cairo 11221 Egypt ",30.0535932,31.230979,"Mediterranean, Diner, Arabic, Middle Eastern, Egyptian",4.0,32.0
273,355,Piazzini,Cairo,+20 127 001 7727,"Al-Hurreia Axis Al Tesseen St Behind Dusit Thani Hotel, Cairo 11511 Egypt","Piazzini Cairo Al-Hurreia Axis Al Tesseen St Behind Dusit Thani Hotel, Cairo 11511 Egypt ",30.0286647,31.4554179,"Italian, Pizza, International",3.5,57.0
274,356,Ox Egypt,Cairo,+20 121 206 6664,"58 Beirut St, Cairo 11511 Egypt","Ox Egypt Cairo 58 Beirut St, Cairo 11511 Egypt ",30.0444196,31.2357116,"American, Southwestern",4.5,8.0
275,357,Villa 55,Cairo,+20 2 23583186,"9 55 Rd. Maadi, Cairo 11511 Egypt","Villa 55 Cairo 9 55 Rd. Maadi, Cairo 11511 Egypt ",29.9658734,31.2544063,Italian,3.5,46.0
276,358,The Lemon Tree & Co,Cairo,+20 2 27592599,"Katameya Heights Rd Katameya Heights Clubhouse, Cairo Egypt","The Lemon Tree & Co Cairo Katameya Heights Rd Katameya Heights Clubhouse, Cairo Egypt ",29.9950643,31.4047752,"International, Mediterranean, Egyptian",4.0,56.0
277,360,Cafe Med,Cairo,+20 101 056 2066,"38 Abdel Moneim Hafez Heliopolis, Cairo 11511 Egypt","Cafe Med Cairo 38 Abdel Moneim Hafez Heliopolis, Cairo 11511 Egypt ",30.085667,31.345367,"Mediterranean, International",5.0,10.0
278,361,Kruze,Cairo,+20 1033117110,"42 Aman street, Cairo 11511 Egypt","Kruze Cairo 42 Aman street, Cairo 11511 Egypt ",30.0444196,31.2357116,"American, Cafe, Grill",5.0,5.0
279,363,Zahrat Lebnan,Cairo,+20 101 515 9679,"Ring Rd City Centre Maadi, Cairo 11511 Egypt","Zahrat Lebnan Cairo Ring Rd City Centre Maadi, Cairo 11511 Egypt ",29.9833473,31.3163386,"Lebanese, Mediterranean",5.0,5.0
280,364,Olives,Cairo,+20 106 706 6222,"Down Town Mall Road 90, 5th settlement, Cairo 11511 Egypt","Olives Cairo Down Town Mall Road 90, 5th settlement, Cairo 11511 Egypt ",30.0084868,31.4284756,"Lebanese, Middle Eastern, Mediterranean",3.5,48.0
281,365,El Shabrawy,Cairo,+20 2 24513458,"El Sannan St., Cairo 11511 Egypt","El Shabrawy Cairo El Sannan St., Cairo 11511 Egypt ",30.0786339,31.243255,"Middle Eastern, Egyptian",4.0,16.0
282,366,Paul Cairo Festival City,Cairo,+20 2 26168129,"Cairo Festival City, Cairo 11511 Egypt","Paul Cairo Festival City Cairo Cairo Festival City, Cairo 11511 Egypt ",30.0288244,31.409343,"French, Cafe, European",3.5,65.0
283,367,"Holiday Inn Cairo Maadi, an IHG Hotel",Cairo,+20 2 25260601,"Cornich El Maadi Maadi, Cairo 11431 Egypt","Holiday Inn Cairo Maadi, an IHG Hotel Cairo Cornich El Maadi Maadi, Cairo 11431 Egypt ",30.0444196,31.2357116,"Egyptian, Mediterranean",4.0,12.0
284,368,Abu Shakra,Cairo,27927778,"Street Merghani, Cairo 11511 Egypt","Abu Shakra Cairo Street Merghani, Cairo 11511 Egypt ",30.0444196,31.2357116,"Barbecue, Middle Eastern, Egyptian, Mediterranean",3.5,47.0
285,369,La Gondola Italian Restaurant,Cairo,+20 2 22941111,"El Tayaran St., Cairo 11511 Egypt","La Gondola Italian Restaurant Cairo El Tayaran St., Cairo 11511 Egypt ",30.0672172,31.3245531,"Italian, Mediterranean",4.0,19.0
286,370,Steak Out,Cairo,+20 2 26933111,"City Square Mall Beside gate 6, Cairo 11511 Egypt","Steak Out Cairo City Square Mall Beside gate 6, Cairo 11511 Egypt ",30.0444196,31.2357116,"Italian, American, Steakhouse",4.0,20.0
287,371,Mokai,Cairo,+20 112 755 5577,"New Cairo, 90th Street, Concord Plaza Mall, Cairo 11511 Egypt","Mokai Cairo New Cairo, 90th Street, Concord Plaza Mall, Cairo 11511 Egypt ",30.0249908,31.4826611,"Sushi, Asian, Japanese, International",4.5,16.0
288,373,Al Beiruti Arkan Plaza,Cairo,+20 111 992 6804,"Arkan Plaza Plaza 2-AX-109-110 Sheikh Zayed, Cairo 11511 Egypt","Al Beiruti Arkan Plaza Cairo Arkan Plaza Plaza 2-AX-109-110 Sheikh Zayed, Cairo 11511 Egypt ",30.0208893,31.0032932,"Lebanese, Mediterranean",5.0,4.0
